Player,Team,Opp,Time,FD Pos,FD Own,FD Sal,DK Pos,DK Own,DK Sal
Marquise Brown,BAL,KC,Sun 01:00 EDT,WR,8.10%,6100,WR,7.20%,5900
Christian Kirk,ARI,CAR,Sun 04:05 EDT,WR,7.80%,5900,WR,8.00%,5000
Demarcus Robinson,KC,BAL,Sun 01:00 EDT,WR,7.20%,6700,WR,8.10%,5200
Julian Edelman,NE,NYJ,Sun 01:00 EDT,WR,7.20%,6900,WR,6.90%,6300
Aaron Jones,GB,DEN,Sun 01:00 EDT,RB,7.20%,6900,RB,7.20%,6100
Stefon Diggs,MIN,OAK,Sun 01:00 EDT,WR,7.10%,6700,WR,6.90%,6000
Julio Jones,ATL,IND,Sun 01:00 EDT,WR,7.00%,8300,WR,6.90%,7300
Marlon Mack,IND,ATL,Sun 01:00 EDT,RB,6.90%,7000,RB,7.20%,5800
Tyler Lockett,SEA,NO,Sun 04:25 EDT,WR,6.40%,6600,WR,5.90%,6200
Josh Allen,BUF,CIN,Sun 01:00 EDT,QB,6.20%,7500,QB,6.10%,5900
Randall Cobb,DAL,MIA,Sun 01:00 EDT,WR,6.00%,5300,WR,6.00%,4600
Alvin Kamara,NO,SEA,Sun 04:25 EDT,RB,6.00%,8000,RB,5.60%,8000
Peyton Barber,TB,NYG,Sun 04:05 EDT,RB,5.70%,6100,RB,6.40%,4600
Devin Smith,DAL,MIA,Sun 01:00 EDT,WR,5.40%,5200,WR,7.20%,3400
JuJu Smith-Schuster,PIT,SF,Sun 04:25 EDT,WR,5.30%,7500,WR,5.10%,6900
LeSean McCoy,KC,BAL,Sun 01:00 EDT,RB,5.30%,5500,RB,4.90%,5000
Miles Sanders,PHI,DET,Sun 01:00 EDT,RB,5.20%,5400,RB,6.40%,3900
Tom Brady,NE,NYJ,Sun 01:00 EDT,QB,5.20%,7800,QB,4.80%,6600
James White,NE,NYJ,Sun 01:00 EDT,RB,5.10%,6200,RB,6.20%,5100
Kyle Allen,CAR,ARI,Sun 04:05 EDT,QB,5.10%,6000,QB,6.50%,4000
D.K. Metcalf,SEA,NO,Sun 04:25 EDT,WR,4.70%,6200,WR,5.40%,4700
T.Y. Hilton,IND,ATL,Sun 01:00 EDT,WR,4.60%,7400,WR,4.60%,6400
Tyler Boyd,CIN,BUF,Sun 01:00 EDT,WR,4.50%,6600,WR,4.10%,6500
John Ross,CIN,BUF,Sun 01:00 EDT,WR,4.50%,6700,WR,5.10%,5100
JJ Arcega-Whiteside,PHI,DET,Sun 01:00 EDT,WR,4.50%,4600,WR,5.10%,3500
Frank Gore,BUF,CIN,Sun 01:00 EDT,RB,4.50%,5700,RB,4.80%,4400
Jason Witten,DAL,MIA,Sun 01:00 EDT,TE,4.30%,5000,TE,4.00%,3700
Daniel Jones,NYG,TB,Sun 04:05 EDT,QB,4.20%,6000,QB,3.90%,5000
Jimmy Graham,GB,DEN,Sun 01:00 EDT,TE,4.20%,4900,TE,3.50%,4000
Jimmy Garoppolo,SF,PIT,Sun 04:25 EDT,QB,4.20%,7200,QB,3.70%,6200
Greg Olsen,CAR,ARI,Sun 04:05 EDT,TE,4.10%,6100,TE,4.70%,3700
Devonta Freeman,ATL,IND,Sun 01:00 EDT,RB,3.80%,6200,RB,4.30%,4900
Emmanuel Sanders,DEN,GB,Sun 01:00 EDT,WR,3.70%,5700,WR,4.00%,4800
Matt Breida,SF,PIT,Sun 04:25 EDT,RB,3.60%,5900,RB,3.50%,5400
Michael Thomas,NO,SEA,Sun 04:25 EDT,WR,3.60%,8000,WR,3.40%,7400
Darren Waller,OAK,MIN,Sun 01:00 EDT,TE,3.30%,5900,TE,3.40%,4100
Phillip Lindsay,DEN,GB,Sun 01:00 EDT,RB,3.30%,6400,RB,4.30%,4300
Aaron Rodgers,GB,DEN,Sun 01:00 EDT,QB,3.20%,7900,QB,3.20%,6100
Calvin Ridley,ATL,IND,Sun 01:00 EDT,WR,3.20%,6500,WR,3.40%,5300
Sony Michel,NE,NYJ,Sun 01:00 EDT,RB,3.20%,6800,RB,2.90%,6000
T.J. Hockenson,DET,PHI,Sun 01:00 EDT,TE,3.10%,5500,TE,3.40%,3500
Will Fuller,HOU,LAC,Sun 04:25 EDT,WR,3.00%,6000,WR,3.20%,4900
Deebo Samuel,SF,PIT,Sun 04:25 EDT,WR,3.00%,5500,WR,3.10%,4500
Alshon Jeffery,PHI,DET,Sun 01:00 EDT,WR,3.00%,6700,WR,3.10%,5700
Austin Hooper,ATL,IND,Sun 01:00 EDT,TE,3.00%,5800,TE,3.40%,3600
Curtis Samuel,CAR,ARI,Sun 04:05 EDT,WR,3.00%,5800,WR,3.20%,4800
Deshaun Watson,HOU,LAC,Sun 04:25 EDT,QB,2.90%,8200,QB,2.90%,6400
DeAndre Hopkins,HOU,LAC,Sun 04:25 EDT,WR,2.90%,8900,WR,2.90%,7800
D.J. Moore,CAR,ARI,Sun 04:05 EDT,WR,2.80%,6500,WR,2.60%,5900
Mark Ingram,BAL,KC,Sun 01:00 EDT,RB,2.70%,7100,RB,2.90%,5700
Carson Wentz,PHI,DET,Sun 01:00 EDT,QB,2.70%,7700,QB,2.90%,5600
Marquez Valdes-Scantling,GB,DEN,Sun 01:00 EDT,WR,2.70%,5300,WR,2.90%,4300
Damiere Byrd,ARI,CAR,Sun 04:05 EDT,WR,2.60%,5000,WR,4.00%,3000
Rex Burkhead,NE,NYJ,Sun 01:00 EDT,RB,2.60%,4600,RB,2.80%,3900
Marvin Jones,DET,PHI,Sun 01:00 EDT,WR,2.50%,5400,WR,2.40%,5000
Kyle Rudolph,MIN,OAK,Sun 01:00 EDT,TE,2.50%,4800,TE,2.50%,3400
Vance McDonald,PIT,SF,Sun 04:25 EDT,TE,2.50%,5900,TE,2.40%,4300
Raheem Mostert,SF,PIT,Sun 04:25 EDT,RB,2.40%,6000,RB,2.80%,4700
James Washington,PIT,SF,Sun 04:25 EDT,WR,2.40%,5200,WR,3.10%,3500
Will Dissly,SEA,NO,Sun 04:25 EDT,TE,2.30%,5400,TE,2.60%,3400
Cole Beasley,BUF,CIN,Sun 01:00 EDT,WR,2.20%,5100,WR,2.30%,4400
Tony Pollard,DAL,MIA,Sun 01:00 EDT,RB,2.20%,5000,RB,2.70%,3800
Joe Mixon,CIN,BUF,Sun 01:00 EDT,RB,2.10%,6500,RB,2.20%,5500
Mike Williams,LAC,HOU,Sun 04:25 EDT,WR,2.10%,6100,WR,2.30%,4900
Jared Cook,NO,SEA,Sun 04:25 EDT,TE,2.00%,5800,TE,2.20%,3800
Josh Jacobs,OAK,MIN,Sun 01:00 EDT,RB,1.90%,6500,RB,2.00%,5300
Tyler Eifert,CIN,BUF,Sun 01:00 EDT,TE,1.80%,4900,TE,2.00%,3200
Carlos Hyde,HOU,LAC,Sun 04:25 EDT,RB,1.80%,6000,RB,2.00%,4500
Tyrell Williams,OAK,MIN,Sun 01:00 EDT,WR,1.70%,6200,WR,1.70%,5600
Kerryon Johnson,DET,PHI,Sun 01:00 EDT,RB,1.70%,6600,RB,1.80%,5600
Justin Jackson,LAC,HOU,Sun 04:25 EDT,RB,1.70%,5800,RB,2.10%,4200
Marquise Goodwin,SF,PIT,Sun 04:25 EDT,WR,1.60%,5400,WR,1.50%,5000
Cameron Brate,TB,NYG,Sun 04:05 EDT,TE,1.60%,4500,TE,1.80%,2700
Russell Wilson,SEA,NO,Sun 04:25 EDT,QB,1.50%,7600,QB,1.40%,6300
Virgil Green,LAC,HOU,Sun 04:25 EDT,TE,1.50%,4000,TE,1.70%,2600
Andy Dalton,CIN,BUF,Sun 01:00 EDT,QB,1.50%,7100,QB,1.60%,5300
Eric Ebron,IND,ATL,Sun 01:00 EDT,TE,1.50%,5700,TE,1.60%,3800
Preston Williams,MIA,DAL,Sun 01:00 EDT,WR,1.50%,5100,WR,1.80%,3700
Geronimo Allison,GB,DEN,Sun 01:00 EDT,WR,1.50%,5200,WR,1.40%,4800
Mason Rudolph,PIT,SF,Sun 04:25 EDT,QB,1.40%,6600,QB,1.50%,4800
Duke Johnson,HOU,LAC,Sun 04:25 EDT,RB,1.30%,5400,RB,1.50%,4300
Ronald Jones,TB,NYG,Sun 04:05 EDT,RB,1.30%,4900,RB,1.40%,3900
Jack Doyle,IND,ATL,Sun 01:00 EDT,TE,1.30%,5200,TE,1.60%,3000
Nick Vannett,SEA,NO,Sun 04:25 EDT,TE,1.30%,4500,TE,1.50%,2600
DeVante Parker,MIA,DAL,Sun 01:00 EDT,WR,1.20%,4800,WR,1.30%,4000
Sterling Shepard,NYG,TB,Sun 04:05 EDT,WR,1.20%,6000,WR,1.30%,4900
Matthew Stafford,DET,PHI,Sun 01:00 EDT,QB,1.20%,6900,QB,1.20%,5500
Dawson Knox,BUF,CIN,Sun 01:00 EDT,TE,1.20%,4500,TE,1.50%,2500
Hunter Renfrow,OAK,MIN,Sun 01:00 EDT,WR,1.20%,5000,WR,1.40%,3700
Jacoby Brissett,IND,ATL,Sun 01:00 EDT,QB,1.10%,6800,QB,1.20%,5200
Hayden Hurst,BAL,KC,Sun 01:00 EDT,TE,1.10%,4800,TE,1.30%,3100
Robby Anderson,NYJ,NE,Sun 01:00 EDT,WR,1.10%,5700,WR,1.20%,4800
Mohamed Sanu,ATL,IND,Sun 01:00 EDT,WR,1.10%,5300,WR,1.30%,3900
Jamison Crowder,NYJ,NE,Sun 01:00 EDT,WR,1.10%,6200,WR,1.30%,4800
James Conner,PIT,SF,Sun 04:25 EDT,RB,1.10%,7400,RB,1.10%,6400
Ryan Griffin,NYJ,NE,Sun 01:00 EDT,TE,1.00%,4000,TE,1.10%,2500
Jamaal Williams,GB,DEN,Sun 01:00 EDT,RB,1.00%,5100,RB,1.10%,4000
Matt Ryan,ATL,IND,Sun 01:00 EDT,QB,1.00%,7800,QB,1.00%,5700
Dare Ogunbowale,TB,NYG,Sun 04:05 EDT,RB,0.90%,4500,RB,1.20%,3300
Kalen Ballage,MIA,DAL,Sun 01:00 EDT,RB,0.90%,4900,RB,0.90%,4100
Charles Clay,ARI,CAR,Sun 04:05 EDT,TE,0.90%,4200,TE,1.00%,2600
Rashaad Penny,SEA,NO,Sun 04:25 EDT,RB,0.90%,5900,RB,1.10%,4100
Royce Freeman,DEN,GB,Sun 01:00 EDT,RB,0.90%,5900,RB,1.00%,4400
Alexander Mattison,MIN,OAK,Sun 01:00 EDT,RB,0.90%,4900,RB,1.00%,3700
Breshad Perriman,TB,NYG,Sun 04:05 EDT,WR,0.80%,4600,WR,1.10%,3100
Ito Smith,ATL,IND,Sun 01:00 EDT,RB,0.80%,5300,RB,1.00%,3700
Nyheim Hines,IND,ATL,Sun 01:00 EDT,RB,0.80%,4800,RB,1.00%,3400
Darren Sproles,PHI,DET,Sun 01:00 EDT,RB,0.80%,4600,RB,0.90%,3600
O.J. Howard,TB,NYG,Sun 04:05 EDT,TE,0.80%,5800,TE,0.80%,3800
Kirk Cousins,MIN,OAK,Sun 01:00 EDT,QB,0.80%,7200,QB,0.80%,5100
Kenyan Drake,MIA,DAL,Sun 01:00 EDT,RB,0.80%,5300,RB,0.80%,4500
Ty Johnson,DET,PHI,Sun 01:00 EDT,RB,0.80%,4500,RB,1.00%,3000
Philip Rivers,LAC,HOU,Sun 04:25 EDT,QB,0.70%,7500,QB,0.70%,5800
Danny Amendola,DET,PHI,Sun 01:00 EDT,WR,0.70%,4900,WR,0.80%,3800
Jesse James,DET,PHI,Sun 01:00 EDT,TE,0.70%,4000,TE,0.70%,2600
Zay Jones,BUF,CIN,Sun 01:00 EDT,WR,0.70%,4700,WR,0.80%,3300
Gus Edwards,BAL,KC,Sun 01:00 EDT,RB,0.70%,5000,RB,0.90%,3000
Willie Snead,BAL,KC,Sun 01:00 EDT,WR,0.60%,5000,WR,0.70%,4200
Chester Rogers,IND,ATL,Sun 01:00 EDT,WR,0.60%,4700,WR,0.70%,3400
Jordan Howard,PHI,DET,Sun 01:00 EDT,RB,0.60%,5600,RB,0.70%,4100
Jakeem Grant,MIA,DAL,Sun 01:00 EDT,WR,0.60%,4500,WR,0.70%,3500
Travis Benjamin,LAC,HOU,Sun 04:25 EDT,WR,0.60%,4500,WR,0.70%,3000
Courtland Sutton,DEN,GB,Sun 01:00 EDT,WR,0.60%,5600,WR,0.60%,4500
David Moore,SEA,NO,Sun 04:25 EDT,WR,0.60%,4800,WR,0.70%,3100
Deon Cain,IND,ATL,Sun 01:00 EDT,WR,0.50%,4500,WR,0.70%,3000
DeAndre Washington,OAK,MIN,Sun 01:00 EDT,RB,0.50%,4500,RB,0.70%,3000
Chase Edmonds,ARI,CAR,Sun 04:05 EDT,RB,0.50%,4900,RB,0.60%,3800
Jaylen Samuels,PIT,SF,Sun 04:25 EDT,RB,0.50%,6100,RB,0.50%,5300
DaeSean Hamilton,DEN,GB,Sun 01:00 EDT,WR,0.40%,5300,WR,0.50%,4000
Ryan Izzo,NE,NYJ,Sun 01:00 EDT,TE,0.40%,4000,TE,0.50%,2500
Kenny Stills,HOU,LAC,Sun 04:25 EDT,WR,0.40%,5100,WR,0.50%,3900
Ted Ginn,NO,SEA,Sun 04:25 EDT,WR,0.40%,5000,WR,0.50%,3900
Parris Campbell,IND,ATL,Sun 01:00 EDT,WR,0.40%,5000,WR,0.50%,3800
Noah Fant,DEN,GB,Sun 01:00 EDT,TE,0.40%,4600,TE,0.50%,2800
Ryan Grant,OAK,MIN,Sun 01:00 EDT,WR,0.40%,4500,WR,0.50%,3000
Giovani Bernard,CIN,BUF,Sun 01:00 EDT,RB,0.40%,5200,RB,0.40%,4200
Mike Gesicki,MIA,DAL,Sun 01:00 EDT,TE,0.40%,4600,TE,0.50%,2600
Dante Pettis,SF,PIT,Sun 04:25 EDT,WR,0.40%,4600,WR,0.30%,4500
Tre'Quan Smith,NO,SEA,Sun 04:25 EDT,WR,0.40%,5200,WR,0.50%,3700
Jordan Akins,HOU,LAC,Sun 04:25 EDT,TE,0.40%,4100,TE,0.40%,2700
Lil'Jordan Humphrey,NO,SEA,Sun 04:25 EDT,WR,0.30%,4500,WR,0.00%,-
Mack Hollins,PHI,DET,Sun 01:00 EDT,WR,0.30%,4500,WR,0.40%,3200
Latavius Murray,NO,SEA,Sun 04:25 EDT,RB,0.30%,5600,RB,0.40%,4100
Jalen Richard,OAK,MIN,Sun 01:00 EDT,RB,0.30%,5100,RB,0.50%,3000
Chad Beebe,MIN,OAK,Sun 01:00 EDT,WR,0.30%,4800,WR,0.40%,3400
Teddy Bridgewater,NO,SEA,Sun 04:25 EDT,QB,0.30%,6800,QB,0.30%,4700
Ty Montgomery,NYJ,NE,Sun 01:00 EDT,RB,0.20%,4600,RB,0.20%,4400
Joe Flacco,DEN,GB,Sun 01:00 EDT,QB,0.20%,6400,QB,0.20%,4600
Josh Rosen,MIA,DAL,Sun 01:00 EDT,QB,0.20%,6000,QB,0.20%,4500
Keke Coutee,HOU,LAC,Sun 04:25 EDT,WR,0.20%,4900,WR,0.30%,3400
Jaron Brown,SEA,NO,Sun 04:25 EDT,WR,0.20%,4500,WR,0.30%,3100
Miles Boykin,BAL,KC,Sun 01:00 EDT,WR,0.20%,4500,WR,0.30%,3000
KeeSean Johnson,ARI,CAR,Sun 04:05 EDT,WR,0.20%,4800,WR,0.30%,3400
Justin Hardy,ATL,IND,Sun 01:00 EDT,WR,0.20%,4500,WR,0.30%,3000
Dontrelle Inman,LAC,HOU,Sun 04:25 EDT,WR,0.20%,4500,WR,0.20%,3000
Russell Shepard,NYG,TB,Sun 04:05 EDT,WR,0.20%,4500,WR,0.20%,3300
Michael Crabtree,ARI,CAR,Sun 04:05 EDT,WR,0.20%,4600,WR,0.20%,3600
Derek Carr,OAK,MIN,Sun 01:00 EDT,QB,0.20%,6700,QB,0.20%,4900
Kendrick Bourne,SF,PIT,Sun 04:25 EDT,WR,0.20%,4500,WR,0.20%,3000
Luke Falk,NYJ,NE,Sun 01:00 EDT,QB,0.20%,6000,QB,0.20%,4600
Isaiah McKenzie,BUF,CIN,Sun 01:00 EDT,WR,0.10%,4700,WR,0.20%,3400
Josh Bellamy,NYJ,NE,Sun 01:00 EDT,WR,0.10%,4500,WR,0.20%,3200
Chris Hogan,CAR,ARI,Sun 04:05 EDT,WR,0.10%,4500,WR,0.20%,3000
Alex Erickson,CIN,BUF,Sun 01:00 EDT,WR,0.10%,4500,WR,0.10%,3000
Diontae Spencer,DEN,GB,Sun 01:00 EDT,WR,0.10%,4500,WR,0.10%,3000
De'Anthony Thomas,KC,BAL,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Allen Hurns,MIA,DAL,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Seth Roberts,BAL,KC,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
TJ Jones,NYG,TB,Sun 04:05 EDT,WR,0.00%,5200,WR,0.00%,3000
Dwayne Harris,OAK,MIN,Sun 01:00 EDT,WR,0.00%,-,WR,0.00%,3000
Jarius Wright,CAR,ARI,Sun 04:05 EDT,WR,0.00%,4500,WR,0.00%,3000
Darren Fells,HOU,LAC,Sun 04:25 EDT,TE,0.00%,4000,TE,0.00%,2500
Luke Stocker,ATL,IND,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2500
Levine Toilolo,SF,PIT,Sun 04:25 EDT,TE,0.00%,4000,TE,0.00%,2500
Josh Hill,NO,SEA,Sun 04:25 EDT,TE,0.00%,4000,TE,0.00%,2500
Marcedes Lewis,GB,DEN,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2500
Xavier Grimble,PIT,SF,Sun 04:25 EDT,TE,0.00%,4000,TE,0.00%,2500
Rhett Ellison,NYG,TB,Sun 04:05 EDT,TE,0.00%,4000,TE,0.00%,2600
Lee Smith,BUF,CIN,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2500
Zach Line,NO,SEA,Sun 04:25 EDT,RB,0.00%,4500,RB,0.00%,3000
Chris Manhertz,CAR,ARI,Sun 04:05 EDT,TE,0.00%,4000,TE,0.00%,2500
DeAndre Carter,HOU,LAC,Sun 04:25 EDT,WR,0.00%,4500,WR,0.00%,3100
Maxx Williams,ARI,CAR,Sun 04:05 EDT,TE,0.00%,4100,TE,0.00%,2500
Nick Boyle,BAL,KC,Sun 01:00 EDT,TE,0.00%,4300,TE,0.00%,2700
Jake Kumerow,GB,DEN,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
C.J. Uzomah,CIN,BUF,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2700
T.J. Yeldon,BUF,CIN,Sun 01:00 EDT,RB,0.00%,4600,RB,0.00%,3800
Jeff Heuerman,DEN,GB,Sun 01:00 EDT,TE,0.00%,4500,TE,0.00%,2900
Geremy Davis,LAC,HOU,Sun 04:25 EDT,WR,0.00%,4500,WR,0.00%,3000
Matt LaCosse,NE,NYJ,Sun 01:00 EDT,TE,0.00%,4500,TE,0.00%,2700
Ameer Abdullah,MIN,OAK,Sun 01:00 EDT,RB,0.00%,4500,RB,0.00%,3000
Blake Bell,KC,BAL,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2500
Daniel Brown,NYJ,NE,Sun 01:00 EDT,TE,0.00%,4500,TE,0.00%,2500
C.J. Prosise,SEA,NO,Sun 04:25 EDT,RB,0.00%,4500,RB,0.00%,3000
Chris Moore,BAL,KC,Sun 01:00 EDT,WR,0.00%,4700,WR,0.00%,3200
Devontae Booker,DEN,GB,Sun 01:00 EDT,RB,0.00%,4500,RB,0.00%,3200
Trevor Davis,OAK,MIN,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Derek Watt,LAC,HOU,Sun 04:25 EDT,RB,0.00%,4500,RB,0.00%,3000
D.J. Foster,ARI,CAR,Sun 04:05 EDT,RB,0.00%,4500,RB,0.00%,3000
Elijhaa Penny,NYG,TB,Sun 04:05 EDT,RB,0.00%,4500,RB,0.00%,3000
J.D. McKissic,DET,PHI,Sun 01:00 EDT,RB,0.00%,4500,RB,0.00%,3000
Alex Armah,CAR,ARI,Sun 04:05 EDT,RB,0.00%,4500,RB,0.00%,3000
Ryan Switzer,PIT,SF,Sun 04:25 EDT,WR,0.00%,4500,WR,0.00%,3000
Blake Jarwin,DAL,MIA,Sun 01:00 EDT,TE,0.00%,4500,TE,0.00%,2900
Austin Carr,NO,SEA,Sun 04:25 EDT,WR,0.00%,4500,WR,0.00%,3000
Bobo Wilson,TB,NYG,Sun 04:05 EDT,WR,0.00%,4500,WR,0.00%,3000
Samaje Perine,CIN,BUF,Sun 01:00 EDT,RB,0.00%,4500,RB,0.00%,3500
Zach Pascal,IND,ATL,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Taysom Hill,NO,SEA,Sun 04:25 EDT,QB,0.00%,6000,QB,0.00%,4400
River Cracraft,DEN,GB,Sun 01:00 EDT,WR,0.00%,-,WR,0.00%,3000
Dallas Goedert,PHI,DET,Sun 01:00 EDT,TE,0.00%,4800,TE,0.00%,2800
Mark Walton,MIA,DAL,Sun 01:00 EDT,RB,0.00%,4500,RB,0.00%,3000
Durham Smythe,MIA,DAL,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2600
Jordan Wilkins,IND,ATL,Sun 01:00 EDT,RB,0.00%,5100,RB,0.00%,3500
Justin Watson,TB,NYG,Sun 04:05 EDT,WR,0.00%,4500,WR,0.00%,3000
Russell Gage,ATL,IND,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Ray-Ray McCloud,CAR,ARI,Sun 04:05 EDT,WR,0.00%,4500,WR,0.00%,3000
Cedrick Wilson,DAL,MIA,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Braxton Berrios,NYJ,NE,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Trenton Cannon,NYJ,NE,Sun 01:00 EDT,RB,0.00%,4600,RB,0.00%,3000
Auden Tate,CIN,BUF,Sun 01:00 EDT,WR,0.00%,4500,WR,0.10%,3000
Robert Foster,BUF,CIN,Sun 01:00 EDT,WR,0.00%,4700,WR,0.00%,3200
Reggie Bonnafon,CAR,ARI,Sun 04:05 EDT,RB,0.00%,4500,RB,0.00%,3000
Byron Pringle,KC,BAL,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Chris Lacy,DET,PHI,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Malik Turner,SEA,NO,Sun 04:25 EDT,WR,0.00%,4900,WR,0.00%,3400
Diontae Johnson,PIT,SF,Sun 04:25 EDT,WR,0.00%,4500,WR,0.00%,3000
Justice Hill,BAL,KC,Sun 01:00 EDT,RB,0.00%,4700,RB,0.00%,3300
Foster Moreau,OAK,MIN,Sun 01:00 EDT,TE,0.00%,4000,TE,0.00%,2500
Travis Fulgham,DET,PHI,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Darwin Thompson,KC,BAL,Sun 01:00 EDT,RB,0.00%,4500,RB,0.00%,3000
Cullen Gillaspia,HOU,LAC,Sun 04:25 EDT,RB,0.00%,4500,RB,0.00%,3000
John Ursua,SEA,NO,Sun 04:25 EDT,WR,0.00%,4500,WR,0.00%,3000
Deonte Harris,NO,SEA,Sun 04:25 EDT,WR,0.00%,4500,WR,0.00%,3000
Keelan Doss,OAK,MIN,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
Damion Willis,CIN,BUF,Sun 01:00 EDT,WR,0.00%,4500,WR,0.00%,3000
