Player,Team,Opp,Time,FD Pos,FD Own,FD Sal,DK Pos,DK Own,DK Sal
Dalvin Cook,MIN,GB,Sun 01:00 EDT,RB,5.20%,7900,RB,4.80%,7200
Drew Brees,NO,LA,Sun 04:25 EDT,QB,4.70%,8000,QB,4.70%,6200
Rex Burkhead,NE,MIA,Sun 01:00 EDT,RB,4.60%,4600,RB,4.70%,3800
Jared Cook,NO,LA,Sun 04:25 EDT,TE,4.80%,6000,TE,4.30%,4700
D.K. Metcalf,SEA,PIT,Sun 01:00 EDT,WR,3.40%,6100,WR,4.20%,4300
Tyler Lockett,SEA,PIT,Sun 01:00 EDT,WR,4.30%,6700,WR,4.10%,6200
Deshaun Watson,HOU,JAC,Sun 01:00 EDT,QB,4.10%,8500,QB,4.10%,6600
Aaron Jones,GB,MIN,Sun 01:00 EDT,RB,3.90%,6400,RB,3.80%,5400
Larry Fitzgerald,ARI,BAL,Sun 01:00 EDT,WR,3.60%,5500,WR,3.80%,4600
Danny Amendola,DET,LAC,Sun 01:00 EDT,WR,3.10%,5400,WR,3.80%,3900
Delanie Walker,TEN,IND,Sun 01:00 EDT,TE,3.20%,5900,TE,3.70%,3500
LeSean McCoy,KC,OAK,Sun 04:05 EDT,RB,3.70%,5800,RB,3.60%,4700
Willie Snead,BAL,ARI,Sun 01:00 EDT,WR,3.60%,5000,WR,3.60%,4500
Corey Davis,TEN,IND,Sun 01:00 EDT,WR,3.20%,5700,WR,3.60%,4500
Christian Kirk,ARI,BAL,Sun 01:00 EDT,WR,3.20%,5400,WR,3.40%,4500
Donte Moncrief,PIT,SEA,Sun 01:00 EDT,WR,2.90%,5400,WR,3.40%,4000
Philip Rivers,LAC,DET,Sun 01:00 EDT,QB,3.40%,7700,QB,3.30%,6100
Will Fuller,HOU,JAC,Sun 01:00 EDT,WR,3.20%,6100,WR,3.30%,5300
Carlos Hyde,HOU,JAC,Sun 01:00 EDT,RB,2.90%,5400,RB,3.20%,3600
Marlon Mack,IND,TEN,Sun 01:00 EDT,RB,2.90%,7400,RB,3.00%,5900
Kenny Golladay,DET,LAC,Sun 01:00 EDT,WR,3.20%,6600,WR,2.90%,6600
Miles Boykin,BAL,ARI,Sun 01:00 EDT,WR,2.20%,4500,WR,2.80%,3200
Todd Gurley,LA,NO,Sun 04:25 EDT,RB,3.30%,7000,RB,2.70%,7000
Kerryon Johnson,DET,LAC,Sun 01:00 EDT,RB,2.80%,6600,RB,2.70%,5700
Mark Ingram,BAL,ARI,Sun 01:00 EDT,RB,2.70%,7500,RB,2.70%,6000
Tre'Quan Smith,NO,LA,Sun 04:25 EDT,WR,2.20%,5200,WR,2.70%,3700
Ben Roethlisberger,PIT,SEA,Sun 01:00 EDT,QB,2.50%,7600,QB,2.50%,5800
Ted Ginn,NO,LA,Sun 04:25 EDT,WR,2.20%,5000,WR,2.50%,4000
Cole Beasley,BUF,NYG,Sun 01:00 EDT,WR,2.10%,5000,WR,2.50%,3800
Demarcus Robinson,KC,OAK,Sun 04:05 EDT,WR,1.90%,5200,WR,2.50%,3500
Adam Thielen,MIN,GB,Sun 01:00 EDT,WR,2.60%,7300,WR,2.40%,7100
Russell Wilson,SEA,PIT,Sun 01:00 EDT,QB,2.50%,7600,QB,2.40%,6200
Allen Robinson,CHI,DEN,Sun 04:25 EDT,WR,2.30%,7200,WR,2.40%,6100
Dede Westbrook,JAC,HOU,Sun 01:00 EDT,WR,2.40%,5900,WR,2.30%,5400
Sterling Shepard,NYG,BUF,Sun 01:00 EDT,WR,2.20%,6000,WR,2.30%,5100
Latavius Murray,NO,LA,Sun 04:25 EDT,RB,1.80%,5900,RB,2.30%,3700
Jimmy Graham,GB,MIN,Sun 01:00 EDT,TE,2.20%,5400,TE,2.20%,3700
Duke Johnson,HOU,JAC,Sun 01:00 EDT,RB,2.10%,6100,RB,2.20%,5000
Adrian Peterson,WAS,DAL,Sun 01:00 EDT,RB,2.00%,4800,RB,2.20%,3400
DeVante Parker,MIA,NE,Sun 01:00 EDT,WR,1.90%,5300,WR,2.20%,4100
Dion Lewis,TEN,IND,Sun 01:00 EDT,RB,1.90%,5200,RB,2.20%,4000
Travis Benjamin,LAC,DET,Sun 01:00 EDT,WR,1.60%,4900,WR,2.20%,3200
Jimmy Garoppolo,SF,CIN,Sun 01:00 EDT,QB,2.40%,7000,QB,2.10%,6000
Joe Mixon,CIN,SF,Sun 01:00 EDT,RB,2.20%,7500,RB,2.10%,6500
Vance McDonald,PIT,SEA,Sun 01:00 EDT,TE,2.10%,5600,TE,2.10%,3900
Phillip Lindsay,DEN,CHI,Sun 04:25 EDT,RB,1.70%,6600,RB,2.10%,4600
Giovani Bernard,CIN,SF,Sun 01:00 EDT,RB,2.10%,5700,RB,2.00%,5300
A.J. Brown,TEN,IND,Sun 01:00 EDT,WR,1.70%,5400,WR,2.00%,4000
Deebo Samuel,SF,CIN,Sun 01:00 EDT,WR,1.70%,4900,WR,1.90%,3700
Courtland Sutton,DEN,CHI,Sun 04:25 EDT,WR,1.60%,5900,WR,1.90%,4200
Tarik Cohen,CHI,DEN,Sun 04:25 EDT,RB,1.50%,6100,RB,1.90%,4500
Deon Cain,IND,TEN,Sun 01:00 EDT,WR,1.40%,4500,WR,1.90%,3000
Aaron Rodgers,GB,MIN,Sun 01:00 EDT,QB,1.90%,8000,QB,1.80%,6500
Kyle Rudolph,MIN,GB,Sun 01:00 EDT,TE,1.70%,4900,TE,1.80%,3200
Justin Jackson,LAC,DET,Sun 01:00 EDT,RB,1.60%,6100,RB,1.80%,4400
Raheem Mostert,SF,CIN,Sun 01:00 EDT,RB,1.50%,5600,RB,1.80%,3800
Matthew Stafford,DET,LAC,Sun 01:00 EDT,QB,1.70%,7000,QB,1.70%,5200
Chris Conley,JAC,HOU,Sun 01:00 EDT,WR,1.60%,5100,WR,1.70%,4200
Kenyan Drake,MIA,NE,Sun 01:00 EDT,RB,1.50%,5500,RB,1.70%,4300
Trey Quinn,WAS,DAL,Sun 01:00 EDT,WR,1.50%,5100,WR,1.70%,3900
Emmanuel Sanders,DEN,CHI,Sun 04:25 EDT,WR,1.50%,5600,WR,1.60%,4700
Hayden Hurst,BAL,ARI,Sun 01:00 EDT,TE,1.40%,4800,TE,1.60%,2900
Eric Ebron,IND,TEN,Sun 01:00 EDT,TE,1.40%,5700,TE,1.50%,3800
Tony Pollard,DAL,WAS,Sun 01:00 EDT,RB,1.40%,4800,RB,1.50%,3700
Tyler Higbee,LA,NO,Sun 04:25 EDT,TE,1.30%,4500,TE,1.40%,2900
Case Keenum,WAS,DAL,Sun 01:00 EDT,QB,1.30%,6900,QB,1.40%,5000
Albert Wilson,MIA,NE,Sun 01:00 EDT,WR,1.20%,4900,WR,1.40%,3800
Marcus Mariota,TEN,IND,Sun 01:00 EDT,QB,1.20%,7400,QB,1.40%,5000
Jaylen Samuels,PIT,SEA,Sun 01:00 EDT,RB,1.10%,5400,RB,1.40%,3600
Andy Dalton,CIN,SF,Sun 01:00 EDT,QB,1.30%,7100,QB,1.30%,5400
Jason Witten,DAL,WAS,Sun 01:00 EDT,TE,1.30%,4700,TE,1.20%,3400
Kyler Murray,ARI,BAL,Sun 01:00 EDT,QB,1.30%,6500,QB,1.20%,5400
Virgil Green,LAC,DET,Sun 01:00 EDT,TE,1.20%,4000,TE,1.20%,2700
Trey Burton,CHI,DEN,Sun 04:25 EDT,TE,1.10%,5400,TE,1.20%,3700
Randall Cobb,DAL,WAS,Sun 01:00 EDT,WR,1.10%,5500,WR,1.20%,4500
Kenny Stills,HOU,JAC,Sun 01:00 EDT,WR,1.10%,5300,WR,1.20%,4100
Preston Williams,MIA,NE,Sun 01:00 EDT,WR,1.00%,4800,WR,1.20%,3400
Royce Freeman,DEN,CHI,Sun 04:25 EDT,RB,0.90%,5900,RB,1.20%,3700
Gus Edwards,BAL,ARI,Sun 01:00 EDT,RB,0.90%,5200,RB,1.20%,3200
Mike Williams,LAC,DET,Sun 01:00 EDT,WR,1.10%,6100,WR,1.10%,5500
Adam Humphries,TEN,IND,Sun 01:00 EDT,WR,1.10%,4800,WR,1.10%,4300
Gardner Minshew,JAC,HOU,Sun 01:00 EDT,QB,1.10%,6400,QB,1.10%,4800
Marquez Valdes-Scantling,GB,MIN,Sun 01:00 EDT,WR,1.00%,5600,WR,1.10%,4600
Jordan Reed,WAS,DAL,Sun 01:00 EDT,TE,1.00%,5300,TE,1.10%,3400
Frank Gore,BUF,NYG,Sun 01:00 EDT,RB,1.00%,4900,RB,1.10%,3500
Tyler Eifert,CIN,SF,Sun 01:00 EDT,TE,1.00%,4900,TE,1.10%,2900
Cody Latimer,NYG,BUF,Sun 01:00 EDT,WR,0.80%,5500,WR,1.10%,3700
Marquise Goodwin,SF,CIN,Sun 01:00 EDT,WR,1.00%,5200,WR,1.00%,4400
Zay Jones,BUF,NYG,Sun 01:00 EDT,WR,0.90%,4700,WR,1.00%,3500
Dawson Knox,BUF,NYG,Sun 01:00 EDT,TE,0.80%,4600,TE,1.00%,2500
Justice Hill,BAL,ARI,Sun 01:00 EDT,RB,0.80%,4900,RB,1.00%,3300
Hunter Renfrow,OAK,KC,Sun 04:05 EDT,WR,1.00%,4500,WR,0.90%,4000
David Montgomery,CHI,DEN,Sun 04:25 EDT,RB,0.90%,5800,RB,0.90%,4900
Will Dissly,SEA,PIT,Sun 01:00 EDT,TE,0.80%,4500,TE,0.90%,2800
Jack Doyle,IND,TEN,Sun 01:00 EDT,TE,0.80%,5400,TE,0.90%,3100
Jalen Richard,OAK,KC,Sun 04:05 EDT,RB,0.60%,5100,RB,0.90%,3300
Marvin Jones,DET,LAC,Sun 01:00 EDT,WR,0.80%,5700,WR,0.80%,4900
Rashaad Penny,SEA,PIT,Sun 01:00 EDT,RB,0.70%,5100,RB,0.80%,4000
Nick Vannett,SEA,PIT,Sun 01:00 EDT,TE,0.60%,4800,TE,0.80%,2600
Kalen Ballage,MIA,NE,Sun 01:00 EDT,RB,0.70%,5100,RB,0.70%,4500
Alexander Mattison,MIN,GB,Sun 01:00 EDT,RB,0.70%,4900,RB,0.70%,3700
C.J. Anderson,DET,LAC,Sun 01:00 EDT,RB,0.60%,4900,RB,0.70%,3500
Gerald Everett,LA,NO,Sun 04:25 EDT,TE,0.60%,4700,TE,0.70%,2700
DaeSean Hamilton,DEN,CHI,Sun 04:25 EDT,WR,0.60%,5600,WR,0.70%,3800
Parris Campbell,IND,TEN,Sun 01:00 EDT,WR,0.50%,5000,WR,0.70%,3700
KeeSean Johnson,ARI,BAL,Sun 01:00 EDT,WR,0.50%,4900,WR,0.70%,3100
Paul Richardson,WAS,DAL,Sun 01:00 EDT,WR,0.60%,4700,WR,0.60%,4000
Vernon Davis,WAS,DAL,Sun 01:00 EDT,TE,0.50%,5100,TE,0.60%,3200
Mike Davis,CHI,DEN,Sun 04:25 EDT,RB,0.50%,4900,RB,0.60%,3300
Nyheim Hines,IND,TEN,Sun 01:00 EDT,RB,0.50%,5300,RB,0.60%,3700
Mitchell Trubisky,CHI,DEN,Sun 04:25 EDT,QB,0.60%,6800,QB,0.50%,5500
Dante Pettis,SF,CIN,Sun 01:00 EDT,WR,0.60%,5600,WR,0.50%,5300
Geronimo Allison,GB,MIN,Sun 01:00 EDT,WR,0.50%,5100,WR,0.50%,4400
Taylor Gabriel,CHI,DEN,Sun 04:25 EDT,WR,0.50%,4800,WR,0.50%,3700
Anthony Miller,CHI,DEN,Sun 04:25 EDT,WR,0.40%,5200,WR,0.50%,4100
Ryan Izzo,NE,MIA,Sun 01:00 EDT,TE,0.40%,4500,TE,0.50%,2500
Ryan Grant,OAK,KC,Sun 04:05 EDT,WR,0.40%,4500,WR,0.50%,3200
Geoff Swaim,JAC,HOU,Sun 01:00 EDT,TE,0.40%,4500,TE,0.50%,2700
Chase Edmonds,ARI,BAL,Sun 01:00 EDT,RB,0.30%,5100,RB,0.50%,3200
Adam Shaheen,CHI,DEN,Sun 04:25 EDT,TE,0.50%,4000,TE,0.40%,3100
Joe Flacco,DEN,CHI,Sun 04:25 EDT,QB,0.40%,6400,QB,0.40%,4900
Kirk Cousins,MIN,GB,Sun 01:00 EDT,QB,0.40%,7300,QB,0.40%,5300
Charles Clay,ARI,BAL,Sun 01:00 EDT,TE,0.40%,4200,TE,0.40%,2700
Jesse James,DET,LAC,Sun 01:00 EDT,TE,0.40%,4000,TE,0.40%,2600
Jamaal Williams,GB,MIN,Sun 01:00 EDT,RB,0.40%,4800,RB,0.40%,3200
Jaron Brown,SEA,PIT,Sun 01:00 EDT,WR,0.30%,4500,WR,0.40%,3300
Jordan Akins,HOU,JAC,Sun 01:00 EDT,TE,0.30%,4100,TE,0.40%,2700
Keke Coutee,HOU,JAC,Sun 01:00 EDT,WR,0.30%,5400,WR,0.40%,3800
Dontrelle Inman,LAC,DET,Sun 01:00 EDT,WR,0.30%,4500,WR,0.40%,3000
Josh Reynolds,LA,NO,Sun 04:25 EDT,WR,0.30%,4600,WR,0.40%,3200
Mike Gesicki,MIA,NE,Sun 01:00 EDT,TE,0.30%,4800,TE,0.40%,2700
Seth Roberts,BAL,ARI,Sun 01:00 EDT,WR,0.30%,4500,WR,0.40%,3000
Chris Moore,BAL,ARI,Sun 01:00 EDT,WR,0.30%,4700,WR,0.40%,3100
Jacoby Brissett,IND,TEN,Sun 01:00 EDT,QB,0.30%,6000,QB,0.30%,5000
Noah Fant,DEN,CHI,Sun 04:25 EDT,TE,0.30%,5200,TE,0.30%,3000
Ryquell Armstead,JAC,HOU,Sun 01:00 EDT,RB,0.30%,4500,RB,0.30%,3200
James O'Shaughnessy,JAC,HOU,Sun 01:00 EDT,TE,0.20%,4500,TE,0.30%,2600
Cordarrelle Patterson,CHI,DEN,Sun 04:25 EDT,WR,0.20%,4500,WR,0.20%,3500
Chad Beebe,MIN,GB,Sun 01:00 EDT,WR,0.20%,4600,WR,0.20%,3300
Ryan Fitzpatrick,MIA,NE,Sun 01:00 EDT,QB,0.20%,6200,QB,0.20%,4700
Damion Willis,CIN,SF,Sun 01:00 EDT,WR,0.20%,4500,WR,0.20%,3200
Damiere Byrd,ARI,BAL,Sun 01:00 EDT,WR,0.20%,4500,WR,0.20%,3000
Ryan Switzer,PIT,SEA,Sun 01:00 EDT,WR,0.20%,4500,WR,0.20%,3100
Kendrick Bourne,SF,CIN,Sun 01:00 EDT,WR,0.20%,4500,WR,0.20%,3000
C.J. Uzomah,CIN,SF,Sun 01:00 EDT,TE,0.10%,4800,TE,0.20%,2800
DeAndre Washington,OAK,KC,Sun 04:05 EDT,RB,0.10%,4500,RB,0.20%,3000
Tommy Sweeney,BUF,NYG,Sun 01:00 EDT,TE,0.10%,4000,TE,0.20%,2600
Alex Erickson,CIN,SF,Sun 01:00 EDT,WR,0.10%,4500,WR,0.20%,3200
Marqise Lee,JAC,HOU,Sun 01:00 EDT,WR,0.10%,4800,WR,0.10%,4200
J.J. Nelson,OAK,KC,Sun 04:05 EDT,WR,0.10%,4500,WR,0.10%,3500
Eli Manning,NYG,BUF,Sun 01:00 EDT,QB,0.10%,6400,QB,0.10%,4900
Allen Hurns,MIA,NE,Sun 01:00 EDT,WR,0.10%,4500,WR,0.10%,3200
Michael Crabtree,ARI,BAL,Sun 01:00 EDT,WR,0.10%,4600,WR,0.10%,3300
Keelan Cole,JAC,HOU,Sun 01:00 EDT,WR,0.10%,4600,WR,0.10%,3300
