Pos,Player,Tm,Opp,DK Sal $,Projected Own%,Cash Odds,GPP Odds,Implied Own%,DK LEV
WR,Deon Cain,IND,@TEN,3000,0.50%,24%,2%,2%,3.52
WR,Marquise Goodwin,SF,@CIN,4400,0.50%,21%,2%,2%,3.43
QB,Joe Flacco,DEN,CHI,4900,0.50%,23%,4%,2%,3.36
WR,Dontrelle Inman,LAC,@DET,3000,0.50%,23%,2%,2%,3.24
WR,Ryan Grant,OAK,KC,3200,0.50%,23%,2%,2%,3.19
RB,Raheem Mostert,SF,@CIN,3800,0.50%,27%,2%,2%,3.14
WR,Phillip Dorsett,NE,@MIA,3000,0.50%,22%,1%,1%,2.88
QB,Ryan Fitzpatrick,MIA,NE,4700,0.50%,22%,4%,1%,2.87
WR,Larry Fitzgerald,ARI,@BAL,4600,3.00%,43%,8%,8%,2.67
DEF,New Orleans Saints,NO,@LAR,2600,0.50%,19%,1%,1%,2.58
WR,Trey Quinn,WAS,DAL,3900,0.50%,20%,1%,1%,2.48
TE,Evan Engram,NYG,BUF,5200,7.50%,52%,9%,11%,1.42
TE,Delanie Walker,TEN,IND,3500,7.50%,50%,7%,9%,1.16
DEF,Washington Redskins,WAS,DAL,2300,0.50%,20%,1%,1%,2.22
DEF,Denver Broncos,DEN,CHI,2700,3.00%,33%,7%,7%,2.18
WR,Antonio Brown,NE,@MIA,7000,3.00%,33%,6%,7%,2.17
TE,Jared Cook,NO,@LAR,4700,7.50%,35%,3%,4%,0.57
TE,Vance McDonald,PIT,SEA,3900,3.00%,38%,4%,5%,1.54
WR,Michael Gallup,DAL,@WAS,5600,3.00%,36%,6%,6%,2.14
WR,Hunter Renfrow,OAK,KC,4000,0.50%,18%,1%,1%,2.1
TE,Vernon Davis,WAS,DAL,3200,3.00%,32%,2%,3%,1.04
WR,Christian Kirk,ARI,@BAL,4500,3.00%,38%,6%,6%,2.08
WR,JuJu Smith-Schuster,PIT,SEA,7500,7.50%,50%,15%,15%,2.05
TE,Jimmy Graham,GB,MIN,3700,3.00%,29%,2%,2%,0.82
WR,Keenan Allen,LAC,@DET,7600,7.50%,50%,15%,15%,1.99
RB,Aaron Jones,GB,MIN,5400,3.00%,40%,7%,6%,1.97
WR,Courtland Sutton,DEN,CHI,4200,3.00%,38%,6%,6%,1.96
QB,Aaron Rodgers,GB,MIN,6500,3.00%,43%,15%,6%,1.95
TE,Tyler Eifert,CIN,SF,2900,0.50%,30%,2%,3%,5.28
WR,Terry McLaurin,WAS,DAL,3800,3.00%,37%,6%,6%,1.84
WR,Miles Boykin,BAL,ARI,3200,0.50%,18%,1%,1%,1.78
QB,Ben Roethlisberger,PIT,SEA,5800,3.00%,43%,13%,5%,1.77
RB,Chris Carson,SEA,@PIT,6400,7.50%,52%,15%,13%,1.76
DEF,New York Giants,NYG,BUF,2500,3.00%,32%,5%,5%,1.76
WR,Stefon Diggs,MIN,@GB,6300,3.00%,31%,5%,5%,1.74
DEF,Detroit Lions,DET,LAC,3000,0.50%,14%,1%,1%,1.74
RB,James Conner,PIT,SEA,6800,7.50%,50%,14%,13%,1.72
WR,Corey Davis,TEN,IND,4500,3.00%,34%,5%,5%,1.71
DEF,Cincinnati Bengals,CIN,SF,2600,3.00%,31%,5%,5%,1.7
WR,DeVante Parker,MIA,NE,4100,3.00%,36%,5%,5%,1.69
WR,Marquez Valdes-Scantling,GB,MIN,4600,3.00%,33%,5%,5%,1.68
RB,Damien Williams,KC,@OAK,5800,7.50%,51%,13%,12%,1.59
QB,Russell Wilson,SEA,@PIT,6200,3.00%,38%,12%,5%,1.57
RB,Leonard Fournette,JAX,@HOU,6300,7.50%,50%,13%,12%,1.55
RB,Derrick Henry,TEN,IND,6000,7.50%,50%,13%,12%,1.55
WR,Bennie Fowler,NYG,BUF,3300,0.50%,17%,1%,1%,1.55
TE,Eric Ebron,IND,@TEN,3800,0.50%,26%,2%,2%,4.48
QB,Kyler Murray,ARI,@BAL,5400,3.00%,38%,11%,5%,1.52
WR,Dede Westbrook,JAX,@HOU,5400,3.00%,30%,5%,5%,1.51
QB,Marcus Mariota,TEN,IND,5000,3.00%,38%,11%,5%,1.51
RB,Todd Gurley,LAR,NO,7000,7.50%,45%,12%,11%,1.5
RB,Kalen Ballage,MIA,NE,4500,0.50%,18%,1%,1%,1.5
WR,A.J. Brown,TEN,IND,4000,3.00%,34%,4%,5%,1.5
DEF,New England Patriots,NE,@MIA,3700,17.50%,50%,27%,26%,1.5
TE,Mike Gesicki,MIA,NE,2700,0.50%,29%,2%,2%,4.26
WR,Will Fuller,HOU,JAX,5300,3.00%,30%,4%,4%,1.49
WR,Marquise Brown,BAL,ARI,5000,3.00%,30%,4%,4%,1.48
WR,Emmanuel Sanders,DEN,CHI,4700,3.00%,32%,4%,4%,1.47
RB,C.J. Anderson,DET,LAC,3500,0.50%,19%,1%,1%,1.46
RB,Giovani Bernard,CIN,SF,5300,7.50%,53%,12%,11%,1.44
WR,Marvin Jones,DET,LAC,4900,3.00%,31%,4%,4%,1.43
RB,Kerryon Johnson,DET,LAC,5700,3.00%,33%,5%,4%,1.42
TE,Kyle Rudolph,MIN,@GB,3200,0.50%,27%,2%,2%,4.03
TE,Jack Doyle,IND,@TEN,3100,0.50%,27%,1%,2%,3.66
WR,TreQuan Smith,NO,@LAR,3700,0.50%,16%,1%,1%,1.39
WR,Cody Latimer,NYG,BUF,3700,0.50%,16%,1%,1%,1.39
DEF,Indianapolis Colts,IND,@TEN,2500,3.00%,30%,4%,4%,1.39
WR,DaeSean Hamilton,DEN,CHI,3800,0.50%,15%,1%,1%,1.36
TE,James O'Shaughnessy,JAX,@HOU,2600,0.50%,23%,1%,1%,2.47
RB,Matt Breida,SF,@CIN,5200,7.50%,51%,11%,10%,1.3
WR,Sterling Shepard,NYG,BUF,5100,3.00%,29%,4%,4%,1.3
RB,LeSean McCoy,KC,@OAK,4700,3.00%,35%,4%,4%,1.3
WR,James Washington,PIT,SEA,3600,3.00%,31%,4%,4%,1.29
QB,Philip Rivers,LAC,@DET,6100,3.00%,37%,10%,4%,1.28
DEF,Jacksonville Jaguars,JAX,@HOU,2400,3.00%,29%,4%,4%,1.27
WR,Keke Coutee,HOU,JAX,3800,0.50%,15%,1%,1%,1.26
QB,Jimmy Garoppolo,SF,@CIN,6000,3.00%,35%,9%,4%,1.25
TE,Jason Witten,DAL,@WAS,3400,0.50%,22%,1%,1%,2.45
WR,Davante Adams,GB,MIN,7700,12.50%,48%,15%,16%,1.24
WR,Cooper Kupp,LAR,NO,6000,7.50%,41%,9%,9%,1.22
DEF,Oakland Raiders,OAK,KC,2000,0.50%,19%,1%,1%,1.22
WR,Adam Thielen,MIN,@GB,7100,7.50%,39%,9%,9%,1.2
WR,John Brown,BUF,@NYG,5200,7.50%,43%,9%,9%,1.2
TE,C.J. Uzomah,CIN,SF,2800,0.50%,22%,1%,1%,2.17
TE,Noah Fant,DEN,CHI,3000,0.50%,21%,1%,1%,2.16
DEF,Houston Texans,HOU,JAX,2800,12.50%,43%,14%,14%,1.12
RB,Saquon Barkley,NYG,BUF,9200,17.50%,53%,21%,19%,1.11
QB,Matthew Stafford,DET,LAC,5200,3.00%,34%,8%,3%,1.11
WR,Danny Amendola,DET,LAC,3900,3.00%,30%,3%,3%,1.11
WR,Ryan Switzer,PIT,SEA,3100,0.50%,16%,1%,1%,1.11
RB,James White,NE,@MIA,5100,3.00%,30%,4%,3%,1.1
DEF,Green Bay Packers,GB,MIN,3100,3.00%,23%,3%,3%,1.05
QB,Deshaun Watson,HOU,JAX,6600,7.50%,49%,20%,8%,1.04
WR,Tyler Lockett,SEA,@PIT,6200,7.50%,38%,8%,8%,1.04
WR,D.J. Chark,JAX,@HOU,4500,3.00%,27%,3%,3%,1.04
TE,Will Dissly,SEA,@PIT,2800,0.50%,21%,1%,1%,2.1
RB,Justin Jackson,LAC,@DET,4400,3.00%,32%,3%,3%,1.02
WR,T.Y. Hilton,IND,@TEN,6800,7.50%,37%,7%,7%,0.99
RB,Marlon Mack,IND,@TEN,5900,7.50%,43%,8%,7%,0.96
DEF,Kansas City Chiefs,KC,@OAK,3500,3.00%,19%,3%,3%,0.95
WR,DeAndre Hopkins,HOU,JAX,8100,22.50%,55%,21%,21%,0.92
WR,Allen Robinson,CHI,@DEN,6100,7.50%,36%,7%,7%,0.91
WR,Zay Jones,BUF,@NYG,3500,0.50%,14%,0%,0%,0.91
WR,Damion Willis,CIN,SF,3200,0.50%,14%,0%,0%,0.9
DEF,Baltimore Ravens,BAL,ARI,3800,17.50%,39%,16%,16%,0.89
TE,Virgil Green,LAC,@DET,2700,0.50%,21%,1%,1%,2.05
QB,Dak Prescott,DAL,@WAS,6300,7.50%,46%,17%,7%,0.88
WR,John Ross,CIN,SF,4600,7.50%,38%,6%,6%,0.87
TE,Blake Jarwin,DAL,@WAS,2900,0.50%,21%,1%,1%,1.94
QB,Jared Goff,LAR,NO,5900,7.50%,48%,16%,6%,0.86
QB,Tom Brady,NE,@MIA,6400,7.50%,48%,16%,6%,0.85
WR,Amari Cooper,DAL,@WAS,7400,12.50%,41%,10%,11%,0.84
DEF,Los Angeles Chargers,LAC,@DET,3200,3.00%,20%,3%,3%,0.84
WR,Kenny Golladay,DET,LAC,6600,7.50%,33%,6%,6%,0.82
TE,Gerald Everett,LAR,NO,2700,0.50%,18%,1%,1%,1.41
TE,Tyler Higbee,LAR,NO,2900,0.50%,18%,1%,1%,1.34
WR,Geronimo Allison,GB,MIN,4400,3.00%,24%,2%,2%,0.8
WR,Ted Ginn,NO,@LAR,4000,3.00%,24%,2%,2%,0.78
RB,Mark Ingram,BAL,ARI,6000,17.50%,53%,15%,13%,0.77
DEF,Pittsburgh Steelers,PIT,SEA,2400,3.00%,25%,2%,2%,0.77
RB,Ezekiel Elliott,DAL,@WAS,8700,17.50%,45%,14%,13%,0.75
TE,Nick Vannett,SEA,@PIT,2600,0.50%,18%,0%,1%,1.25
WR,Robert Woods,LAR,NO,6400,12.50%,41%,9%,9%,0.74
WR,Brandin Cooks,LAR,NO,6300,12.50%,41%,9%,9%,0.71
QB,Gardner Minshew,JAX,@HOU,4800,3.00%,26%,5%,2%,0.71
DEF,Chicago Bears,CHI,@DEN,3900,7.50%,23%,5%,5%,0.7
RB,Jamaal Williams,GB,MIN,3200,0.50%,16%,0%,0%,0.7
QB,Lamar Jackson,BAL,ARI,6700,12.50%,52%,22%,9%,0.69
RB,Nyheim Hines,IND,@TEN,3700,0.50%,15%,0%,0%,0.69
WR,Chad Beebe,MIN,@GB,3300,0.50%,13%,0%,0%,0.69
DEF,Minnesota Vikings,MIN,@GB,3000,0.50%,10%,0%,0%,0.69
TE,Dawson Knox,BUF,@NYG,2500,0.50%,15%,0%,0%,0.82
DEF,Seattle Seahawks,SEA,@PIT,2900,3.00%,20%,2%,2%,0.69
WR,DK Metcalf,SEA,@PIT,4300,7.50%,35%,5%,5%,0.67
TE,Geoff Swaim,JAX,@HOU,2700,0.50%,15%,0%,0%,0.75
RB,Alvin Kamara,NO,@LAR,8200,32.50%,58%,23%,21%,0.65
WR,Michael Thomas,NO,@LAR,8000,27.50%,53%,18%,18%,0.65
WR,Michael Crabtree,ARI,@BAL,3300,0.50%,12%,0%,0%,0.65
RB,Dalvin Cook,MIN,@GB,7200,17.50%,47%,12%,11%,0.64
RB,Austin Ekeler,LAC,@DET,6100,22.50%,56%,16%,14%,0.64
RB,Latavius Murray,NO,@LAR,3700,3.00%,28%,2%,2%,0.63
QB,Patrick Mahomes,KC,@OAK,7500,12.50%,50%,19%,8%,0.6
QB,Drew Brees,NO,@LAR,6200,7.50%,40%,11%,5%,0.6
QB,Josh Allen,BUF,@NYG,5300,12.50%,49%,19%,7%,0.6
WR,Mecole Hardman,KC,@OAK,4800,7.50%,31%,4%,4%,0.6
WR,Tyler Boyd,CIN,SF,6500,12.50%,36%,7%,7%,0.59
QB,Derek Carr,OAK,KC,5100,7.50%,40%,11%,4%,0.59
WR,Tyrell Williams,OAK,KC,4400,17.50%,47%,10%,10%,0.58
TE,Hayden Hurst,BAL,ARI,2900,0.50%,14%,0%,0%,0.67
QB,Andy Dalton,CIN,SF,5400,7.50%,37%,10%,4%,0.55
WR,Jaron Brown,SEA,@PIT,3300,0.50%,12%,0%,0%,0.54
WR,Sammy Watkins,KC,@OAK,7200,32.50%,51%,17%,17%,0.52
WR,Willie Snead,BAL,ARI,4500,3.00%,20%,2%,2%,0.52
WR,Kenny Stills,HOU,JAX,4100,0.50%,10%,0%,0%,0.52
RB,Alexander Mattison,MIN,@GB,3700,0.50%,13%,0%,0%,0.52
RB,Sony Michel,NE,@MIA,6200,12.50%,37%,7%,6%,0.51
TE,Jordan Akins,HOU,JAX,2700,0.50%,12%,0%,0%,0.5
TE,Ryan Izzo,NE,@MIA,2500,0.50%,13%,0%,0%,0.49
DEF,Dallas Cowboys,DAL,@WAS,3300,7.50%,23%,4%,4%,0.48
WR,Julian Edelman,NE,@MIA,6900,17.50%,37%,8%,8%,0.46
RB,Josh Jacobs,OAK,KC,4700,32.50%,58%,14%,13%,0.4
RB,Dion Lewis,TEN,IND,4000,0.50%,11%,0%,0%,0.4
RB,Rex Burkhead,NE,@MIA,3800,3.00%,24%,1%,1%,0.4
DEF,Buffalo Bills,BUF,@NYG,3400,7.50%,20%,3%,3%,0.39
WR,Randall Cobb,DAL,@WAS,4500,3.00%,18%,1%,1%,0.38
WR,Josh Gordon,NE,@MIA,5800,17.50%,35%,6%,6%,0.37
WR,Dante Pettis,SF,@CIN,5300,0.50%,7%,0%,0%,0.34
DEF,Miami Dolphins,MIA,NE,2100,0.50%,13%,0%,0%,0.34
WR,Adam Humphries,TEN,IND,4300,0.50%,8%,0%,0%,0.3
RB,Gus Edwards,BAL,ARI,3200,0.50%,12%,0%,0%,0.3
DEF,San Francisco 49ers,SF,@CIN,2800,7.50%,22%,2%,2%,0.29
WR,Anthony Miller,CHI,@DEN,4100,0.50%,8%,0%,0%,0.27
WR,Kelvin Harmon,WAS,DAL,3000,0.50%,9%,0%,0%,0.27
RB,Wayne Gallman,NYG,BUF,3300,0.50%,11%,0%,0%,0.26
WR,Jakeem Grant,MIA,NE,3200,0.50%,9%,0%,0%,0.25
RB,Rashaad Penny,SEA,@PIT,4000,0.50%,9%,0%,0%,0.24
TE,Jonnu Smith,TEN,IND,2600,0.50%,9%,0%,0%,0.22
TE,Tommy Sweeney,BUF,@NYG,2600,0.50%,9%,0%,0%,0.22
RB,Jaylen Samuels,PIT,SEA,3600,0.50%,9%,0%,0%,0.2
TE,Jeremy Sprinkle,WAS,DAL,2500,0.50%,9%,0%,0%,0.2
TE,Sean Culkin,LAC,@DET,2500,0.50%,9%,0%,0%,0.2
WR,Parris Campbell,IND,@TEN,3700,0.50%,7%,0%,0%,0.17
RB,Tony Pollard,DAL,@WAS,3700,0.50%,8%,0%,0%,0.17
WR,DeAnthony Thomas,KC,@OAK,3200,0.50%,7%,0%,0%,0.16
DEF,Tennessee Titans,TEN,IND,3100,3.00%,11%,0%,0%,0.16
TE,Jeff Heuerman,DEN,CHI,2800,0.50%,8%,0%,0%,0.16
TE,Jesse James,DET,LAC,2600,0.50%,8%,0%,0%,0.16
DEF,Arizona Cardinals,ARI,@BAL,2200,0.50%,9%,0%,0%,0.16
WR,Allen Hurns,MIA,NE,3200,0.50%,7%,0%,0%,0.15
TE,Ben Braunecker,CHI,@DEN,2500,0.50%,8%,0%,0%,0.15
RB,Frank Gore,BUF,@NYG,3500,0.50%,8%,0%,0%,0.14
WR,Alex Erickson,CIN,SF,3200,0.50%,7%,0%,0%,0.14
TE,Nick Boyle,BAL,ARI,2600,0.50%,8%,0%,0%,0.13
RB,Jalen Richard,OAK,KC,3300,0.50%,8%,0%,0%,0.11
WR,Kendrick Bourne,SF,@CIN,3000,0.50%,7%,0%,0%,0.11
RB,Justice Hill,BAL,ARI,3300,0.50%,7%,0%,0%,0.1
WR,Geremy Davis,LAC,@DET,3000,0.50%,6%,0%,0%,0.1
TE,Foster Moreau,OAK,KC,2500,0.50%,7%,0%,0%,0.1
TE,Adam Shaheen,CHI,@DEN,3100,0.50%,6%,0%,0%,0.08
RB,DeAndre Washington,OAK,KC,3000,0.50%,7%,0%,0%,0.08
TE,Blake Bell,KC,@OAK,2500,0.50%,7%,0%,0%,0.08
TE,Charles Clay,ARI,@BAL,2700,0.50%,6%,0%,0%,0.07
TE,Irv Smith Jr.,MIN,@GB,2700,0.50%,6%,0%,0%,0.07
TE,Darren Fells,HOU,JAX,2500,0.50%,6%,0%,0%,0.07
TE,Rhett Ellison,NYG,BUF,2500,0.50%,6%,0%,0%,0.07
WR,Josh Reynolds,LAR,NO,3200,0.50%,5%,0%,0%,0.06
WR,Tajae Sharpe,TEN,IND,3200,0.50%,5%,0%,0%,0.05
TE,Robert Tonyan,GB,MIN,2500,0.50%,6%,0%,0%,0.05
TE,Josh Hill,NO,@LAR,2500,0.50%,5%,0%,0%,0.05
TE,Maxx Williams,ARI,@BAL,2500,0.50%,5%,0%,0%,0.05
RB,Malcolm Brown,LAR,NO,4100,3.00%,8%,0%,0%,0.04
WR,Demarcus Robinson,KC,@OAK,3500,0.50%,4%,0%,0%,0.04
WR,Damiere Byrd,ARI,@BAL,3000,0.50%,5%,0%,0%,0.04
RB,Trayveon Williams,CIN,SF,3000,0.50%,6%,0%,0%,0.04
TE,Logan Thomas,DET,LAC,2500,0.50%,5%,0%,0%,0.04
TE,Drew Sample,CIN,SF,2500,0.50%,5%,0%,0%,0.04
TE,Nick O'Leary,MIA,NE,2500,0.50%,5%,0%,0%,0.03
TE,Anthony Firkser,TEN,IND,2500,0.50%,5%,0%,0%,0.03
TE,Marcedes Lewis,GB,MIN,2500,0.50%,4%,0%,0%,0.03
TE,Xavier Grimble,PIT,SEA,2500,0.50%,4%,0%,0%,0.03
RB,Darrell Henderson,LAR,NO,3900,0.50%,4%,0%,0%,0.02
WR,Robert Foster,BUF,@NYG,3300,0.50%,4%,0%,0%,0.02
RB,Ryquell Armstead,JAX,@HOU,3200,0.50%,4%,0%,0%,0.02
WR,Keith Kirkwood,NO,@LAR,3100,0.50%,3%,0%,0%,0.02
WR,Dwayne Harris,OAK,KC,3000,0.50%,4%,0%,0%,0.02
TE,Ross Dwelley,SF,@CIN,2500,0.50%,4%,0%,0%,0.02
TE,Tyler Conklin,MIN,@GB,2500,0.50%,4%,0%,0%,0.02
WR,Cordarrelle Patterson,CHI,@DEN,3500,0.50%,2%,0%,0%,0.01
WR,J.J. Nelson,OAK,KC,3500,0.50%,2%,0%,0%,0.01
RB,Darwin Thompson,KC,@OAK,3200,0.50%,4%,0%,0%,0.01
RB,Chase Edmonds,ARI,@BAL,3200,0.50%,3%,0%,0%,0.01
WR,Trevor Davis,GB,MIN,3000,0.50%,3%,0%,0%,0.01
WR,Seth Roberts,BAL,ARI,3000,0.50%,3%,0%,0%,0.01
WR,Olabisi Johnson,MIN,@GB,3000,0.50%,3%,0%,0%,0.01
WR,Diontae Johnson,PIT,SEA,3000,0.50%,2%,0%,0%,0.01
RB,Ty Johnson,DET,LAC,3000,0.50%,3%,0%,0%,0.01
TE,Mo Alie-Cox,IND,@TEN,2500,0.50%,3%,0%,0%,0.01
RB,Wendell Smallwood,WAS,DAL,3200,0.50%,2%,0%,0%,0
RB,T.J. Yeldon,BUF,@NYG,3200,0.50%,1%,0%,0%,0
WR,Javon Wims,CHI,@DEN,3100,0.50%,2%,0%,0%,0
RB,Benny Snell Jr.,PIT,SEA,3100,0.50%,2%,0%,0%,0
RB,Paul Perkins,NYG,BUF,3100,0.50%,1%,0%,0%,0
WR,Tavon Austin,DAL,@WAS,3000,0.50%,2%,0%,0%,0
RB,C.J. Prosise,SEA,@PIT,3000,0.50%,3%,0%,0%,0
RB,Patrick DiMarco,BUF,@NYG,3000,0.50%,2%,0%,0%,0
WR,Isaiah McKenzie,BUF,@NYG,3000,0.50%,2%,0%,0%,0
RB,James Develin,NE,@MIA,3000,0.50%,2%,0%,0%,0
RB,Jamize Olawale,DAL,@WAS,3000,0.50%,2%,0%,0%,0
RB,Mark Walton,MIA,NE,3000,0.50%,2%,0%,0%,0
WR,Darius Jennings,TEN,IND,3000,0.50%,1%,0%,0%,0
RB,Devontae Booker,DEN,CHI,3000,0.50%,2%,0%,0%,0
RB,Troymaine Pope,LAC,@DET,3000,0.50%,1%,0%,0%,0
RB,Dexter Williams,GB,MIN,3000,0.50%,1%,0%,0%,0
RB,Mike Boone,MIN,@GB,3000,0.50%,1%,0%,0%,0
RB,Jordan Wilkins,IND,@TEN,3000,0.50%,1%,0%,0%,0
RB,Zach Line,NO,@LAR,3000,0.50%,1%,0%,0%,0
