Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions,,,,,,,,
1249901827,NFL $200K First Down,63035726,$1 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,RB,Melvin Gordon III (11534163),Melvin Gordon III,11534163,RB/FLEX,8200,LAC@SEA 11/04/2018 04:05PM ET,LAC,28.58
1249901828,NFL $200K First Down,63035726,$1 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,WR,Mike Evans (11534357),Mike Evans,11534357,WR/FLEX,8100,TB@CAR 11/04/2018 01:00PM ET,TB,22.57
1249901829,NFL $200K First Down,63035726,$1 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,WR,Tyreek Hill (11534359),Tyreek Hill,11534359,WR/FLEX,8000,KC@CLE 11/04/2018 01:00PM ET,KC,21.62
1249901830,NFL $200K First Down,63035726,$1 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,RB,Le'Veon Bell (11534165),Le'Veon Bell,11534165,RB/FLEX,8000,PIT@BAL 11/04/2018 01:00PM ET,PIT,0
1249901831,NFL $200K First Down,63035726,$1 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,WR,Julio Jones (11534361),Julio Jones,11534361,WR/FLEX,7900,ATL@WAS 11/04/2018 01:00PM ET,ATL,20.9
1249901832,NFL $200K First Down,63035726,$1 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,RB,Christian McCaffrey (11534167),Christian McCaffrey,11534167,RB/FLEX,7800,TB@CAR 11/04/2018 01:00PM ET,CAR,19.9
1249901833,NFL $200K First Down,63035726,$1 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,RB,Kareem Hunt (11534169),Kareem Hunt,11534169,RB/FLEX,7700,KC@CLE 11/04/2018 01:00PM ET,KC,21.42
1249901834,NFL $200K First Down,63035726,$1 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,WR,Michael Thomas (11534363),Michael Thomas,11534363,WR/FLEX,7600,LAR@NO 11/04/2018 04:25PM ET,NO,21.84
1249901835,NFL $200K First Down,63035726,$1 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,WR,Keenan Allen (11534365),Keenan Allen,11534365,WR/FLEX,7300,LAC@SEA 11/04/2018 04:05PM ET,LAC,14.89
1249901788,NFL $1.25M Play-Action [$100K to 1st],63035727,$3 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,RB,Alvin Kamara (11534171),Alvin Kamara,11534171,RB/FLEX,7300,LAR@NO 11/04/2018 04:25PM ET,NO,27.73
1249901789,NFL $1.25M Play-Action [$100K to 1st],63035727,$3 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,RB,James Conner (11534173),James Conner,11534173,RB/FLEX,7200,PIT@BAL 11/04/2018 01:00PM ET,PIT,27.46
1249901790,NFL $1.25M Play-Action [$100K to 1st],63035727,$3 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,WR,JuJu Smith-Schuster (11534367),JuJu Smith-Schuster,11534367,WR/FLEX,7200,PIT@BAL 11/04/2018 01:00PM ET,PIT,18.77
1249901791,NFL $1.25M Play-Action [$100K to 1st],63035727,$3 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,QB,Patrick Mahomes (11534112),Patrick Mahomes,11534112,QB,7100,KC@CLE 11/04/2018 01:00PM ET,KC,30.49
1249901792,NFL $1.25M Play-Action [$100K to 1st],63035727,$3 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,WR,Robert Woods (11534369),Robert Woods,11534369,WR/FLEX,7000,LAR@NO 11/04/2018 04:25PM ET,LAR,18.65
1249901793,NFL $1.25M Play-Action [$100K to 1st],63035727,$3 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,WR,Stefon Diggs (11534371),Stefon Diggs,11534371,WR/FLEX,6800,DET@MIN 11/04/2018 01:00PM ET,MIN,19.41
1249901794,NFL $1.25M Play-Action [$100K to 1st],63035727,$3 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,WR,Brandin Cooks (11534373),Brandin Cooks,11534373,WR/FLEX,6700,LAR@NO 11/04/2018 04:25PM ET,LAR,15.06
1249901795,NFL $1.25M Play-Action [$100K to 1st],63035727,$3 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,QB,Cam Newton (11534113),Cam Newton,11534113,QB,6600,TB@CAR 11/04/2018 01:00PM ET,CAR,25.11
1249901796,NFL $1.25M Play-Action [$100K to 1st],63035727,$3 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,TE,Travis Kelce (11534589),Travis Kelce,11534589,TE/FLEX,6600,KC@CLE 11/04/2018 01:00PM ET,KC,17.65
1249901797,NFL $1.25M Play-Action [$100K to 1st],63035727,$3 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,WR,Jarvis Landry (11534375),Jarvis Landry,11534375,WR/FLEX,6500,KC@CLE 11/04/2018 01:00PM ET,CLE,15.22
1249901798,NFL $1.25M Play-Action [$100K to 1st],63035727,$3 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,WR,Emmanuel Sanders (11534377),Emmanuel Sanders,11534377,WR/FLEX,6400,HOU@DEN 11/04/2018 04:05PM ET,DEN,19.85
1249901799,NFL $1.25M Play-Action [$100K to 1st],63035727,$3 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,QB,Deshaun Watson (11534114),Deshaun Watson,11534114,QB,6300,HOU@DEN 11/04/2018 04:05PM ET,HOU,22.38
1249901800,NFL $1.25M Play-Action [$100K to 1st],63035727,$3 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,RB,Tarik Cohen (11534175),Tarik Cohen,11534175,RB/FLEX,6200,CHI@BUF 11/04/2018 01:00PM ET,CHI,16.89
1249901801,NFL $1.25M Play-Action [$100K to 1st],63035727,$3 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,QB,Kirk Cousins (11534115),Kirk Cousins,11534115,QB,6200,DET@MIN 11/04/2018 01:00PM ET,MIN,23.32
1249901802,NFL $1.25M Play-Action [$100K to 1st],63035727,$3 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,QB,Drew Brees (11534116),Drew Brees,11534116,QB,6100,LAR@NO 11/04/2018 04:25PM ET,NO,22.8
1249901803,NFL $1.25M Play-Action [$100K to 1st],63035727,$3 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,RB,Adrian Peterson (11534177),Adrian Peterson,11534177,RB/FLEX,6000,ATL@WAS 11/04/2018 01:00PM ET,WAS,16.69
1249901804,NFL $1.25M Play-Action [$100K to 1st],63035727,$3 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,QB,Jared Goff (11534117),Jared Goff,11534117,QB,6000,LAR@NO 11/04/2018 04:25PM ET,LAR,22.78
1249901805,NFL $1.25M Play-Action [$100K to 1st],63035727,$3 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,WR,Cooper Kupp (11534379),Cooper Kupp,11534379,WR/FLEX,6000,LAR@NO 11/04/2018 04:25PM ET,LAR,18.22
1249901806,NFL $1.25M Play-Action [$100K to 1st],63035727,$3 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,WR,Golden Tate (11534381),Golden Tate,11534381,WR/FLEX,5900,DET@MIN 11/04/2018 01:00PM ET,DET,17.7
1249901807,NFL $1.25M Play-Action [$100K to 1st],63035727,$3 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,QB,Russell Wilson (11534118),Russell Wilson,11534118,QB,5900,LAC@SEA 11/04/2018 04:05PM ET,SEA,18.42
1249890793,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,QB,Mitchell Trubisky (11534119),Mitchell Trubisky,11534119,QB,5800,CHI@BUF 11/04/2018 01:00PM ET,CHI,25.02
1249901639,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,WR,John Brown (11534383),John Brown,11534383,WR/FLEX,5800,PIT@BAL 11/04/2018 01:00PM ET,BAL,15
1249901640,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,QB,Ben Roethlisberger (11534121),Ben Roethlisberger,11534121,QB,5700,PIT@BAL 11/04/2018 01:00PM ET,PIT,23.99
1249901641,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,QB,Matt Ryan (11534120),Matt Ryan,11534120,QB,5700,ATL@WAS 11/04/2018 01:00PM ET,ATL,26.44
1249901642,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,WR,Calvin Ridley (11534385),Calvin Ridley,11534385,WR/FLEX,5700,ATL@WAS 11/04/2018 01:00PM ET,ATL,15.21
1249901643,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,WR,Devin Funchess (11534387),Devin Funchess,11534387,WR/FLEX,5600,TB@CAR 11/04/2018 01:00PM ET,CAR,12.87
1249901644,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,QB,Baker Mayfield (11534122),Baker Mayfield,11534122,QB,5600,KC@CLE 11/04/2018 01:00PM ET,CLE,16.49
1249901645,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,QB,Matthew Stafford (11534123),Matthew Stafford,11534123,QB,5600,DET@MIN 11/04/2018 01:00PM ET,DET,19.68
1249901646,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,RB,Kerryon Johnson (11534179),Kerryon Johnson,11534179,RB/FLEX,5600,DET@MIN 11/04/2018 01:00PM ET,DET,13.63
1249901647,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,QB,Philip Rivers (11534124),Philip Rivers,11534124,QB,5600,LAC@SEA 11/04/2018 04:05PM ET,LAC,22.6
1249901648,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,QB,Ryan Fitzpatrick (11534125),Ryan Fitzpatrick,11534125,QB,5500,TB@CAR 11/04/2018 01:00PM ET,TB,26.8
1249901649,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,WR,Kenny Golladay (11534389),Kenny Golladay,11534389,WR/FLEX,5500,DET@MIN 11/04/2018 01:00PM ET,DET,14.1
1249901650,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,RB,Phillip Lindsay (11534181),Phillip Lindsay,11534181,RB/FLEX,5500,HOU@DEN 11/04/2018 04:05PM ET,DEN,13.96
1249901651,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,QB,Jameis Winston (11534126),Jameis Winston,11534126,QB,5400,TB@CAR 11/04/2018 01:00PM ET,TB,20.78
1249901652,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,RB,Chris Thompson (11534183),Chris Thompson,11534183,RB/FLEX,5400,ATL@WAS 11/04/2018 01:00PM ET,WAS,13.24
1249901653,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,RB,Kenyan Drake (11534185),Kenyan Drake,11534185,RB/FLEX,5300,NYJ@MIA 11/04/2018 01:00PM ET,MIA,13.71
1249901654,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,QB,Joe Flacco (11534127),Joe Flacco,11534127,QB,5300,PIT@BAL 11/04/2018 01:00PM ET,BAL,17.73
1249901655,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,RB,Dalvin Cook (11534187),Dalvin Cook,11534187,RB/FLEX,5300,DET@MIN 11/04/2018 01:00PM ET,MIN,9.5
1249901656,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,WR,Marvin Jones Jr. (11534391),Marvin Jones Jr.,11534391,WR/FLEX,5300,DET@MIN 11/04/2018 01:00PM ET,DET,13.96
1249901657,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,WR,Keke Coutee (11534393),Keke Coutee,11534393,WR/FLEX,5300,HOU@DEN 11/04/2018 04:05PM ET,HOU,12.4
1249901658,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,WR,Doug Baldwin (11534395),Doug Baldwin,11534395,WR/FLEX,5300,LAC@SEA 11/04/2018 04:05PM ET,SEA,5.98
1249901659,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,WR,Allen Robinson II (11534397),Allen Robinson II,11534397,WR/FLEX,5200,CHI@BUF 11/04/2018 01:00PM ET,CHI,10.92
1249901660,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,QB,Ryan Tannehill (11534128),Ryan Tannehill,11534128,QB,5200,NYJ@MIA 11/04/2018 01:00PM ET,MIA,14.4
1249901661,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,RB,Lamar Miller (11534189),Lamar Miller,11534189,RB/FLEX,5200,HOU@DEN 11/04/2018 04:05PM ET,HOU,13.17
1249901662,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,WR,Tyler Lockett (11534399),Tyler Lockett,11534399,WR/FLEX,5200,LAC@SEA 11/04/2018 04:05PM ET,SEA,14.79
1249901663,NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],63035729,$20 ,Cam Newton (11534113),Jordan Howard (11534199),Phillip Lindsay (11534181),Mike Evans (11534357),Devin Funchess (11534387),D.J. Moore (11534421),Ed Dickson (11534607),Christian McCaffrey (11534167),Bears (11534741),,WR,Taylor Gabriel (11534401),Taylor Gabriel,11534401,WR/FLEX,5100,CHI@BUF 11/04/2018 01:00PM ET,CHI,13.39
