Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions,,,,,,
967192259,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,RB,Christian McCaffrey (9974929),Christian McCaffrey,9974929,6400,TB@CAR 12/24/2017 01:00PM ET,CAR
967192260,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,WR,Marvin Jones Jr. (9975072),Marvin Jones Jr.,9975072,6400,DET@CIN 12/24/2017 01:00PM ET,DET
967192261,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,QB,Philip Rivers (9975318),Philip Rivers,9975318,6400,LAC@NYJ 12/24/2017 01:00PM ET,LAC
967192262,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,WR,Josh Gordon (9974999),Josh Gordon,9974999,6300,CLE@CHI 12/24/2017 01:00PM ET,CLE
967192263,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,WR,Jarvis Landry (9975128),Jarvis Landry,9975128,6300,MIA@KC 12/24/2017 01:00PM ET,MIA
967192264,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,QB,Matt Ryan (9975220),Matt Ryan,9975220,6300,ATL@NO 12/24/2017 01:00PM ET,ATL
967192265,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,RB,David Johnson (9975575),David Johnson,9975575,6300,NYG@ARI 12/24/2017 04:25PM ET,ARI
967192266,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,WR,Doug Baldwin (9975655),Doug Baldwin,9975655,6300,SEA@DAL 12/24/2017 04:25PM ET,SEA
967192267,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,QB,Matthew Stafford (9975058),Matthew Stafford,9975058,6200,DET@CIN 12/24/2017 01:00PM ET,DET
967192268,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,WR,Golden Tate (9975070),Golden Tate,9975070,6200,DET@CIN 12/24/2017 01:00PM ET,DET
967192269,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,QB,Jared Goff (9975382),Jared Goff,9975382,6100,LAR@TEN 12/24/2017 01:00PM ET,LAR
967192270,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,WR,Dede Westbrook (9975522),Dede Westbrook,9975522,6100,JAX@SF 12/24/2017 04:05PM ET,JAX
967192271,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,RB,Dion Lewis (9975189),Dion Lewis,9975189,6000,BUF@NE 12/24/2017 01:00PM ET,NE
967192272,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,QB,Dak Prescott (9975606),Dak Prescott,9975606,6000,SEA@DAL 12/24/2017 04:25PM ET,DAL
967192273,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,WR,Dez Bryant (9975618),Dez Bryant,9975618,6000,SEA@DAL 12/24/2017 04:25PM ET,DAL
967192274,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,RB,Rex Burkhead (9975187),Rex Burkhead,9975187,5900,BUF@NE 12/24/2017 01:00PM ET,NE
967192275,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,WR,Marqise Lee (9975520),Marqise Lee,9975520,5800,JAX@SF 12/24/2017 04:05PM ET,JAX
967192276,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,QB,Jameis Winston (9974894),Jameis Winston,9974894,5700,TB@CAR 12/24/2017 01:00PM ET,TB
967192277,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,WR,Mohamed Sanu (9975232),Mohamed Sanu,9975232,5700,ATL@NO 12/24/2017 01:00PM ET,ATL
967192278,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,TE,Evan Engram (9975564),Evan Engram,9975564,5600,NYG@ARI 12/24/2017 04:25PM ET,NYG
967192279,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,QB,Tyrod Taylor (9975151),Tyrod Taylor,9975151,5500,BUF@NE 12/24/2017 01:00PM ET,BUF
967192280,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,RB,C.J. Anderson (9975417),C.J. Anderson,9975417,5500,DEN@WAS 12/24/2017 01:00PM ET,DEN
967192281,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,WR,Demaryius Thomas (9975427),Demaryius Thomas,9975427,5500,DEN@WAS 12/24/2017 01:00PM ET,DEN
967192282,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,WR,Chris Hogan (9975201),Chris Hogan,9975201,5400,BUF@NE 12/24/2017 01:00PM ET,NE
967192283,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,QB,Kirk Cousins (9975450),Kirk Cousins,9975450,5400,DEN@WAS 12/24/2017 01:00PM ET,WAS
967192284,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,QB,Marcus Mariota (9975350),Marcus Mariota,9975350,5300,LAR@TEN 12/24/2017 01:00PM ET,TEN
967192285,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,WR,Cooper Kupp (9975393),Cooper Kupp,9975393,5300,LAR@TEN 12/24/2017 01:00PM ET,LAR
967192286,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,QB,Jimmy Garoppolo (9975477),Jimmy Garoppolo,9975477,5300,JAX@SF 12/24/2017 04:05PM ET,SF
967192287,NFL $1.5M Santa’s Eight Reindeer Special [$100K to 1st],51350370,$8 ,Russell Wilson (9975641),Leonard Fournette (9975510),LeSean McCoy (9975154),Danny Amendola (9975203),Cooper Kupp (9975393),Mohamed Sanu (9975232),Julius Thomas (9975142),Josh Gordon (9974999),Browns (9975021),,TE,Greg Olsen (9974949),Greg Olsen,9974949,5200,TB@CAR 12/24/2017 01:00PM ET,CAR
