"RK","PLAYER NAME",TEAM,"BEST","WORST","AVG.","STD.DEV"
"75","Justice Hill",BAL,"61","89","78.0","5.2"
"76","Buddy Howell",HOU,"56","93","78.3","5.3"
"77","Ameer Abdullah",MIN,"59","100","78.1","5.6"
"78","Alex Armah",CAR,"66","88","80.0","3.9"
"79","Corey Clement",PHI,"61","87","73.1","5.3"
"80","Ty Johnson",NYJ,"60","88","79.6","7.1"
"81","Rodney Smith",CAR,"51","95","77.2","10.3"
"82","C.J. Ham",MIN,"64","91","78.7","4.1"
"83","Patrick Ricard",BAL,"66","89","79.0","4.1"
"84","Bo Scarbrough",SEA,"52","91","72.1","12.6"
"85","D'Ernest Johnson",CLE,"66","93","83.5","5.1"
"86","AJ Dillon",GB,"69","96","85.7","4.0"
"87","Qadree Ollison",ATL,"78","90","83.5","2.7"
"88","D.J. Foster",ARI,"75","100","89.6","5.3"
"89","Michael Burton",NO,"75","98","89.9","4.1"
"90","Ke'Shawn Vaughn",TB,"62","105","89.9","5.5"
"91","Ito Smith",ATL,"74","94","87.1","4.6"
"92","Jonathan Williams",DET,"51","92","77.5","11.3"
"93","Cullen Gillaspia",HOU,"74","98","89.3","3.6"
"94","Devine Ozigbo",JAC,"62","98","84.0","12.2"
"95","Keith Smith",ATL,"70","99","86.8","5.5"
"96","Lynn Bowden Jr.",MIA,"63","97","88.1","6.9"
"97","Khari Blasingame",TEN,"78","100","88.7","6.1"
"98","Anthony Sherman",KC,"61","99","89.3","8.1"
"99","Rico Dowdle",DAL,"73","101","94.6","4.5"
"100","Mike Boone",MIN,"80","103","95.5","5.3"
"101","Senorise Perry",TEN,"79","103","89.3","7.5"
"102","Andy Janovich",CLE,"84","100","95.3","3.9"
"103","Ty Montgomery",NO,"76","102","96.4","3.9"
"104","Jordan Howard",FA,"90","94","92.4","1.4"
"105","Derek Watt",PIT,"83","97","90.0","6.5"
"106","Dontrell Hilliard",CLE,"60","104","85.3","18.6"
"107","Darrynton Evans",TEN,"92","105","97.0","4.3"
"108","Scottie Phillips",HOU,"74","108","97.6","12.2"
"109","Elijah Holyfield",PHI,"84","107","95.5","9.3"
"110","Theo Riddick",LV,"96","106","101.0","3.0"
"111","Johnny Stanton",CLE,"93","95","94.0","1.0"
"112","Jeremy Cox",DEN,"97","104","101.8","2.8"
"113","Mike Weber",GB,"95","99","97.0","2.0"
