"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS (?)","% GAMES (?)","OPPORTUNITY (?)","EFFICIENCY (?)"
"41","Foster Moreau",LV,"vs. TB"," 4.8","F","2.9","+1.0","46% (6/13)","9%","Average"
"42","Tanner Hudson",TB,"at LV"," 6.6","F","2.9","-","-","5%","Awful"
"43","Jason Witten",LV,"vs. TB"," 4.8","F","2.9","+0.1","33% (5/15)","8%","Average"
"44","Jace Sternberger",GB,"at HOU"," 7.4","F","2.8","-1.1","7% (1/14)","1%","Awful"
"45","Josh Hill",NO,"vs. CAR"," 4.8","F","2.7","+0.2","26% (4/15)","1%","Awful"
"46","Chris Manhertz",CAR,"at NO"," 6.2","F","2.7","-0.3","26% (4/15)","0%","N/A"
"47","Jason Croom",PHI,"vs. NYG"," 5.0","F","2.6","-","-","11%","Poor"
"48","Blake Bell",DAL,"at WAS"," 8.0","F","2.6","+0.1","26% (4/15)","2%","Awful"
"49","Pharaoh Brown",HOU,"vs. GB"," 7.0","F","2.6","-","-","3%","Awful"
"50","Geoff Swaim",TEN,"vs. PIT"," 3.6","F","2.6","-0.8","11% (1/9)","0%","Awful"
"51","Demetrius Harris",CHI,"at LAR"," 6.6","F","2.6","+0.3","35% (5/14)","2%","Awful"
"52","Adam Trautman",NO,"vs. CAR"," 4.8","F","2.5","-1.1","40% (2/5)","3%","Awful"
"53","Jacob Hollister",SEA,"at ARI"," 6.0","F","2.4","+1.4","40% (6/15)","10%","Poor"
"54","Nick Vannett",DEN,"vs. KC"," 6.2","F","2.3","-0.7","28% (4/14)","4%","Awful"
"55","Marcedes Lewis",GB,"at HOU"," 7.4","F","2.3","-0.7","15% (2/13)","5%","Good"
"56","Virgil Green",LAC,"vs. JAC"," 7.8","F","2.3","0.0","42% (6/14)","2%","Awful"
"57","Cethan Carter",CIN,"vs. CLE"," 5.8","F","2.3","+0.2","14% (2/14)","2%","Awful"
"58","Jordan Akins",HOU,"vs. GB","-","F","2.2","+0.6","42% (6/14)","6%","Good"
"59","Tyler Davis",JAC,"at LAC"," 5.8","F","2.2","-","-","0%","N/A"
"60","Trevon Wesco",NYJ,"vs. BUF"," 7.0","F","2.1","-0.2","18% (3/16)","9%","Awful"
"61","MyCole Pruitt",TEN,"vs. PIT"," 3.6","F","2.1","0.0","35% (5/14)","9%","Average"
"62","Nick Keizer",KC,"at DEN"," 4.8","F","2.1","-0.5","16% (1/6)","0%","Awful"
"63","Devin Asiasi",NE,"vs. SF"," 5.2","F","2.1","-1.7","0% (0/5)","0%","N/A"
"64","Ross Dwelley",SF,"at NE"," 2.6","F","2.0","+0.4","23% (4/17)","6%","Awful"
"65","Jake Butt",DEN,"vs. KC"," 6.2","F","2.0","-1.5","20% (1/5)","5%","Awful"
"66","Donald Parham Jr.",LAC,"vs. JAC"," 7.8","F","2.0","+0.8","20% (1/5)","17%","Poor"
"67","Luke Stocker",ATL,"vs. DET"," 5.6","F","1.9","-1.2","21% (3/14)","0%","N/A"
"68","Jeremy Sprinkle",WAS,"vs. DAL"," 7.2","F","1.9","-0.7","18% (3/16)","0%","N/A"
"69","Stephen Carlson",CLE,"at CIN"," 6.4","F","1.9","+0.1","28% (4/14)","0%","Awful"
"70","Jaeden Graham",ATL,"vs. DET"," 5.6","F","1.9","-0.3","26% (4/15)","0%","Awful"
"71","Ricky Seals-Jones",KC,"at DEN"," 4.8","F","1.9","-0.9","20% (2/10)","0%","N/A"
"72","Lee Smith",BUF,"at NYJ"," 6.8","F","1.9","-0.2","20% (3/15)","11%","Poor"
"73","Temarrick Hemingway",WAS,"vs. DAL"," 7.2","F","1.9","-","-","0%","N/A"
"74","Johnny Mundt",LAR,"vs. CHI"," 7.4","F","1.9","-0.1","21% (3/14)","0%","N/A"
"75","Deon Yelder",KC,"at DEN"," 4.8","F","1.8","-0.5","13% (2/15)","0%","N/A"
"76","Tyler Eifert",JAC,"at LAC"," 5.4","F","1.8","+0.3","37% (6/16)","15%","Poor"
"77","Jordan Thomas",ARI,"vs. SEA","-","F","1.8","-0.1","10% (1/10)","16%","Poor"
"78","Levine Toilolo",NYG,"at PHI"," 8.0","F","1.6","-0.8","6% (1/16)","0%","N/A"
"79","Gabe Nabers",LAC,"vs. JAC"," 7.8","F","1.5","-","-","0%","N/A"
"80","Brycen Hopkins",LAR,"vs. CHI","-","F","1.4","-1.1","0% (0/2)","0%","N/A"
"81","Sean McKeon",DAL,"at WAS"," 8.0","F","1.4","-0.7","0% (0/5)","0%","N/A"
"82","J.P. Holtz",CHI,"at LAR"," 6.6","F","1.4","-0.4","6% (1/16)","0%","N/A"
"83","Paul Butler",FA,"-","-","F","1.3","-","-","0%","N/A"
"84","Andrew Beck",DEN,"vs. KC"," 6.2","F","1.1","-0.2","28% (4/14)","0%","N/A"
"85","Marcus Baugh",WAS,"vs. DAL","-","F","0.9","-0.7","25% (1/4)","5%","Awful"
"86","Luke Willson",SEA,"at ARI"," 6.0","F","0.6","-1.3","0% (0/10)","0%","N/A"
"87","Garrett Griffin",NO,"vs. CAR","-","F","0.7","-","-","0%","N/A"
"88","Charlie Woerner",SF,"at NE"," 2.6","F","0.7","-0.8","0% (0/6)","0%","N/A"
"89","Derek Carrier",LV,"vs. TB"," 4.8","F","0.2","+0.1","26% (4/15)","0%","N/A"
"90","Mason Schreck",CIN,"vs. CLE"," 5.8","F","0.2","-","-","0%","N/A"
"91","Ben Ellefson",JAC,"at LAC","-","F","0.1","-","-","0%","N/A"
