Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
64,Reggie Bonnafon,CAR,TB,51,80,64.0,4.5,2.5
65,Wendell Smallwood,WAS,MIA,56,87,66.6,4.8,2.4
66,Ameer Abdullah,MIN,PHI,62,90,66.7,5.3,2.3
67,D'Ernest Johnson,CLE,SEA,54,91,69.8,4.7,2.2
68,Tra Carson,GB,DET,53,92,67.9,7.4,2.1
69,CJ Ham,MIN,PHI,52,72,67.5,3.0,2.0
70,Jeff Wilson,SF,LAR,56,93,74.4,4.9,1.7
71,Dan Vitale,GB,DET,58,70,67.0,3.0,1.9
72,Bilal Powell,NYJ,DAL,61,78,73.3,2.5,1.6
73,Derek Watt,LAC,PIT,59,76,72.3,2.3,1.5
74,Alex Armah,CAR,TB,62,84,74.4,3.7,1.5
75,Devontae Booker,DEN,TEN,67,83,72.9,4.5,1.4
76,Dwayne Washington,NO,JAC,64,84,76.9,4.3,1.4
77,Zach Line,NO,JAC,65,82,76.8,2.4,1.3
78,Mike Boone,MIN,PHI,68,87,79.9,5.6,1.3
79,Tavon Austin,DAL,NYJ,61,79,68.1,6.3,0
80,Andy Janovich,DEN,TEN,61,84,78.2,3.7,1.2
81,Tyler Ervin,JAC,NO,62,89,78.5,9.5,1.1
82,Kenjon Barner,ATL,ARI,69,89,80.5,4.3,1.1
83,Austin Walter,FA,,65,89,75.5,6.3,0.8
84,John Kelly,LAR,SF,71,89,79.7,6.5,1.0
85,Jamize Olawale,DAL,NYJ,73,85,80.6,2.6,1.0
86,Boston Scott,PHI,MIN,69,94,82.0,8.0,0.7
87,Brian Hill,ATL,ARI,73,91,83.6,4.0,1.0
88,Troymaine Pope,LAC,PIT,73,89,83.5,3.3,0.9
89,Anthony Sherman,KC,HOU,75,88,84.8,2.5,0.7
90,Jordan Scarlett,CAR,TB,60,94,89.1,5.1,0.7
91,Darwin Thompson,KC,HOU,76,93,89.6,2.0,0.6
92,Qadree Ollison,ATL,ARI,79,95,89.3,4.3,0.6
93,Justin Jackson,LAC,PIT,70,85,78.7,6.3,0.6
94,Dexter Williams,GB,DET,86,95,90.8,2.3,0.5
95,Roosevelt Nix,PIT,LAC,76,82,79.7,2.6,0.6
96,Travis Homer,SEA,CLE,85,95,90.8,2.9,0.5
97,Trenton Cannon,NYJ,DAL,86,93,89.8,2.9,0.5
98,Trey Edmunds,PIT,LAC,91,95,93.0,2.0,0.4
