"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS (?)","% GAMES (?)","OPPORTUNITY (?)","EFFICIENCY (?)"
"45","Brian Hill",ATL,"vs. DEN"," 5.2","D","6.9","+0.6","43% (7/16)","4%","Great"
"46","Jordan Howard",MIA,"at ARI","-","D","6.8","-0.4","57% (4/7)","27%","Average"
"47","Frank Gore",NYJ,"vs. NE"," 6.8","D-","6.8","-2.0","23% (4/17)","5%","Awful"
"48","Alexander Mattison",MIN,"vs. DET"," 7.8","F","6.4","-0.4","41% (5/12)","8%","Average"
"49","Travis Homer",SEA,"at BUF"," 6.6","F","6.2","+0.4","33% (5/15)","4%","Great"
"50","Duke Johnson Jr.",HOU,"at JAC"," 5.6","F","5.9","-0.4","38% (5/13)","5%","Awful"
"51","Benny Snell Jr.",PIT,"at DAL"," 8.8","F","5.7","0.0","46% (6/13)","14%","Average"
"52","Patrick Laird",MIA,"at ARI"," 6.2","F","5.5","-0.1","37% (6/16)","0%","N/A"
"53","Dion Lewis",NYG,"at WAS"," 6.0","F","5.4","-0.6","31% (5/16)","7%","Great"
"54","Kerryon Johnson",DET,"at MIN"," 6.0","F","5.1","-0.3","33% (3/9)","7%","Great"
"55","Jalen Richard",LV,"at LAC"," 4.2","F","5.0","+0.1","50% (8/16)","4%","Great"
"56","Dexter Williams",GB,"at SF"," 4.4","F","4.8","-0.5","0% (0/6)","0%","N/A"
"57","Kyle Juszczyk",SF,"vs. GB"," 8.8","F","4.7","+0.9","43% (7/16)","2%","Great"
"58","Devontae Booker",LV,"at LAC"," 4.4","F","4.7","+0.6","42% (6/14)","3%","Awful"
"59","Chris Thompson",JAC,"vs. HOU"," 8.8","F","4.3","-1.4","45% (5/11)","6%","Great"
"60","Anthony McFarland Jr.",PIT,"at DAL"," 8.4","F","4.3","-0.8","16% (1/6)","0%","Awful"
"61","Eno Benjamin",ARI,"vs. MIA"," 8.4","F","4.2","-1.5","0% (0/4)","0%","N/A"
"62","Jeremy McNichols",TEN,"vs. CHI"," 6.4","F","4.0","-","-","5%","Awful"
"63","Royce Freeman",DEN,"at ATL"," 5.8","F","3.8","-1.7","26% (4/15)","7%","Awful"
"64","Alfred Morris",NYG,"at WAS"," 5.8","F","3.4","-","-","1%","Awful"
"65","Darrel Williams",KC,"vs. CAR"," 7.6","F","3.3","0.0","36% (4/11)","2%","Great"
"66","Jaylen Samuels",PIT,"at DAL"," 7.2","F","3.3","-2.3","12% (2/16)","1%","Awful"
"67","D'Onta Foreman",TEN,"vs. CHI"," 6.4","F","3.2","-","-","2%","Awful"
"68","Ty Johnson",NYJ,"vs. NE"," 7.4","F","3.2","-1.1","25% (4/16)","0%","N/A"
"69","Peyton Barber",WAS,"vs. NYG"," 5.8","F","3.1","+0.4","37% (6/16)","14%","Average"
"70","LeSean McCoy",TB,"vs. NO"," 3.8","F","3.1","-1.3","23% (3/13)","3%","Awful"
"71","Alec Ingold",LV,"at LAC"," 4.2","F","3.0","+1.3","53% (8/15)","3%","Great"
"72","Ryan Nall",CHI,"at TEN"," 6.0","F","2.8","-1.3","0% (0/12)","3%","Awful"
"73","Qadree Ollison",ATL,"vs. DEN"," 4.2","F","2.8","+1.3","40% (4/10)","0%","Awful"
"74","Darwin Thompson",KC,"vs. CAR"," 7.6","F","2.5","-0.2","25% (3/12)","1%","Awful"
"75","Jakob Johnson",NE,"at NYJ"," 7.2","F","2.3","+1.2","25% (1/4)","6%","Great"
"76","Justice Hill",BAL,"at IND"," 4.6","F","2.3","+0.7","41% (5/12)","0%","N/A"
"77","C.J. Ham",MIN,"vs. DET"," 8.0","F","2.1","-0.1","42% (6/14)","4%","Awful"
"78","Elijhaa Penny",NYG,"at WAS"," 5.8","F","2.0","-0.3","7% (1/14)","0%","N/A"
"79","Ke'Shawn Vaughn",TB,"vs. NO"," 3.2","F","1.9","-1.0","12% (1/8)","4%","Great"
"80","Alex Collins",SEA,"at BUF","-","F","1.8","-","-","0%","N/A"
"81","Alex Armah",CAR,"at KC"," 8.8","F","1.7","-0.9","6% (1/16)","3%","Awful"
"82","Salvon Ahmed",MIA,"at ARI","-","F","1.5","-","-","0%","N/A"
"83","Patrick Ricard",BAL,"at IND"," 4.6","F","1.4","-0.6","6% (1/15)","6%","Great"
"84","Trenton Cannon",CAR,"at KC"," 8.8","F","1.4","-1.9","14% (1/7)","1%","Awful"
"85","Keith Smith",ATL,"vs. DEN"," 4.8","F","1.3","-0.2","42% (6/14)","0%","Awful"
"86","Ameer Abdullah",MIN,"vs. DET"," 8.0","F","1.3","0.0","13% (2/15)","2%","Awful"
"87","Reggie Gilliam",BUF,"vs. SEA"," 5.0","F","1.3","-0.5","28% (2/7)","6%","Average"
"88","Ito Smith",ATL,"vs. DEN"," 5.4","F","1.3","-0.8","28% (2/7)","4%","Awful"
"89","Dare Ogunbowale",JAC,"vs. HOU"," 9.4","F","1.3","-0.3","28% (4/14)","0%","N/A"
"90","Michael Burton",NO,"at TB"," 5.2","F","1.2","-0.3","7% (1/14)","0%","Awful"
"91","Troymaine Pope",LAC,"vs. LV"," 7.8","F","1.1","-","-","3%","Awful"
"92","Sony Michel",NE,"at NYJ","-","F","1.1","-2.0","36% (4/11)","10%","Average"
"93","Ty Montgomery",NO,"at TB"," 4.8","F","1.1","-0.8","33% (4/12)","1%","Awful"
"94","Anthony Sherman",KC,"vs. CAR"," 7.6","F","0.9","-0.1","14% (2/14)","7%","Average"
"95","D.J. Foster",ARI,"vs. MIA","-","F","0.9","-","-","0%","N/A"
"96","Rico Dowdle",DAL,"vs. PIT"," 4.8","F","0.9","-0.7","0% (0/4)","0%","Awful"
"97","Josh Adams",NYJ,"vs. NE"," 6.8","F","0.8","-0.6","21% (3/14)","10%","Average"
"98","Kalen Ballage",LAC,"vs. LV"," 7.8","F","0.7","-0.7","27% (3/11)","0%","N/A"
"99","Jonathan Ward",ARI,"vs. MIA","-","F","0.7","-","-","0%","N/A"
"100","Khari Blasingame",TEN,"vs. CHI"," 6.4","F","0.7","-0.3","27% (3/11)","0%","N/A"
"101","Mike Boone",MIN,"vs. DET"," 7.4","F","0.7","+1.0","26% (4/15)","7%","Awful"
"102","Senorise Perry",TEN,"vs. CHI","-","F","0.7","-0.3","0% (0/13)","1%","Awful"
"103","Austin Walter",SF,"vs. GB","-","F","0.7","-","-","0%","N/A"
"104","Buddy Howell",HOU,"at JAC","-","F","0.3","-0.5","8% (1/12)","0%","N/A"
"105","Jeremy Cox",DEN,"at ATL","-","F","0.2","-","-","0%","N/A"
"106","Derek Watt",PIT,"at DAL","-","F","0.2","0.0","9% (1/11)","0%","N/A"
"107","Theo Riddick",LV,"at LAC","-","F","0.2","-0.6","0% (0/1)","2%","Awful"
"108","Sewo Olonilua",DAL,"vs. PIT","-","F","-","-","-","0%","N/A"
