"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS (?)","% GAMES (?)","OPPORTUNITY (?)","EFFICIENCY (?)"
"25","Marvin Jones Jr.",DET,"at MIN"," 6.8","B","13.3","+0.3","50% (6/12)","17%","Good"
"26","Mike Williams",LAC,"vs. LV"," 6.6","B-","13.0","+0.4","50% (7/14)","13%","Good"
"27","Amari Cooper",DAL,"vs. PIT"," 6.4","B","12.9","-2.4","35% (6/17)","12%","Good"
"28","Jerry Jeudy",DEN,"at ATL"," 6.0","C+","12.4","-1.0","42% (3/7)","7%","Good"
"29","DeVante Parker",MIA,"at ARI"," 7.6","C+","12.2","+1.3","50% (8/16)","6%","Great"
"30","Cole Beasley",BUF,"vs. SEA"," 5.6","B-","12.2","+2.4","75% (12/16)","8%","Good"
"31","Darius Slayton",NYG,"at WAS"," 6.2","C+","12.2","+1.0","37% (6/16)","19%","Good"
"32","Corey Davis",TEN,"vs. CHI"," 4.4","C+","12.1","+0.1","38% (5/13)","9%","Great"
"33","Antonio Brown",TB,"vs. NO"," 9.8","C+","12.0","-","-","0%","N/A"
"34","Sterling Shepard",NYG,"at WAS"," 7.0","C+","11.9","-1.1","36% (4/11)","14%","Poor"
"35","Christian Kirk",ARI,"vs. MIA"," 5.0","C+","11.6","+0.1","50% (7/14)","13%","Great"
"36","John Brown",BUF,"vs. SEA"," 6.6","C","11.5","-1.0","35% (5/14)","7%","Good"
"37","CeeDee Lamb",DAL,"vs. PIT"," 7.2","C","11.2","+1.1","62% (5/8)","11%","Good"
"38","Darnell Mooney",CHI,"at TEN"," 6.8","C","11.2","+2.0","50% (4/8)","8%","Great"
"39","Laviska Shenault Jr.",JAC,"vs. HOU"," 7.8","C","11.2","-0.4","57% (4/7)","7%","Good"
"40","Henry Ruggs III",LV,"at LAC"," 5.4","C","11.0","-1.3","40% (2/5)","7%","Good"
"41","Jamison Crowder",NYJ,"vs. NE"," 6.4","C","10.8","+1.9","61% (8/13)","6%","Great"
"42","Mecole Hardman",KC,"vs. CAR"," 4.0","C","10.7","+1.0","50% (8/16)","3%","Great"
"43","Russell Gage",ATL,"vs. DEN"," 4.4","C","10.6","+0.6","56% (9/16)","9%","Poor"
"44","Jakobi Meyers",NE,"at NYJ"," 6.2","C","10.5","-0.5","36% (4/11)","1%","Awful"
"45","Chris Godwin",TB,"vs. NO","-","B-","10.4","-1.0","27% (3/11)","11%","Average"
"46","Curtis Samuel",CAR,"at KC"," 4.6","C","10.1","-0.3","50% (8/16)","7%","Great"
"47","Tim Patrick",DEN,"at ATL"," 7.2","C-","10.1","+1.5","61% (8/13)","7%","Great"
"48","Keelan Cole Sr.",JAC,"vs. HOU"," 7.2","C-","10.1","+1.6","50% (7/14)","10%","Great"
"49","Michael Gallup",DAL,"vs. PIT"," 6.8","C-","9.8","-0.6","47% (8/17)","12%","Poor"
"50","Preston Williams",MIA,"at ARI"," 6.8","C-","9.7","-0.6","28% (2/7)","10%","Great"
"51","Randall Cobb",HOU,"at JAC"," 7.2","C-","9.6","+2.5","62% (10/16)","8%","Great"
"52","Denzel Mims",NYJ,"vs. NE"," 6.2","C-","9.2","-1.3","33% (1/3)","14%","Awful"
"53","Nelson Agholor",LV,"at LAC"," 6.0","D+","9.2","+2.4","50% (5/10)","8%","Great"
"54","Zach Pascal",IND,"vs. BAL"," 4.6","D+","9.0","-1.1","37% (6/16)","17%","Average"
"55","Trent Taylor",SF,"vs. GB"," 2.6","C-","9.0","-0.9","37% (3/8)","6%","Awful"
"56","Anthony Miller",CHI,"at TEN"," 6.0","D+","8.8","+0.1","47% (8/17)","12%","Good"
"57","Danny Amendola",DET,"at MIN"," 6.8","D","8.7","-1.2","31% (5/16)","2%","Awful"
"58","Emmanuel Sanders",NO,"at TB"," 4.8","C-","8.5","-0.1","42% (6/14)","14%","Average"
"59","Hunter Renfrow",LV,"at LAC"," 5.8","D","8.5","+2.6","53% (7/13)","7%","Great"
"60","Marquez Valdes-Scantling",GB,"at SF"," 4.8","D-","8.3","-2.6","20% (3/15)","7%","Great"
"61","Scotty Miller",TB,"vs. NO"," 9.0","D","8.3","+0.8","50% (6/12)","6%","Great"
"62","Demarcus Robinson",KC,"vs. CAR"," 4.0","D-","8.2","-0.8","31% (5/16)","5%","Good"
"63","Damiere Byrd",NE,"at NYJ"," 7.8","D-","8.2","+0.6","26% (4/15)","6%","Awful"
"64","KJ Hamler",DEN,"at ATL"," 5.4","F","8.1","-0.2","40% (2/5)","7%","Good"
"65","Tre'Quan Smith",NO,"at TB"," 5.6","F","8.0","+0.7","40% (6/15)","6%","Great"
"66","Marvin Hall",DET,"at MIN"," 6.6","F","7.5","+0.7","36% (4/11)","6%","Good"
"67","Marcus Johnson",IND,"vs. BAL"," 4.8","F","7.4","+1.9","53% (8/15)","5%","Awful"
"68","Michael Pittman Jr.",IND,"vs. BAL"," 4.2","F","7.3","-1.8","25% (1/4)","3%","Awful"
"69","David Moore",SEA,"at BUF"," 7.2","F","7.1","+1.0","40% (6/15)","6%","Great"
"70","James Washington",PIT,"at DAL"," 6.8","F","7.1","+1.4","43% (7/16)","7%","Great"
"71","Jalen Guyton",LAC,"vs. LV"," 6.0","F","6.8","+1.7","40% (4/10)","4%","Great"
"72","Braxton Berrios",NYJ,"vs. NE"," 6.4","F","6.7","0.0","18% (3/16)","11%","Good"
"73","Gabriel Davis",BUF,"vs. SEA"," 7.2","F","6.7","+1.4","62% (5/8)","4%","Great"
"74","Larry Fitzgerald",ARI,"vs. MIA"," 4.0","F","6.7","-1.0","40% (6/15)","2%","Awful"
"75","Breshad Perriman",NYJ,"vs. NE"," 6.0","F","6.2","+2.8","61% (8/13)","4%","Awful"
"76","DaeSean Hamilton",DEN,"at ATL"," 6.0","F","6.2","+0.8","33% (5/15)","6%","Good"
"77","Willie Snead IV",BAL,"at IND"," 4.2","F","6.2","+0.8","31% (5/16)","7%","Good"
"78","Andy Isabella",ARI,"vs. MIA"," 4.4","F","6.1","+0.6","28% (4/14)","5%","Great"
"79","Jeff Smith",NYJ,"vs. NE"," 5.8","F","6.1","-1.6","16% (1/6)","10%","Awful"
"80","Jakeem Grant",MIA,"at ARI"," 7.6","F","5.9","+0.2","58% (7/12)","2%","Awful"
"81","Richie James Jr.",SF,"vs. GB","-","F","5.8","-0.2","7% (1/14)","13%","Poor"
"82","Devin Duvernay",BAL,"at IND"," 5.2","F","5.8","+1.2","57% (4/7)","2%","Awful"
"83","Miles Boykin",BAL,"at IND"," 5.2","F","5.6","-1.5","31% (5/16)","5%","Great"
"84","Christian Blake",ATL,"vs. DEN"," 5.0","F","5.5","-1.5","21% (3/14)","4%","Awful"
"85","Cordarrelle Patterson",CHI,"at TEN"," 4.4","F","5.5","-1.8","25% (4/16)","2%","Awful"
"86","Deonte Harris",NO,"at TB"," 5.0","F","5.5","0.0","33% (4/12)","4%","Good"
"87","Olamide Zaccheaus",ATL,"vs. DEN"," 4.0","F","5.4","0.0","26% (4/15)","3%","Awful"
"88","Quintez Cephus",DET,"at MIN"," 6.6","F","5.4","-0.1","50% (2/4)","8%","Awful"
"89","Kalif Raymond",TEN,"vs. CHI"," 4.8","F","5.3","+0.3","35% (5/14)","2%","Awful"
"90","Byron Pringle",KC,"vs. CAR"," 4.6","F","5.3","+0.4","37% (6/16)","1%","Awful"
"91","Chris Conley",JAC,"vs. HOU"," 7.2","F","5.2","-0.6","46% (7/15)","10%","Average"
"92","Kenny Stills",HOU,"at JAC"," 7.8","F","5.2","-0.6","35% (5/14)","6%","Good"
"93","Tyler Johnson",TB,"vs. NO"," 9.9","F","4.8","+1.2","42% (3/7)","5%","Great"
"94","Bryan Edwards",LV,"at LAC"," 5.6","F","4.8","-1.6","66% (2/3)","1%","Awful"
"95","Cedrick Wilson",DAL,"vs. PIT"," 6.6","F","4.7","+1.7","27% (3/11)","9%","Great"
"96","Isaiah McKenzie",BUF,"vs. SEA"," 4.0","F","4.5","+0.1","41% (7/17)","3%","Great"
"97","Darrius Shepherd",GB,"at SF"," 5.8","F","4.3","-","-","3%","Awful"
"98","Cam Sims",WAS,"vs. NYG"," 6.8","F","4.3","+0.5","33% (3/9)","2%","Great"
"99","Chad Beebe",MIN,"vs. DET"," 4.6","F","4.3","-0.7","20% (1/5)","5%","Awful"
"100","Marquez Callaway",NO,"at TB"," 4.8","F","4.2","+1.0","50% (3/6)","5%","Awful"
"101","Freddie Swain",SEA,"at BUF"," 6.8","F","4.2","+0.2","28% (2/7)","1%","Great"
"102","Equanimeous St. Brown",GB,"at SF"," 5.8","F","4.2","-1.8","0% (0/4)","2%","Awful"
"103","Isaiah Ford",NE,"at NYJ"," 6.8","F","4.2","0.0","45% (5/11)","0%","Awful"
"104","Isaiah Wright",WAS,"vs. NYG"," 6.2","F","4.1","-0.7","40% (2/5)","4%","Awful"
"105","Steven Sims",WAS,"vs. NYG","-","F","4.0","+2.3","54% (6/11)","13%","Awful"
"106","Kevin White",SF,"vs. GB","-","F","4.0","-","-","0%","N/A"
"107","Dez Bryant",BAL,"at IND","-","F","4.0","-","-","0%","N/A"
"108","Malik Taylor",GB,"at SF"," 5.8","F","4.0","-0.7","42% (3/7)","4%","Good"
"109","River Cracraft",SF,"vs. GB","-","F","3.9","-","-","11%","Awful"
"110","Gunner Olszewski",NE,"at NYJ"," 6.8","F","3.9","-1.2","0% (0/4)","0%","N/A"
"111","Ray-Ray McCloud",PIT,"at DAL"," 7.2","F","3.9","+0.6","28% (2/7)","0%","Awful"
"112","Isaiah Zuber",NE,"at NYJ"," 6.8","F","3.9","-","-","0%","Awful"
"113","Zay Jones",LV,"at LAC"," 5.6","F","3.7","-1.3","25% (4/16)","2%","Great"
"114","Collin Johnson",JAC,"vs. HOU"," 7.2","F","3.7","+0.4","33% (2/6)","14%","Poor"
"115","Brandon Powell",ATL,"vs. DEN"," 5.0","F","3.6","-0.6","11% (1/9)","5%","Awful"
"116","Justin Watson",TB,"vs. NO"," 9.8","F","3.4","+0.3","28% (4/14)","0%","Awful"
"117","Olabisi Johnson",MIN,"vs. DET"," 4.6","F","3.4","-1.1","26% (4/15)","3%","Awful"
"118","Austin Mack",NYG,"at WAS"," 6.2","F","3.2","-","-","0%","N/A"
"119","Mack Hollins",MIA,"at ARI","-","F","3.1","-1.4","0% (0/12)","0%","N/A"
"120","Dontrelle Inman",WAS,"vs. NYG"," 8.0","F","3.1","-0.6","33% (3/9)","4%","Great"
"121","Noah Brown",DAL,"vs. PIT"," 7.2","F","3.0","+0.4","27% (3/11)","3%","Awful"
"122","C.J. Board",NYG,"at WAS","-","F","3.0","-0.2","27% (3/11)","1%","Awful"
"123","Joe Reed",LAC,"vs. LV"," 6.2","F","2.9","-1.2","0% (0/4)","1%","Great"
"124","Tyron Johnson",LAC,"vs. LV"," 6.2","F","2.9","-","-","2%","Great"
"125","Antonio Callaway",MIA,"at ARI","-","F","2.8","+3.6","100% (1/1)","0%","N/A"
"126","Nick Westbrook-Ikhine",TEN,"vs. CHI"," 5.2","F","2.8","-","-","3%","Awful"
"127","Pharoh Cooper",CAR,"at KC"," 5.2","F","2.8","0.0","35% (5/14)","0%","N/A"
"128","Marcus Kemp",KC,"vs. CAR"," 4.6","F","2.6","-0.3","0% (0/4)","0%","Awful"
"129","James Proche",BAL,"at IND"," 5.4","F","2.6","-0.2","0% (0/5)","0%","N/A"
"130","Austin Carr",NO,"at TB"," 5.0","F","2.5","-1.4","0% (0/6)","0%","N/A"
"131","Brandon Zylstra",CAR,"at KC"," 5.2","F","2.4","-0.2","18% (2/11)","5%","Awful"
"132","K.J. Hill",LAC,"vs. LV"," 6.2","F","2.3","-1.2","16% (1/6)","4%","Awful"
"133","Malcolm Perry",MIA,"at ARI","-","F","2.2","-","-","0%","Awful"
"134","Dezmon Patmon",IND,"vs. BAL","-","F","2.0","-0.4","0% (0/1)","0%","N/A"
"135","Juwan Johnson",NO,"at TB"," 5.0","F","1.9","-","-","4%","Awful"
"136","Jason Moore",LAC,"vs. LV"," 6.2","F","1.8","-0.6","0% (0/11)","0%","N/A"
"137","Jaydon Mickens",TB,"vs. NO"," 9.8","F","1.8","-0.8","16% (1/6)","8%","Awful"
"138","Vyncint Smith",NYJ,"vs. NE"," 6.2","F","1.6","-1.3","27% (3/11)","0%","Awful"
"139","Kirk Merritt",MIA,"at ARI","-","F","1.6","-","-","0%","N/A"
"140","DeAndre Carter",HOU,"at JAC"," 7.4","F","1.5","-0.7","21% (3/14)","5%","Awful"
"141","Antonio Gandy-Golden",WAS,"vs. NYG"," 6.8","F","1.3","-1.6","16% (1/6)","0%","Awful"
"142","Jake Kumerow",BUF,"vs. SEA","-","F","1.2","-1.7","25% (2/8)","0%","N/A"
"143","Robert Foster",WAS,"vs. NYG","-","F","1.1","-1.2","16% (2/12)","0%","N/A"
"144","Riley Ridley",CHI,"at TEN","-","F","0.9","-0.2","33% (2/6)","0%","N/A"
"145","Tyrie Cleveland",DEN,"at ATL"," 6.8","F","0.8","-0.1","33% (1/3)","3%","Awful"
"146","Trent Sherfield",ARI,"vs. MIA","-","F","0.4","-0.8","7% (1/13)","0%","N/A"
"147","Chris Finke",SF,"vs. GB","-","F","0.4","-","-","0%","N/A"
"148","Andre Roberts",BUF,"vs. SEA","-","F","0.3","-0.8","20% (3/15)","2%","Awful"
"149","Dwayne Harris",CHI,"at TEN","-","F","0.2","-","-","0%","N/A"
"150","Daurice Fountain",IND,"vs. BAL","-","F","0.0","-","-","0%","Awful"
"151","Cam Batson",TEN,"vs. CHI","-","F","0.0","-3.3","0% (0/3)","1%","Awful"
"152","Tommylee Lewis",NO,"at TB","-","F","0.0","-","-","0%","N/A"
"153","Keke Coutee",HOU,"at JAC","-","F","0.0","-1.2","25% (2/8)","0%","N/A"
"154","Keith Kirkwood",CAR,"at KC","-","F","0.0","-0.7","0% (0/10)","6%","Awful"
"155","K.J. Osborn",MIN,"vs. DET","-","F","-","-0.1","0% (0/2)","0%","N/A"
"156","Josh Malone",NYJ,"vs. NE","-","F","-","-1.7","20% (1/5)","1%","Awful"
"157","Dan Chisena",MIN,"vs. DET","-","F","-","-","-","0%","N/A"
