Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,Status
53,Corey Clement,PHI,NYG,41,79,53.7,6.2
54,LeGarrette Blount,PHI,NYG,38,65,53.1,5.0
55,Matt Breida,SF,TEN,35,64,53.5,4.9
56,Andre Ellington,HOU,JAC,33,66,52.8,5.9
57,D.J. Foster,ARI,WAS,42,69,58.3,6.2
58,Jamaal Charles,DEN,IND,37,77,66.9,6.2
59,Shane Vereen,NYG,PHI,47,69,57.7,4.3
60,Aaron Jones,GB,CAR,48,69,62.0,4.8
61,Eddie Lacy,SEA,LAR,45,91,66.6,11.9
62,Charcandrick West,KC,LAC,47,68,60.2,4.6
63,DeAndre Washington,OAK,DAL,44,72,60.7,4.2
64,Kyle Juszczyk,SF,TEN,48,76,59.7,6.7
65,Keith Smith,DAL,OAK,47,59,53.0,6.0
66,Tion Green,DET,CHI,48,80,67.0,5.9
67,Byron Marshall,WAS,ARI,50,89,76.9,7.6
68,James Develin,NE,PIT,54,94,63.4,11.9
69,Terron Ward,ATL,TB,55,79,63.9,6.2
70,Charles Sims,TB,ATL,54,112,65.1,8.2
71,Paul Perkins,NYG,PHI,58,84,66.9,7.1
72,Jalen Richard,OAK,DAL,55,74,67.0,4.5
73,Mike Tolbert,BUF,MIA,56,78,69.0,4.2
74,Thomas Rawls,SEA,LAR,53,118,69.5,14.3
75,LeShun Daniels,WAS,ARI,61,77,70.7,3.9
76,Benny Cunningham,CHI,DET,59,105,71.2,7.7
77,Jacquizz Rodgers,TB,ATL,51,96,71.3,11.7
78,Travaris Cadet,BUF,MIA,57,82,72.3,5.1
79,Elijah McGuire,NYJ,NO,57,88,72.4,5.8
80,Brian Hill,CIN,MIN,62,82,74.2,5.3
81,Kapri Bibbs,WAS,ARI,59,101,74.5,8.6
82,Aaron Ripkowski,GB,CAR,66,90,75.4,5.8
83,Andy Janovich,DEN,IND,55,86,75.7,6.2
84,CJ Ham,MIN,CIN,56,92,75.9,11.1
85,Tommy Bohanon,JAC,HOU,69,91,76.6,5.8
86,Malcolm Brown,LAR,SEA,70,85,76.9,3.4
87,Corey Grant,JAC,HOU,69,108,77.1,8.3
88,Derrick Coleman,ATL,TB,60,97,77.4,10.2
89,Anthony Sherman,KC,LAC,70,93,78.1,7.2
90,Alfred Blue,HOU,JAC,66,90,78.4,4.7
91,Elijhaa Penny,ARI,WAS,70,100,78.5,5.7
92,Jamize Olawale,OAK,DAL,66,87,79.1,6.2
93,James Conner,PIT,NE,69,95,80.0,4.8
94,Senorise Perry,MIA,BUF,73,96,80.7,5.6
95,Lance Dunbar,LAR,SEA,72,92,82.7,4.9
96,Fozzy Whittaker,CAR,GB,69,103,83.2,12.5
97,Dan Vitale,CLE,BAL,75,95,83.3,8.5
98,Derek Watt,LAC,KC,87,93,89.5,2.6
99,Kenjon Barner,PHI,NYG,74,113,89.7,12.1
100,Akeem Hunt,KC,LAC,78,121,93.6,15.0
101,Cameron Artis-Payne,CAR,GB,85,126,95.8,14.1
102,Jordan Todman,HOU,JAC,95,119,107.0,12.0
103,De'Veon Smith,MIA,BUF,100,114,107.0,7.0
104,Fitzgerald Toussaint,PIT,NE,98,122,110.0,12.0
