Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
32,Devin Singletary,BUF,MIA,28,37,32.8,1.7,10.5
33,Adrian Peterson,WAS,SF,28,62,32.9,3.1,10.4
34,Jamaal Williams,GB,OAK,27,41,33.0,2.2,10.5
35,Miles Sanders,PHI,DAL,22,37,33.1,2.6,10.0
36,Kenyan Drake,MIA,BUF,32,47,36.5,1.6,9.9
37,Chase Edmonds,ARI,NYG,33,42,37.6,1.7,9.2
38,Duke Johnson,HOU,IND,35,48,38.2,1.2,8.7
39,Tarik Cohen,CHI,NO,30,48,39.2,2.8,8.5
40,Darrell Henderson,LAR,ATL,31,48,39.5,2.8,8.2
41,Ito Smith,ATL,LAR,39,45,41.3,1.5,8.2
42,Giovani Bernard,CIN,JAC,40,51,43.2,2.5,8.0
43,Nyheim Hines,IND,HOU,39,54,45.3,3.9,7.8
44,Alexander Mattison,MIN,DET,38,50,45.7,2.0,7.5
45,Mark Walton,MIA,BUF,38,55,44.7,2.7,7.5
46,Dion Lewis,TEN,LAC,43,53,47.2,2.4,7.0
47,Gus Edwards,BAL,SEA,44,56,48.0,3.3,6.7
48,Tony Pollard,DAL,PHI,47,59,51.1,3.0,6.7
49,Darrel Williams,KC,DEN,46,62,53.7,3.4,6.2
50,Raheem Mostert,SF,WAS,40,68,51.4,7.7,5.8
51,C.J. Prosise,SEA,BAL,47,70,56.0,5.2,5.5
52,Jalen Richard,OAK,GB,49,65,55.1,4.0,5.3
53,Brandon Bolden,NE,NYJ,48,65,57.0,4.6,4.8
54,DeAndre Washington,OAK,GB,46,66,54.5,5.2,5.0
55,Rashaad Penny,SEA,BAL,38,67,55.2,6.7,4.6
56,Wendell Smallwood,WAS,SF,42,68,53.8,7.2,4.4
57,Justice Hill,BAL,SEA,51,67,58.9,3.2,4.5
58,Rex Burkhead,NE,NYJ,36,65,54.2,5.2,4.4
59,Ty Johnson,DET,MIN,52,68,61.7,4.7,4.3
60,Jordan Wilkins,IND,HOU,50,70,58.4,4.9,4.0
61,Kalen Ballage,MIA,BUF,44,67,61.1,3.4,4.3
62,J.D. McKissic,DET,MIN,53,66,58.8,3.4,4.1
63,Wayne Gallman,NYG,ARI,44,70,57.0,6.5,4.0
64,Ty Montgomery,NYJ,NE,46,68,62.1,3.5,3.9
65,T.J. Yeldon,BUF,MIA,51,67,63.6,2.4,3.6
66,Ryquell Armstead,JAC,CIN,56,68,63.6,2.1,3.7
67,Mike Davis,CHI,NO,54,74,69.0,2.8,3.5
68,Dwayne Washington,NO,CHI,49,80,67.2,8.6,3.4
69,Elijhaa Penny,NYG,ARI,61,80,69.3,3.2,3.4
70,Boston Scott,PHI,DAL,65,79,71.0,2.4,3.4
71,Bilal Powell,NYJ,NE,68,79,71.9,2.6,3.3
72,Ameer Abdullah,MIN,DET,66,78,71.7,2.2,3.0
73,CJ Ham,MIN,DET,71,76,73.2,1.4,2.8
74,Jeff Wilson,SF,WAS,47,79,73.1,4.5,2.6
75,Malcolm Brown,LAR,ATL,26,77,53.2,17.3,3.0
76,Tavon Austin,DAL,PHI,42,82,54.8,13.5,0
77,Zach Line,NO,CHI,68,83,77.1,3.1,2.2
78,Dan Vitale,GB,OAK,70,81,76.6,2.2,2.3
79,Troymaine Pope,LAC,TEN,75,83,79.1,2.3,2.1
80,John Kelly,LAR,ATL,75,89,79.4,3.3,2.0
81,Derek Watt,LAC,TEN,73,83,79.2,2.1,1.8
82,Zach Zenner,NO,CHI,60,85,73.0,7.5,1.6
83,Devontae Booker,DEN,KC,69,88,80.5,3.8,1.6
84,Patrick DiMarco,BUF,MIA,72,85,80.7,3.4,1.6
85,Javorius Allen,NYG,ARI,73,87,81.1,4.6,1.3
86,Trayveon Williams,CIN,JAC,73,87,82.2,2.8,1.4
87,Jonathan Hilliman,NYG,ARI,52,84,76.6,5.1,1.6
88,Andy Janovich,DEN,KC,75,88,82.6,4.2,1.3
89,Jamize Olawale,DAL,PHI,79,90,84.6,2.8,1.3
90,Anthony Sherman,KC,DEN,76,92,86.5,4.6,1.3
91,Nick Bawden,DET,MIN,76,89,82.0,5.6,1.1
92,Patrick Ricard,BAL,SEA,69,92,81.7,9.5,0
93,Nick Bellore,SEA,BAL,74,81,77.5,3.5,0
94,Mike Boone,MIN,DET,87,91,89.3,0.9,1.0
95,Damien Harris,NE,NYJ,78,93,90.2,2.4,1.0
96,Brian Hill,ATL,LAR,88,94,90.2,2.2,1.0
97,Travis Homer,SEA,BAL,89,95,92.5,1.5,0.9
98,Qadree Ollison,ATL,LAR,91,96,93.3,1.2,0.7
99,Trenton Cannon,NYJ,NE,90,90,90.0,0.0,0.6
