"Pos","Player","Tm","Opp","DK Sal $","Projected Own%","Cash Odds","GPP Odds","Implied Own%","DK LEV"
"WR","Duke Williams","BUF","WAS","3400","0.5%","13%","0%","1%","1.04"
"DEF","Green Bay Packers","GB","@LAC","3400","3.0%","18%","2%","2%","0.68"
"RB","Dare Ogunbowale","TB","@SEA","3400","0.5%","13%","0%","0%","0.50"
"WR","Jake Kumerow","GB","@LAC","3400","7.5%","17%","1%","1%","0.15"
"TE","Kyle Rudolph","MIN","@KC","3300","0.5%","19%","1%","2%","3.56"
"RB","Tra Carson","DET","@OAK","3300","3.0%","17%","0%","1%","0.18"
"WR","Antonio Callaway","CLE","@DEN","3300","0.5%","6%","0%","0%","0.15"
"RB","Jordan Wilkins","IND","@PIT","3300","0.5%","4%","0%","0%","0.03"
"WR","Marvin Hall","DET","@OAK","3200","0.5%","7%","0%","0%","0.24"
"WR","Trevor Davis","OAK","DET","3200","0.5%","7%","0%","0%","0.22"
"WR","Trey Quinn","WAS","@BUF","3200","3.0%","13%","0%","1%","0.17"
"WR","Cordarrelle Patterson","CHI","@PHI","3200","0.5%","4%","0%","0%","0.03"
"WR","Fred Brown","DEN","CLE","3200","0.5%","4%","0%","0%","0.03"
"TE","Dallas Goedert","PHI","CHI","3100","3.0%","37%","3%","8%","2.82"
"DEF","Cleveland Browns","CLE","@DEN","3100","7.5%","34%","9%","8%","1.09"
"WR","David Moore","SEA","TB","3100","3.0%","23%","2%","3%","0.84"
"TE","Cameron Brate","TB","@SEA","3100","7.5%","29%","2%","5%","0.64"
"WR","Diontae Spencer","DEN","CLE","3100","0.5%","10%","0%","0%","0.48"
"WR","Chester Rogers","IND","@PIT","3100","0.5%","6%","0%","0%","0.14"
"WR","Rashard Higgins","CLE","@DEN","3100","0.5%","2%","0%","0%","0.01"
"TE","Jack Doyle","IND","@PIT","3000","0.5%","24%","1%","3%","5.42"
"TE","Noah Fant","DEN","CLE","3000","0.5%","22%","1%","2%","4.74"
"RB","DeAndre Washington","OAK","DET","3000","0.5%","16%","0%","0%","0.82"
"DEF","Philadelphia Eagles","PHI","CHI","3000","7.5%","30%","6%","6%","0.78"
"WR","Zay Jones","OAK","DET","3000","0.5%","12%","0%","0%","0.77"
"TE","Demetrius Harris","CLE","@DEN","3000","0.5%","11%","0%","0%","0.73"
"WR","Parris Campbell","IND","@PIT","3000","0.5%","9%","0%","0%","0.40"
"WR","Jarius Wright","CAR","TEN","3000","0.5%","9%","0%","0%","0.38"
"WR","Allen Hurns","MIA","NYJ","3000","0.5%","7%","0%","0%","0.22"
"WR","Mack Hollins","PHI","CHI","3000","0.5%","7%","0%","0%","0.19"
"WR","Malik Turner","SEA","TB","3000","0.5%","7%","0%","0%","0.18"
"WR","Jakeem Grant","MIA","NYJ","3000","0.5%","6%","0%","0%","0.10"
"WR","Kelvin Harmon","WAS","@BUF","3000","0.5%","4%","0%","0%","0.04"
"WR","Breshad Perriman","TB","@SEA","3000","0.5%","4%","0%","0%","0.04"
"WR","Ryan Switzer","PIT","IND","3000","0.5%","3%","0%","0%","0.02"
"WR","Vyncint Smith","NYJ","@MIA","3000","0.5%","3%","0%","0%","0.02"
"WR","Laquon Treadwell","MIN","@KC","3000","0.5%","3%","0%","0%","0.02"
"WR","Braxton Berrios","NYJ","@MIA","3000","0.5%","2%","0%","0%","0.01"
"WR","Andre Patton","LAC","GB","3000","0.5%","2%","0%","0%","0.01"
"RB","C.J. Ham","MIN","@KC","3000","0.5%","3%","0%","0%","0.01"
"RB","Andy Janovich","DEN","CLE","3000","0.5%","2%","0%","0%","0.00"
"WR","Geremy Davis","LAC","GB","3000","0.5%","1%","0%","0%","0.00"
"WR","Andre Roberts","BUF","WAS","3000","0.5%","1%","0%","0%","0.00"
"RB","Bilal Powell","NYJ","@MIA","3000","0.5%","2%","0%","0%","0.00"
"RB","Derek Watt","LAC","GB","3000","0.5%","1%","0%","0%","0.00"
"RB","Nick Bellore","SEA","TB","3000","0.5%","1%","0%","0%","0.00"
"RB","Mike Davis","CHI","@PHI","3000","0.5%","1%","0%","0%","0.00"
"TE","Trey Burton","CHI","@PHI","2900","0.5%","21%","1%","2%","3.93"
"DEF","Chicago Bears","CHI","@PHI","2900","0.5%","20%","2%","2%","3.60"
"TE","Luke Willson","SEA","TB","2900","0.5%","15%","0%","1%","1.92"
"DEF","Denver Broncos","DEN","CLE","2900","3.0%","29%","6%","5%","1.77"
"TE","Jacob Hollister","SEA","TB","2900","0.5%","15%","0%","1%","1.65"
"TE","Ricky Seals-Jones","CLE","@DEN","2900","0.5%","14%","0%","1%","1.58"
"TE","Mike Gesicki","MIA","NYJ","2800","0.5%","22%","1%","2%","4.80"
"TE","Dawson Knox","BUF","WAS","2800","0.5%","19%","1%","2%","3.13"
"DEF","Carolina Panthers","CAR","TEN","2800","7.5%","36%","9%","9%","1.18"
"DEF","Indianapolis Colts","IND","@PIT","2800","3.0%","25%","3%","3%","1.05"
"TE","Jesse James","DET","@OAK","2800","0.5%","7%","0%","0%","0.20"
"TE","Irv Smith Jr.","MIN","@KC","2700","0.5%","22%","1%","2%","4.46"
"TE","Jeremy Sprinkle","WAS","@BUF","2700","0.5%","20%","1%","2%","3.15"
"DEF","Minnesota Vikings","MIN","@KC","2700","3.0%","35%","8%","8%","2.53"
"DEF","Miami Dolphins","MIA","NYJ","2700","3.0%","22%","2%","2%","0.69"
"TE","Foster Moreau","OAK","DET","2600","0.5%","20%","1%","2%","3.42"
"DEF","Tennessee Titans","TEN","@CAR","2600","3.0%","32%","6%","6%","1.84"
"TE","Tyler Kroft","BUF","WAS","2600","0.5%","14%","0%","1%","1.37"
"TE","Adam Shaheen","CHI","@PHI","2600","0.5%","10%","0%","0%","0.53"
"TE","Nick Vannett","PIT","IND","2600","0.5%","7%","0%","0%","0.23"
"DEF","Detroit Lions","DET","@OAK","2600","3.0%","12%","0%","0%","0.11"
"TE","Anthony Firkser","TEN","@CAR","2500","0.5%","16%","0%","1%","1.84"
"TE","Antony Auclair","TB","@SEA","2500","0.5%","12%","0%","0%","0.85"
"TE","Marcedes Lewis","GB","@LAC","2500","0.5%","12%","0%","0%","0.85"
"TE","Hale Hentges","WAS","@BUF","2500","0.5%","9%","0%","0%","0.39"
"TE","Logan Thomas","DET","@OAK","2500","0.5%","7%","0%","0%","0.23"
"TE","Jeff Heuerman","DEN","CLE","2500","0.5%","7%","0%","0%","0.17"
"TE","Nick O'Leary","MIA","NYJ","2500","0.5%","6%","0%","0%","0.12"
"TE","Derek Carrier","OAK","DET","2500","0.5%","5%","0%","0%","0.08"
"TE","Lee Smith","BUF","WAS","2500","0.5%","4%","0%","0%","0.06"
"TE","Mo Alie-Cox","IND","@PIT","2500","0.5%","4%","0%","0%","0.05"
"TE","Ben Braunecker","CHI","@PHI","2500","0.5%","4%","0%","0%","0.05"
"TE","Virgil Green","LAC","GB","2500","0.5%","4%","0%","0%","0.04"
"TE","Pharaoh Brown","CLE","@DEN","2500","0.5%","4%","0%","0%","0.03"
"TE","Ian Thomas","CAR","TEN","2500","0.5%","3%","0%","0%","0.02"
"TE","Andrew Beck","DEN","CLE","2500","0.5%","3%","0%","0%","0.02"
"TE","J.P. Holtz","CHI","@PHI","2500","0.5%","3%","0%","0%","0.02"
"DEF","Pittsburgh Steelers","PIT","IND","2400","3.0%","26%","3%","2%","0.83"
"DEF","Oakland Raiders","OAK","DET","2300","3.0%","26%","2%","2%","0.78"
"DEF","Kansas City Chiefs","KC","MIN","2200","3.0%","27%","3%","2%","0.81"
"DEF","Tampa Bay Buccaneers","TB","@SEA","2100","0.5%","19%","1%","1%","1.35"
"DEF","Los Angeles Chargers","LAC","GB","2000","0.5%","18%","0%","0%","0.87"
"DEF","Washington Redskins","WAS","@BUF","1800","7.5%","42%","7%","7%","0.93"
