Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,Uncertainty
95,Darius Jennings,TEN,IND,83,112,97.4,5.8,0.405301205
7,Julio Jones,ATL,DAL,3,11,7.4,1.1,0.403333333
114,Justin Hunter,PIT,JAC,105,120,111.3,6.5,0.402380952
6,Antonio Brown,PIT,JAC,5,12,6.8,1.4,0.392
41,Chris Godwin,TB,NYG,35,61,42.3,3.7,0.391142857
42,Josh Reynolds,LAR,KC,29,53,43.2,3.3,0.375517241
48,David Moore,SEA,GB,26,57,49.4,3.1,0.369615385
102,Chad Beebe,MIN,CHI,102,138,110.7,6.1,0.364803922
74,Bennie Fowler,NYG,TB,59,88,69.7,4.6,0.358644068
101,Vyncint Smith,HOU,WAS,101,135,110.5,6,0.356435644
81,Demarcus Robinson,KC,LAR,64,94,83,4.6,0.330625
49,Maurice Harris,WAS,HOU,40,65,49.7,3.6,0.324
51,Cole Beasley,DAL,ATL,30,54,50.8,3.1,0.320333333
94,Brandon Powell,DET,CAR,89,112,101.1,5.3,0.315617978
37,Christian Kirk,ARI,OAK,31,53,36.5,3.1,0.31
13,JuJu Smith-Schuster,PIT,JAC,11,21,14,1.8,0.294545455
99,Russell Shepard,NYG,TB,92,115,102.5,5.2,0.293913043
75,James Washington,PIT,JAC,70,88,78.7,4.5,0.289285714
27,Allen Robinson,CHI,MIN,17,37,27.3,2.2,0.284705882
65,Chris Conley,KC,LAR,54,78,67.8,3.9,0.281666667
36,Michael Crabtree,BAL,CIN,30,46,36.3,2.9,0.280333333
110,Brian Quick,WAS,HOU,83,114,107.3,4.8,0.277590361
103,J.,ARI,OAK,88,113,99.5,4.9,0.272840909
29,DeSean Jackson,TB,NYG,25,38,30.7,2.6,0.2704
64,Allen Hurns,DAL,ATL,62,84,67.5,4,0.258064516
2,Odell Beckham Jr.,NYG,TB,1,4,2.1,0.5,0.25
21,Amari Cooper,DAL,ATL,13,26,20.6,1.8,0.249230769
120,Khadarel Hodge,LAR,KC,117,129,121.3,5.4,0.249230769
116,Damiere Byrd,CAR,DET,110,124,116.5,5.2,0.245818182
26,Sterling Shepard,NYG,TB,18,35,26.4,2.1,0.245
24,Tyler Lockett,SEA,GB,22,34,24.9,2.3,0.240454545
96,Josh Bellamy,CHI,MIN,87,108,97.6,4.5,0.232758621
69,D.J. Chark,JAC,PIT,65,80,71.9,3.8,0.222153846
76,Jarius Wright,CAR,DET,62,84,76,3.7,0.220806452
90,Dwayne Harris,OAK,ARI,67,102,90.3,3.8,0.215522388
97,J'Mon Moore,GB,SEA,89,110,99.4,4.3,0.207752809
70,Aldrick Robinson,MIN,CHI,59,95,64.4,3.5,0.207627119
9,Robert Woods,LAR,KC,4,10,8.7,0.9,0.2025
25,Marquez Valdes-Scantling,GB,SEA,20,31,25.3,2,0.2
91,Marvin Hall,ATL,DAL,81,105,92.3,4,0.197530864
98,Zach Pascal,IND,TEN,94,114,102.4,4.3,0.196702128
50,Keke Coutee,HOU,WAS,44,59,49.7,2.9,0.191136364
79,Alex Erickson,CIN,BAL,69,87,79.4,3.6,0.187826087
45,Dede Westbrook,JAC,PIT,36,51,44.8,2.6,0.187777778
63,Dontrelle Inman,IND,TEN,49,70,65.1,3,0.183673469
17,Stefon Diggs,MIN,CHI,14,22,17.3,1.6,0.182857143
87,Auden Tate,CIN,BAL,80,99,90.8,3.8,0.1805
38,Anthony Miller,CHI,MIN,32,44,36.8,2.4,0.18
62,Ryan Grant,IND,TEN,59,77,64.9,3.2,0.173559322
40,Donte Moncrief,JAC,PIT,37,49,42.1,2.5,0.168918919
56,Michael Gallup,DAL,ATL,50,70,57.5,2.9,0.1682
100,Darrius Heyward-Bey,PIT,JAC,96,123,104.4,4,0.166666667
72,Chester Rogers,IND,TEN,62,86,72.9,3.2,0.16516129
39,Willie Snead,BAL,CIN,35,61,40.6,2.4,0.164571429
46,Tyrell Williams,LAC,DEN,38,50,45.1,2.5,0.164473684
54,John Ross,CIN,BAL,38,65,54.1,2.5,0.164473684
80,Jordan Matthews,PHI,NO,69,88,81.5,3.3,0.157826087
93,Justin Hardy,ATL,DAL,83,106,95.6,3.5,0.147590361
92,Cam Batson,TEN,IND,87,107,97.7,3.5,0.140804598
43,Mohamed Sanu,ATL,DAL,39,55,43.4,2.3,0.135641026
109,Sammie Coates,HOU,WAS,103,115,109,3.7,0.132912621
31,Calvin Ridley,ATL,DAL,17,36,31.8,1.5,0.132352941
108,Marcell Ateman,OAK,ARI,64,112,103.7,2.9,0.13140625
105,Keith Kirkwood,NO,PHI,99,122,110.4,3.6,0.130909091
53,Taylor Gabriel,CHI,MIN,44,61,51.8,2.4,0.130909091
60,Brandon LaFell,OAK,ARI,54,67,61,2.5,0.115740741
59,Seth Roberts,OAK,ARI,43,65,58.4,2.2,0.11255814
118,River Cracraft,DEN,LAC,110,128,122.4,3.5,0.111363636
85,Jaron Brown,SEA,GB,81,108,86.6,2.8,0.096790123
34,Demaryius Thomas,HOU,WAS,28,50,34.4,1.6,0.091428571
119,Jawill Davis,NYG,TB,118,126,122,3.2,0.086779661
84,Michael Floyd,WAS,HOU,78,93,85.7,2.6,0.086666667
58,Adam Humphries,TB,NYG,43,63,56,1.9,0.083953488
61,Curtis Samuel,CAR,DET,55,82,61.5,2.1,0.080181818
86,Chris Moore,BAL,CIN,80,93,88.3,2.5,0.078125
106,Rashad Greene,JAC,PIT,94,106,99,2.5,0.066489362
66,Laquon Treadwell,MIN,CHI,63,73,68.9,2,0.063492063
88,Tim Patrick,DEN,LAC,84,109,94,2.3,0.06297619
57,Josh Doctson,WAS,HOU,52,63,57.5,1.8,0.062307692
82,Travis Benjamin,LAC,DEN,81,93,86,2.2,0.059753086
1,Michael Thomas,NO,PHI,1,2,1,0.2,0.04
