Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
90,Alex Erickson,CIN,ARI,65,104,91.7,8.4,3.7
91,Damion Willis,CIN,ARI,75,115,97.1,6.9,3.7
92,Seth Roberts,BAL,PIT,89,113,95.6,5.7,3.7
93,Jake Kumerow,GB,DAL,58,107,82.5,14.3,3.7
94,Tajae Sharpe,TEN,BUF,81,109,93.2,5.7,3.6
95,Isaiah McKenzie,BUF,TEN,82,114,97.4,8.6,3.5
96,Kenny Stills,HOU,ATL,58,110,78.7,14.8,3.5
97,Olabisi Johnson,MIN,NYG,77,119,100.1,8.1,3.4
98,Kendrick Bourne,SF,CLE,83,111,100.7,6.7,3.3
99,Tre'Quan Smith,NO,TB,69,114,89.8,11.3,3.3
100,Cody Latimer,NYG,MIN,87,111,97.3,7.3,3.2
101,J.J. Arcega-Whiteside,PHI,NYJ,88,114,100.8,7.9,3.0
102,Josh Reynolds,LAR,SEA,80,108,97.3,5.9,3.0
103,Jakobi Meyers,NE,WAS,85,118,102.8,8.0,3.0
104,Marqise Lee,JAC,CAR,94,118,103.2,6.8,2.9
105,Kelvin Harmon,WAS,NE,77,119,104.4,7.3,2.9
106,J.J. Nelson,OAK,CHI,70,122,101.5,15.1,2.5
107,Justin Hardy,ATL,HOU,87,120,107.2,6.8,2.8
108,Travis Benjamin,LAC,DEN,72,118,93.4,14.1,2.8
109,Trevor Davis,OAK,CHI,76,131,102.0,11.1,2.6
110,Pharoh Cooper,ARI,CIN,77,134,95.7,14.0,2.8
111,Ryan Switzer,PIT,BAL,102,142,111.8,9.7,2.4
112,Keelan Doss,OAK,CHI,77,129,106.4,9.7,2.4
113,Geremy Davis,LAC,DEN,82,114,100.8,9.6,2.4
114,Bobo Wilson,TB,NO,84,129,109.1,11.1,2.2
115,Braxton Berrios,NYJ,PHI,83,135,109.8,10.9,2.2
116,Demaryius Thomas,NYJ,PHI,89,135,110.6,11.3,2.1
117,Justin Watson,TB,NO,99,139,120.1,12.7,2.1
118,Darrius Shepherd,GB,DAL,103,127,113.0,8.2,2.1
119,Rashard Higgins,CLE,SF,86,135,105.2,18.6,1.8
120,Malik Turner,SEA,LAR,108,128,117.9,4.4,1.8
121,Darius Jennings,TEN,BUF,111,136,122.1,6.1,1.8
122,Tavon Austin,DAL,GB,107,131,123.2,8.1,1.7
123,Scott Miller,TB,NO,94,127,111.3,12.4,1.6
124,Damiere Byrd,ARI,CIN,97,127,112.2,7.8,1.5
125,Andre Patton,LAC,DEN,107,123,117.4,4.3,1.5
126,Andre Roberts,BUF,TEN,103,137,126.9,4.4,1.3
127,Keelan Cole,JAC,CAR,100,132,125.4,4.3,1.2
128,Josh Bellamy,NYJ,PHI,102,136,122.8,8.4,1.2
129,Austin Carr,NO,TB,111,138,123.9,7.2,1.1
130,Johnny Holton,PIT,BAL,118,131,126.4,3.2,1.1
131,Allen Lazard,GB,DAL,112,128,119.8,4.6,1.0
132,Russell Gage,ATL,HOU,122,136,129.9,3.4,0.8
133,Byron Pringle,KC,IND,112,134,124.8,6.1,0.8
134,Taywan Taylor,CLE,SF,110,136,125.7,5.8,0.8
135,Bennie Fowler,FA,,86,120,103.7,13.9,0.8
136,DeAndre Carter,HOU,ATL,124,137,130.4,3.9,0.7
137,Dwayne Harris,OAK,CHI,108,140,120.3,12.8,0.7
138,Laquon Treadwell,MIN,NYG,111,139,131.7,5.6,0.7
139,Marcell Ateman,OAK,CHI,103,107,105.0,2.0,0.6
140,Chris Moore,BAL,PIT,113,141,132.2,6.8,0.6
141,Diontae Spencer,DEN,LAC,120,142,129.8,8.1,0.6
142,De'Anthony Thomas,KC,IND,125,139,130.3,5.3,0.6
143,Donte Moncrief,PIT,BAL,118,142,135.2,5.9,0.5
144,Lil'Jordan Humphrey,NO,TB,120,146,133.5,12.5,0.5
145,Deonte Harris,NO,TB,125,147,137.2,7.9,0.5
146,Robert Foster,BUF,TEN,125,149,135.3,10.2,0.5
147,Riley Ridley,CHI,OAK,134,146,139.8,4.9,0.4
148,Jordan Matthews,SF,CLE,124,144,137.0,9.2,0.4
149,Steven Sims,WAS,NE,132,147,140.0,5.6,0.4
150,Gunner Olszewski,NE,WAS,133,147,140.0,6.1,0.3
151,Juwann Winfree,DEN,LAC,133,144,138.5,5.5,0.3
152,Greg Ward,PHI,NYJ,132,148,140.0,8.0,0.3
153,Cody Core,NYG,MIN,137,145,141.0,4.0,0.2
154,JoJo Natson,LAR,SEA,133,150,141.5,8.5,0.2
