Pos,Player,Tm,Opp,DK Sal $,Projected Own%,Cash Odds,GPP Odds,Implied Own%,DK LEV
TE,Ryan Izzo,NE,@BUF,2500,0.50%,22%,1%,1%,2.35
TE,Dawson Knox,BUF,NE,2900,0.50%,21%,1%,1%,2.33
RB,Malcolm Brown,LAR,TB,4400,0.50%,20%,1%,1%,2.28
WR,DK Metcalf,SEA,@ARI,4800,3.00%,41%,8%,7%,2.26
WR,Allen Robinson,CHI,MIN,5600,3.00%,41%,8%,7%,2.23
RB,Devonta Freeman,ATL,TEN,5000,3.00%,40%,6%,7%,2.23
WR,John Brown,BUF,NE,5300,3.00%,40%,8%,7%,2.21
WR,Damiere Byrd,ARI,SEA,3300,0.50%,22%,1%,1%,2.18
WR,Mike Williams,LAC,@MIA,4800,3.00%,40%,7%,6%,2.16
DEF,Chicago Bears,CHI,MIN,3400,7.50%,43%,18%,16%,2.16
WR,Emmanuel Sanders,DEN,JAX,4900,3.00%,40%,7%,6%,2.12
WR,Adam Thielen,MIN,@CHI,6600,3.00%,36%,7%,6%,2.08
RB,David Montgomery,CHI,MIN,5300,3.00%,37%,6%,6%,2.06
RB,Josh Jacobs,OAK,@IND,5100,3.00%,38%,6%,6%,2.05
TE,Delanie Walker,TEN,@ATL,4800,3.00%,41%,5%,6%,2.04
WR,D.J. Chark,JAX,@DEN,5100,3.00%,39%,7%,6%,1.95
DEF,Detroit Lions,DET,KC,2200,0.50%,20%,1%,1%,1.86
WR,Adam Humphries,TEN,@ATL,4000,0.50%,19%,1%,1%,1.85
RB,Ito Smith,ATL,TEN,3700,0.50%,19%,1%,1%,1.82
WR,Parris Campbell,IND,OAK,4900,0.50%,16%,1%,1%,1.75
WR,Odell Beckham,CLE,@BAL,7300,7.50%,51%,15%,13%,1.74
WR,Preston Williams,MIA,LAC,3900,3.00%,40%,6%,5%,1.74
QB,Josh Allen,BUF,NE,5600,3.00%,41%,14%,5%,1.68
TE,Jordan Akins,HOU,CAR,3100,0.50%,19%,1%,1%,1.68
RB,Ty Johnson,DET,KC,3000,0.50%,21%,1%,1%,1.68
RB,David Johnson,ARI,SEA,6800,7.50%,46%,12%,12%,1.66
QB,Jacoby Brissett,IND,OAK,5400,3.00%,41%,14%,5%,1.64
WR,Courtland Sutton,DEN,JAX,4600,3.00%,36%,6%,5%,1.61
WR,Will Fuller,HOU,CAR,4500,3.00%,35%,5%,5%,1.57
DEF,Houston Texans,HOU,CAR,3100,7.50%,38%,12%,11%,1.47
WR,Phillip Dorsett,NE,@BUF,4700,3.00%,33%,5%,4%,1.46
RB,Nick Chubb,CLE,@BAL,6400,7.50%,45%,10%,11%,1.44
TE,Eric Ebron,IND,OAK,4000,3.00%,34%,3%,4%,1.44
RB,Leonard Fournette,JAX,@DEN,6000,7.50%,47%,10%,11%,1.43
RB,Derrick Henry,TEN,@ATL,6300,7.50%,42%,10%,10%,1.37
WR,Jarvis Landry,CLE,@BAL,5100,3.00%,32%,5%,4%,1.34
TE,Austin Hooper,ATL,TEN,4300,7.50%,50%,8%,10%,1.34
TE,Evan Engram,NYG,WAS,5700,22.50%,73%,23%,29%,1.31
RB,Chris Carson,SEA,@ARI,5700,12.50%,55%,15%,16%,1.31
RB,Royce Freeman,DEN,JAX,4800,3.00%,33%,4%,4%,1.31
WR,Stefon Diggs,MIN,@CHI,5500,3.00%,31%,4%,4%,1.3
QB,Lamar Jackson,BAL,CLE,6900,7.50%,58%,27%,10%,1.29
QB,Kyle Allen,CAR,@HOU,5200,3.00%,36%,10%,4%,1.22
DEF,Los Angeles Chargers,LAC,@MIA,3800,17.50%,47%,24%,21%,1.22
QB,Jameis Winston,TB,@LAR,5700,3.00%,35%,10%,4%,1.21
RB,Ronald Jones,TB,@LAR,4400,0.50%,16%,1%,1%,1.19
QB,Gardner Minshew,JAX,@DEN,5200,3.00%,35%,10%,3%,1.17
WR,Christian Kirk,ARI,SEA,5100,7.50%,46%,10%,9%,1.16
DEF,Carolina Panthers,CAR,@HOU,2300,0.50%,17%,1%,1%,1.16
WR,Keenan Allen,LAC,@MIA,7600,27.50%,74%,36%,32%,1.15
TE,Mark Andrews,BAL,CLE,5000,7.50%,48%,7%,9%,1.14
WR,Chris Godwin,TB,@LAR,6000,7.50%,43%,10%,8%,1.13
RB,Darrel Williams,KC,@DET,4700,3.00%,32%,3%,3%,1.13
WR,Marquise Brown,BAL,CLE,5800,7.50%,43%,10%,8%,1.12
TE,Vernon Davis,WAS,@NYG,3400,3.00%,34%,3%,3%,1.11
QB,Russell Wilson,SEA,@ARI,6100,7.50%,55%,23%,8%,1.1
RB,Phillip Lindsay,DEN,JAX,5200,7.50%,45%,8%,8%,1.1
QB,Baker Mayfield,CLE,@BAL,5800,3.00%,33%,9%,3%,1.06
RB,Todd Gurley,LAR,TB,7000,7.50%,34%,7%,8%,1.04
RB,Christian McCaffrey,CAR,@HOU,8800,22.50%,55%,22%,23%,1.02
RB,Dalvin Cook,MIN,@CHI,8300,17.50%,50%,17%,18%,1.02
WR,Julio Jones,ATL,TEN,7800,12.50%,49%,15%,13%,1.02
RB,James White,NE,@BUF,4900,3.00%,29%,3%,3%,1.02
WR,D.J. Moore,CAR,@HOU,5600,7.50%,41%,9%,8%,1.01
TE,Cameron Brate,TB,@LAR,2800,0.50%,16%,0%,1%,1.01
TE,Travis Kelce,KC,@DET,7200,17.50%,59%,14%,17%,0.99
WR,Sammy Watkins,KC,@DET,6700,12.50%,48%,14%,12%,0.99
TE,O.J. Howard,TB,@LAR,3900,3.00%,31%,2%,3%,0.99
WR,Hunter Renfrow,OAK,@IND,3800,0.50%,15%,1%,0%,0.99
TE,Demetrius Harris,CLE,@BAL,2500,0.50%,16%,0%,0%,0.97
WR,Curtis Samuel,CAR,@HOU,4600,7.50%,43%,8%,7%,0.96
DEF,Atlanta Falcons,ATL,TEN,2900,3.00%,24%,3%,3%,0.96
RB,Justin Jackson,LAC,@MIA,4100,3.00%,31%,3%,3%,0.95
RB,Mark Ingram,BAL,CLE,6600,12.50%,44%,11%,12%,0.94
QB,Deshaun Watson,HOU,CAR,6400,7.50%,48%,19%,7%,0.93
WR,Robert Woods,LAR,TB,6100,7.50%,39%,8%,7%,0.93
DEF,New England Patriots,NE,@BUF,3700,12.50%,36%,13%,12%,0.93
WR,Demarcus Robinson,KC,@DET,5200,7.50%,39%,8%,7%,0.92
WR,Willie Snead,BAL,CLE,4400,0.50%,13%,1%,0%,0.92
RB,Austin Ekeler,LAC,@MIA,8000,37.50%,69%,32%,34%,0.91
RB,LeSean McCoy,KC,@DET,5600,3.00%,25%,3%,3%,0.91
WR,Julian Edelman,NE,@BUF,6500,7.50%,37%,8%,7%,0.89
WR,Mecole Hardman,KC,@DET,5100,7.50%,39%,8%,7%,0.89
RB,Adrian Peterson,WAS,@NYG,4300,3.00%,29%,2%,3%,0.88
TE,Hayden Hurst,BAL,CLE,3300,0.50%,14%,0%,0%,0.88
WR,Josh Gordon,NE,@BUF,5900,7.50%,38%,7%,7%,0.87
WR,Kenny Golladay,DET,KC,5900,12.50%,48%,12%,11%,0.87
WR,Jakeem Grant,MIA,LAC,3500,0.50%,15%,0%,0%,0.83
RB,Carlos Hyde,HOU,CAR,4300,3.00%,30%,2%,2%,0.82
TE,Greg Olsen,CAR,@HOU,4200,12.50%,52%,8%,10%,0.82
QB,Kyler Murray,ARI,SEA,6000,7.50%,45%,16%,6%,0.79
WR,DeAndre Hopkins,HOU,CAR,7700,17.50%,50%,16%,14%,0.78
TE,Darren Waller,OAK,@IND,5200,17.50%,59%,11%,14%,0.78
WR,Paul Richardson,WAS,@NYG,3700,3.00%,28%,3%,2%,0.78
WR,Larry Fitzgerald,ARI,SEA,5600,12.50%,47%,11%,10%,0.77
TE,Will Dissly,SEA,@ARI,3600,7.50%,41%,4%,6%,0.76
DEF,Miami Dolphins,MIA,LAC,2000,0.50%,17%,0%,0%,0.76
QB,Patrick Mahomes,KC,@DET,7500,12.50%,59%,26%,9%,0.75
WR,DeVante Parker,MIA,LAC,4100,3.00%,26%,3%,2%,0.75
WR,Brandin Cooks,LAR,TB,6200,12.50%,45%,10%,9%,0.72
QB,Daniel Jones,NYG,WAS,5300,7.50%,44%,15%,5%,0.72
WR,Mike Evans,TB,@LAR,7100,12.50%,42%,10%,9%,0.71
QB,Matt Ryan,ATL,TEN,5900,7.50%,44%,15%,5%,0.71
WR,Cooper Kupp,LAR,TB,6500,17.50%,48%,14%,12%,0.7
TE,Noah Fant,DEN,JAX,2600,3.00%,28%,2%,2%,0.7
RB,Marlon Mack,IND,OAK,6100,22.50%,54%,14%,15%,0.68
DEF,Kansas City Chiefs,KC,@DET,3000,3.00%,20%,2%,2%,0.68
WR,Tyler Lockett,SEA,@ARI,6300,22.50%,55%,17%,15%,0.67
QB,Jared Goff,LAR,TB,6300,7.50%,43%,13%,5%,0.65
RB,Nyheim Hines,IND,OAK,4000,0.50%,13%,0%,0%,0.64
QB,Matthew Stafford,DET,KC,5500,7.50%,43%,13%,5%,0.62
QB,Philip Rivers,LAC,@MIA,6200,7.50%,43%,13%,5%,0.61
WR,Marvin Jones,DET,KC,5400,12.50%,42%,9%,8%,0.61
WR,Sterling Shepard,NYG,WAS,5800,17.50%,48%,12%,10%,0.6
RB,Sony Michel,NE,@BUF,5500,3.00%,21%,2%,2%,0.6
DEF,Washington Redskins,WAS,@NYG,2800,3.00%,21%,2%,2%,0.6
QB,Tom Brady,NE,@BUF,6600,7.50%,41%,12%,4%,0.59
TE,Jesse James,DET,KC,2600,0.50%,13%,0%,0%,0.59
TE,T.J. Hockenson,DET,KC,3300,7.50%,37%,3%,4%,0.56
DEF,Minnesota Vikings,MIN,@CHI,3400,3.00%,17%,2%,2%,0.55
TE,Trey Burton,CHI,MIN,3800,3.00%,24%,1%,2%,0.54
DEF,Indianapolis Colts,IND,OAK,3100,7.50%,26%,5%,4%,0.54
DEF,Arizona Cardinals,ARI,SEA,2400,3.00%,22%,2%,2%,0.53
DEF,Los Angeles Rams,LAR,TB,3500,7.50%,23%,4%,4%,0.52
WR,Zach Pascal,IND,OAK,4500,0.50%,10%,0%,0%,0.5
DEF,Baltimore Ravens,BAL,CLE,3200,7.50%,24%,4%,4%,0.5
RB,Chris Thompson,WAS,@NYG,4500,12.50%,44%,6%,6%,0.49
TE,Darren Fells,HOU,CAR,2800,0.50%,12%,0%,0%,0.48
TE,Jeff Heuerman,DEN,JAX,2600,0.50%,12%,0%,0%,0.48
DEF,Jacksonville Jaguars,JAX,@DEN,3700,3.00%,14%,1%,1%,0.44
DEF,New York Giants,NYG,WAS,3600,3.00%,14%,1%,1%,0.43
TE,Geoff Swaim,JAX,@DEN,2900,0.50%,11%,0%,0%,0.4
RB,Kalen Ballage,MIA,LAC,3800,0.50%,11%,0%,0%,0.39
WR,David Moore,SEA,@ARI,3400,0.50%,11%,0%,0%,0.38
RB,Dion Lewis,TEN,@ATL,3700,0.50%,10%,0%,0%,0.35
RB,Rex Burkhead,NE,@BUF,4400,7.50%,27%,2%,2%,0.32
WR,Terry McLaurin,WAS,@NYG,4500,32.50%,50%,12%,10%,0.31
RB,Dare Ogunbowale,TB,@LAR,3400,0.50%,11%,0%,0%,0.31
RB,Wayne Gallman,NYG,WAS,4600,12.50%,30%,3%,3%,0.28
RB,T.J. Yeldon,BUF,NE,3700,0.50%,9%,0%,0%,0.22
TE,Irv Smith Jr.,MIN,@CHI,2900,0.50%,9%,0%,0%,0.22
WR,Zay Jones,BUF,NE,3100,0.50%,9%,0%,0%,0.2
WR,Chester Rogers,IND,OAK,3100,0.50%,9%,0%,0%,0.2
TE,Jonnu Smith,TEN,@ATL,2800,0.50%,9%,0%,0%,0.2
RB,Gus Edwards,BAL,CLE,3600,0.50%,8%,0%,0%,0.18
DEF,Seattle Seahawks,SEA,@ARI,3300,7.50%,15%,1%,1%,0.17
WR,Tajae Sharpe,TEN,@ATL,3200,0.50%,8%,0%,0%,0.17
WR,Travis Benjamin,LAC,@MIA,3000,0.50%,8%,0%,0%,0.17
WR,Dontrelle Inman,LAC,@MIA,3000,0.50%,8%,0%,0%,0.17
TE,Ricky Seals-Jones,CLE,@BAL,2800,0.50%,8%,0%,0%,0.17
TE,Jeremy Sprinkle,WAS,@NYG,2500,0.50%,9%,0%,0%,0.17
TE,Tommy Sweeney,BUF,NE,2500,0.50%,8%,0%,0%,0.16
RB,Elijhaa Penny,NYG,WAS,4300,0.50%,6%,0%,0%,0.13
RB,Jordan Wilkins,IND,OAK,3200,0.50%,8%,0%,0%,0.12
WR,Isaiah McKenzie,BUF,NE,3100,0.50%,7%,0%,0%,0.12
WR,Miles Boykin,BAL,CLE,3000,0.50%,7%,0%,0%,0.12
TE,Nick Vannett,PIT,CIN,2700,0.50%,7%,0%,0%,0.12
RB,Jalen Richard,OAK,@IND,4000,0.50%,6%,0%,0%,0.11
RB,Alexander Mattison,MIN,@CHI,3900,0.50%,6%,0%,0%,0.11
TE,Rhett Ellison,NYG,WAS,2600,0.50%,7%,0%,0%,0.11
TE,Foster Moreau,OAK,@IND,2500,0.50%,7%,0%,0%,0.1
TE,Kyle Rudolph,MIN,@CHI,3500,0.50%,6%,0%,0%,0.09
TE,Nick O'Leary,MIA,LAC,2500,0.50%,7%,0%,0%,0.09
WR,Jarius Wright,CAR,@HOU,3000,0.50%,6%,0%,0%,0.08
RB,DeAndre Washington,OAK,@IND,3000,0.50%,7%,0%,0%,0.08
TE,Ian Thomas,CAR,@HOU,2600,0.50%,6%,0%,0%,0.08
TE,Charles Clay,ARI,SEA,2600,0.50%,6%,0%,0%,0.08
TE,Adam Shaheen,CHI,MIN,3100,0.50%,5%,0%,0%,0.07
WR,Keelan Doss,OAK,@IND,3000,0.50%,6%,0%,0%,0.07
DEF,Oakland Raiders,OAK,@IND,2700,0.50%,5%,0%,0%,0.07
TE,Maxx Williams,ARI,SEA,2500,0.50%,6%,0%,0%,0.07
TE,Luke Stocker,ATL,TEN,2500,0.50%,6%,0%,0%,0.06
WR,DaeSean Hamilton,DEN,JAX,3600,0.50%,4%,0%,0%,0.04
WR,Seth Roberts,BAL,CLE,3000,0.50%,5%,0%,0%,0.04
TE,Virgil Green,LAC,@MIA,2600,0.50%,5%,0%,0%,0.04
TE,Logan Thomas,DET,KC,2500,0.50%,5%,0%,0%,0.04
WR,Jaron Brown,SEA,@ARI,3400,0.50%,4%,0%,0%,0.03
RB,Mike Davis,CHI,MIN,3300,0.50%,4%,0%,0%,0.03
WR,Russell Shepard,NYG,WAS,3100,0.50%,4%,0%,0%,0.03
WR,Allen Hurns,MIA,LAC,3000,0.50%,4%,0%,0%,0.03
RB,Mark Walton,MIA,LAC,3000,0.50%,5%,0%,0%,0.03
TE,Anthony Firkser,TEN,@ATL,2500,0.50%,5%,0%,0%,0.03
DEF,Cleveland Browns,CLE,@BAL,2500,0.50%,5%,0%,0%,0.03
WR,Marqise Lee,JAX,@DEN,4300,0.50%,3%,0%,0%,0.02
RB,Darwin Thompson,KC,@DET,4300,0.50%,3%,0%,0%,0.02
WR,Anthony Miller,CHI,MIN,3700,0.50%,3%,0%,0%,0.02
RB,Wendell Smallwood,WAS,@NYG,3100,0.50%,4%,0%,0%,0.02
WR,Kelvin Harmon,WAS,@NYG,3000,0.50%,4%,0%,0%,0.02
RB,D'Ernest Johnson,CLE,@BAL,3000,0.50%,4%,0%,0%,0.02
RB,Brandon Bolden,NE,@BUF,3000,0.50%,4%,0%,0%,0.02
RB,Troymaine Pope,LAC,@MIA,3000,0.50%,4%,0%,0%,0.02
TE,Durham Smythe,MIA,LAC,2600,0.50%,4%,0%,0%,0.02
TE,Mo Alie-Cox,IND,OAK,2500,0.50%,4%,0%,0%,0.02
TE,Chris Manhertz,CAR,@HOU,2500,0.50%,3%,0%,0%,0.02
QB,Dwayne Haskins,WAS,@NYG,4700,0.50%,1%,0%,0%,0.01
WR,Cordarrelle Patterson,CHI,MIN,3600,0.50%,3%,0%,0%,0.01
RB,Chase Edmonds,ARI,SEA,3600,0.50%,2%,0%,0%,0.01
RB,Dontrell Hilliard,CLE,@BAL,3500,0.50%,2%,0%,0%,0.01
WR,Chad Beebe,MIN,@CHI,3300,0.50%,2%,0%,0%,0.01
WR,Breshad Perriman,TB,@LAR,3200,0.50%,3%,0%,0%,0.01
WR,Keke Coutee,HOU,CAR,3100,0.50%,3%,0%,0%,0.01
WR,Taywan Taylor,CLE,@BAL,3000,0.50%,3%,0%,0%,0.01
WR,Justin Hardy,ATL,TEN,3000,0.50%,2%,0%,0%,0.01
RB,Reggie Bonnafon,CAR,@HOU,3000,0.50%,3%,0%,0%,0.01
RB,Justice Hill,BAL,CLE,3500,0.50%,1%,0%,0%,0
RB,Darrell Henderson,LAR,TB,3500,0.50%,1%,0%,0%,0
WR,Javon Wims,CHI,MIN,3400,0.50%,1%,0%,0%,0
RB,Ryquell Armstead,JAX,@DEN,3300,0.50%,1%,0%,0%,0
WR,Robert Foster,BUF,NE,3100,0.50%,2%,0%,0%,0
WR,Josh Reynolds,LAR,TB,3100,0.50%,1%,0%,0%,0
WR,DeAndre Carter,HOU,CAR,3100,0.50%,1%,0%,0%,0
RB,Devontae Booker,DEN,JAX,3100,0.50%,1%,0%,0%,0
WR,Chris Hogan,CAR,@HOU,3000,0.50%,2%,0%,0%,0
WR,Darius Jennings,TEN,@ATL,3000,0.50%,1%,0%,0%,0
RB,J.D. McKissic,DET,KC,3000,0.50%,3%,0%,0%,0
RB,Derek Watt,LAC,@MIA,3000,0.50%,1%,0%,0%,0
