"Pos","Player","Tm","Opp","DK Sal $","Projected Own%","Cash Odds","GPP Odds","Implied Own%","DK LEV"
"RB","Tevin Coleman","NYJ","@CAR","4900","0.5%","17%","1%","1%","2.27"
"WR","Corey Davis","NYJ","@CAR","4900","3.0%","38%","6%","6%","1.93"
"TE","T.J. Hockenson","DET","SF","4900","7.5%","34%","3%","6%","0.77"
"WR","Jerry Jeudy","DEN","@NYG","4800","3.0%","36%","5%","5%","1.64"
"WR","Ja'Marr Chase","CIN","MIN","4800","3.0%","34%","5%","5%","1.59"
"QB","Teddy Bridgewater","DEN","@NYG","4800","3.0%","38%","11%","3%","1.16"
"WR","Mecole Hardman","KC","CLE","4800","3.0%","28%","4%","3%","1.10"
"TE","Dallas Goedert","PHI","@ATL","4800","7.5%","31%","2%","5%","0.62"
"RB","Sony Michel","NE","MIA","4800","3.0%","9%","0%","0%","0.09"
"RB","Darrel Williams","KC","CLE","4800","0.5%","3%","0%","0%","0.03"
"RB","Devin Singletary","BUF","PIT","4700","0.5%","18%","1%","1%","2.33"
"WR","Tee Higgins","CIN","MIN","4700","7.5%","45%","9%","9%","1.14"
"TE","Hunter Henry","NE","MIA","4700","3.0%","19%","1%","2%","0.56"
"RB","Phillip Lindsay","HOU","JAX","4700","0.5%","6%","0%","0%","0.21"
"RB","Zack Moss","BUF","PIT","4600","0.5%","17%","1%","1%","2.21"
"RB","Chase Edmonds","ARI","@TEN","4600","3.0%","33%","3%","4%","1.36"
"TE","Logan Thomas","WAS","LAC","4600","7.5%","36%","4%","7%","0.92"
"WR","Nelson Agholor","NE","MIA","4500","0.5%","23%","2%","2%","4.14"
"RB","Jamaal Williams","DET","SF","4500","0.5%","24%","2%","2%","3.93"
"RB","James Conner","ARI","@TEN","4500","0.5%","20%","1%","2%","3.15"
"WR","Christian Kirk","ARI","@TEN","4500","0.5%","14%","1%","1%","1.14"
"TE","Mike Gesicki","MIA","@NE","4500","3.0%","25%","2%","3%","1.06"
"RB","Trey Sermon","SF","@DET","4500","3.0%","28%","3%","3%","1.04"
"WR","DeVonta Smith","PHI","@ATL","4500","7.5%","37%","6%","5%","0.72"
"WR","Tyrell Williams","DET","SF","4400","0.5%","26%","3%","3%","5.00"
"WR","Kendrick Bourne","NE","MIA","4400","0.5%","24%","2%","2%","4.21"
"RB","James White","NE","MIA","4400","0.5%","21%","1%","1%","2.87"
"RB","Mark Ingram","HOU","JAX","4400","0.5%","15%","1%","1%","1.41"
"QB","Mac Jones","NE","MIA","4400","3.0%","39%","10%","3%","1.06"
"WR","Cole Beasley","BUF","PIT","4400","3.0%","27%","3%","3%","0.92"
"TE","Kyle Pitts","ATL","PHI","4400","17.5%","45%","6%","11%","0.63"
"RB","Ty Johnson","NYJ","@CAR","4400","0.5%","9%","0%","0%","0.40"
"RB","Salvon Ahmed","MIA","@NE","4300","0.5%","14%","1%","1%","1.29"
"WR","Demarcus Robinson","KC","CLE","4300","0.5%","15%","1%","1%","1.27"
"TE","Noah Fant","DEN","@NYG","4300","7.5%","33%","2%","5%","0.63"
"RB","Samaje Perine","CIN","MIN","4300","0.5%","4%","0%","0%","0.06"
"TE","Robert Tonyan","GB","@NO","4200","3.0%","34%","4%","7%","2.24"
"DEF","San Francisco 49ers","SF","@DET","4200","12.5%","21%","5%","8%","0.65"
"WR","Rashard Higgins","CLE","@KC","4200","0.5%","7%","0%","0%","0.18"
"RB","Benny Snell Jr.","PIT","@BUF","4200","0.5%","1%","0%","0%","0.00"
"RB","La'Mical Perine","NYJ","@CAR","4200","0.5%","1%","0%","0%","0.00"
"TE","Jonnu Smith","NE","MIA","4100","3.0%","32%","3%","5%","1.64"
"WR","Michael Pittman Jr.","IND","SEA","4100","7.5%","38%","6%","6%","0.74"
"WR","Emmanuel Sanders","BUF","PIT","4100","7.5%","27%","3%","3%","0.38"
"RB","Jerick McKinnon","KC","CLE","4100","0.5%","4%","0%","0%","0.04"
"RB","Michael Carter","NYJ","@CAR","4000","0.5%","19%","1%","1%","2.26"
"RB","A.J. Dillon","GB","@NO","4000","0.5%","20%","1%","1%","2.21"
"RB","Javonte Williams","DEN","@NYG","4000","3.0%","33%","3%","4%","1.35"
"RB","Tony Jones","NO","GB","4000","0.5%","14%","0%","1%","1.12"
"RB","Justin Jackson","LAC","@WAS","4000","0.5%","13%","0%","0%","0.88"
"RB","Carlos Hyde","JAX","@HOU","4000","0.5%","13%","0%","0%","0.84"
"TE","Austin Hooper","CLE","@KC","4000","7.5%","33%","3%","5%","0.68"
"RB","Rashaad Penny","SEA","@IND","4000","0.5%","11%","0%","0%","0.54"
"RB","Rhamondre Stevenson","NE","MIA","4000","0.5%","9%","0%","0%","0.37"
"RB","Devontae Booker","NYG","DEN","4000","0.5%","8%","0%","0%","0.27"
"RB","Ty Montgomery","NO","GB","4000","0.5%","8%","0%","0%","0.27"
"RB","Joshua Kelley","LAC","@WAS","4000","0.5%","6%","0%","0%","0.14"
"WR","Allen Lazard","GB","@NO","4000","0.5%","6%","0%","0%","0.11"
"RB","Marlon Mack","IND","SEA","4000","0.5%","5%","0%","0%","0.08"
"RB","Kyle Juszczyk","SF","@DET","4000","0.5%","5%","0%","0%","0.06"
"RB","Boston Scott","PHI","@ATL","4000","0.5%","4%","0%","0%","0.04"
"WR","Cam Sims","WAS","LAC","4000","0.5%","4%","0%","0%","0.04"
"RB","Trenton Cannon","CAR","NYJ","4000","0.5%","4%","0%","0%","0.03"
"RB","Wayne Gallman","ATL","PHI","4000","0.5%","4%","0%","0%","0.03"
"RB","Kenneth Gainwell","PHI","@ATL","4000","0.5%","4%","0%","0%","0.03"
"RB","Anthony McFarland","PIT","@BUF","4000","0.5%","3%","0%","0%","0.03"
"WR","Lynn Bowden","MIA","@NE","4000","0.5%","3%","0%","0%","0.02"
"RB","Malcolm Brown","MIA","@NE","4000","0.5%","3%","0%","0%","0.02"
"RB","Chuba Hubbard","CAR","NYJ","4000","0.5%","3%","0%","0%","0.02"
"RB","Matt Breida","BUF","PIT","4000","0.5%","2%","0%","0%","0.01"
"RB","Alex Collins","SEA","@IND","4000","0.5%","2%","0%","0%","0.01"
"RB","Rex Burkhead","HOU","JAX","4000","0.5%","2%","0%","0%","0.01"
"RB","C.J. Ham","MIN","@CIN","4000","0.5%","2%","0%","0%","0.00"
"RB","Jermar Jefferson","DET","SF","4000","0.5%","1%","0%","0%","0.00"
"RB","DeeJay Dallas","SEA","@IND","4000","0.5%","1%","0%","0%","0.00"
"RB","Jordan Wilkins","IND","SEA","4000","0.5%","1%","0%","0%","0.00"
"RB","J.J. Taylor","NE","MIA","4000","0.5%","1%","0%","0%","0.00"
"RB","Dwayne Washington","NO","GB","4000","0.5%","1%","0%","0%","0.00"
"RB","Khari Blasingame","TEN","ARI","4000","0.5%","1%","0%","0%","0.00"
"RB","Larry Rountree","LAC","@WAS","4000","0.5%","1%","0%","0%","0.00"
"RB","LaVante Bellamy","DEN","@NYG","4000","0.5%","1%","0%","0%","0.00"
"RB","Travis Homer","SEA","@IND","4000","0.5%","1%","0%","0%","0.00"
"RB","Kalen Ballage","PIT","@BUF","4000","0.5%","1%","0%","0%","0.00"
"RB","D'Ernest Johnson","CLE","@KC","4000","0.5%","1%","0%","0%","0.00"
"RB","Kylin Hill","GB","@NO","4000","0.5%","1%","0%","0%","0.00"
"RB","Andy Janovich","CLE","@KC","4000","0.5%","1%","0%","0%","0.00"
"RB","Keith Smith","ATL","PHI","4000","0.5%","0%","0%","0%","0.00"
"RB","Taiwan Jones","BUF","PIT","4000","0.5%","0%","0%","0%","0.00"
"TE","Eric Ebron","PIT","@BUF","3900","0.5%","21%","1%","2%","3.84"
"WR","Randall Cobb","GB","@NO","3900","0.5%","22%","2%","1%","2.98"
"DEF","New England Patriots","NE","MIA","3900","7.5%","16%","2%","4%","0.54"
"WR","Tyron Johnson","JAX","@HOU","3900","3.0%","18%","1%","1%","0.31"
"WR","Tim Patrick","DEN","@NYG","3900","0.5%","2%","0%","0%","0.01"
"WR","Jakeem Grant","MIA","@NE","3900","0.5%","1%","0%","0%","0.00"
"WR","A.J. Green","ARI","@TEN","3800","0.5%","33%","4%","4%","8.03"
"WR","Darius Slayton","NYG","DEN","3800","0.5%","27%","3%","3%","5.23"
"TE","Zach Ertz","PHI","@ATL","3800","3.0%","28%","2%","3%","1.09"
"TE","Jared Cook","LAC","@WAS","3800","3.0%","23%","1%","2%","0.79"
"DEF","New York Giants","NYG","DEN","3800","3.0%","10%","1%","1%","0.48"
"WR","Parris Campbell","IND","SEA","3700","0.5%","28%","3%","3%","5.32"
"WR","Jalen Reagor","PHI","@ATL","3700","0.5%","25%","2%","2%","3.95"
"WR","Zach Pascal","IND","SEA","3700","0.5%","19%","1%","1%","2.25"
"TE","Hayden Hurst","ATL","PHI","3700","0.5%","16%","1%","1%","2.12"
"WR","Marquez Valdes-Scantling","GB","@NO","3700","3.0%","33%","5%","4%","1.38"
"WR","Cordarrelle Patterson","ATL","PHI","3700","0.5%","11%","0%","0%","0.35"
"WR","Nico Collins","HOU","JAX","3600","0.5%","27%","3%","2%","4.92"
"WR","Marvin Jones","JAX","@HOU","3600","3.0%","40%","7%","6%","2.01"
"WR","Jaylen Waddle","MIA","@NE","3600","7.5%","37%","6%","5%","0.69"
"WR","Isaiah McKenzie","BUF","PIT","3600","0.5%","9%","0%","0%","0.27"
"DEF","Carolina Panthers","CAR","NYJ","3600","7.5%","11%","1%","1%","0.18"
"WR","Denzel Mims","NYJ","@CAR","3500","0.5%","15%","1%","1%","1.14"
"DEF","Green Bay Packers","GB","@NO","3500","3.0%","16%","2%","3%","1.00"
"TE","David Njoku","CLE","@KC","3500","0.5%","12%","0%","0%","0.93"
"WR","James Washington","PIT","@BUF","3500","0.5%","11%","0%","0%","0.52"
"TE","Dawson Knox","BUF","PIT","3400","0.5%","20%","1%","2%","3.03"
"TE","Gerald Everett","SEA","@IND","3400","3.0%","32%","2%","5%","1.52"
"WR","Josh Reynolds","TEN","ARI","3400","0.5%","16%","1%","1%","1.30"
"WR","Gabriel Davis","BUF","PIT","3400","3.0%","31%","4%","3%","1.14"
"DEF","Seattle Seahawks","SEA","@IND","3400","3.0%","16%","2%","3%","0.93"
"WR","Olamide Zaccheaus","ATL","PHI","3400","0.5%","13%","0%","0%","0.76"
"WR","Marquez Callaway","NO","GB","3400","32.5%","40%","6%","5%","0.16"
"WR","Byron Pringle","KC","CLE","3300","0.5%","16%","1%","1%","1.11"
"DEF","Denver Broncos","DEN","@NYG","3300","12.5%","23%","4%","6%","0.51"
"WR","Anthony Miller","HOU","JAX","3300","0.5%","11%","0%","0%","0.40"
"TE","Chris Herndon","MIN","@CIN","3300","0.5%","7%","0%","0%","0.18"
"DEF","Washington Football Team","WAS","LAC","3200","3.0%","21%","3%","5%","1.69"
"WR","Deonte Harris","NO","GB","3200","0.5%","19%","1%","1%","1.66"
"WR","Quintez Cephus","DET","SF","3200","0.5%","15%","1%","0%","0.94"
"TE","Anthony Firkser","TEN","ARI","3200","3.0%","25%","1%","3%","0.84"
"TE","Jack Doyle","IND","SEA","3200","0.5%","9%","0%","0%","0.38"
"WR","Braxton Berrios","NYJ","@CAR","3200","3.0%","6%","0%","0%","0.01"
"WR","K.J. Hamler","DEN","@NYG","3100","0.5%","26%","2%","2%","3.83"
"DEF","Los Angeles Chargers","LAC","@WAS","3100","3.0%","22%","3%","5%","1.67"
"TE","Drew Sample","CIN","MIN","3100","0.5%","12%","0%","0%","0.83"
"TE","Donald Parham","LAC","@WAS","3100","0.5%","11%","0%","0%","0.64"
"WR","Gunner Olszewski","NE","MIA","3100","0.5%","2%","0%","0%","0.00"
"WR","Dyami Brown","WAS","LAC","3000","0.5%","30%","3%","3%","5.67"
"WR","Lil'Jordan Humphrey","NO","GB","3000","0.5%","26%","2%","2%","3.90"
"WR","Quez Watkins","PHI","@ATL","3000","0.5%","25%","2%","2%","3.41"
"TE","Jordan Akins","HOU","JAX","3000","0.5%","22%","1%","2%","3.39"
"WR","Albert Wilson","MIA","@NE","3000","0.5%","24%","2%","2%","3.32"
"WR","Amon-Ra St. Brown","DET","SF","3000","0.5%","24%","2%","2%","3.13"
"WR","Adam Humphries","WAS","LAC","3000","0.5%","25%","2%","2%","3.12"
"WR","Donovan Peoples-Jones","CLE","@KC","3000","0.5%","22%","1%","1%","2.57"
"WR","Chris Conley","HOU","JAX","3000","0.5%","21%","1%","1%","2.20"
"TE","C.J. Uzomah","CIN","MIN","3000","0.5%","17%","1%","1%","1.95"
"WR","Josh Palmer","LAC","@WAS","3000","0.5%","19%","1%","1%","1.81"
"DEF","Kansas City Chiefs","KC","CLE","3000","3.0%","23%","3%","5%","1.74"
"DEF","Minnesota Vikings","MIN","@CIN","3000","3.0%","23%","3%","5%","1.74"
"WR","D'Wayne Eskridge","SEA","@IND","3000","0.5%","18%","1%","1%","1.58"
"WR","Juwan Johnson","NO","GB","3000","0.5%","17%","1%","1%","1.28"
"WR","Kalif Raymond","DET","SF","3000","0.5%","17%","1%","1%","1.18"
"WR","Keelan Cole","NYJ","@CAR","3000","0.5%","15%","0%","0%","0.86"
"WR","Rondale Moore","ARI","@TEN","3000","7.5%","37%","5%","5%","0.63"
"WR","Mohamed Sanu","SF","@DET","3000","0.5%","13%","0%","0%","0.62"
"WR","Terrace Marshall","CAR","NYJ","3000","7.5%","35%","4%","4%","0.53"
"WR","Elijah Moore","NYJ","@CAR","3000","12.5%","42%","6%","6%","0.47"
"WR","Auden Tate","CIN","MIN","3000","0.5%","10%","0%","0%","0.34"
"WR","Chester Rogers","TEN","ARI","3000","0.5%","8%","0%","0%","0.18"
"WR","Preston Williams","MIA","@NE","3000","0.5%","8%","0%","0%","0.18"
"WR","K.J. Osborn","MIN","@CIN","3000","0.5%","8%","0%","0%","0.18"
"WR","Kadarius Toney","NYG","DEN","3000","0.5%","8%","0%","0%","0.16"
"WR","Jalen Guyton","LAC","@WAS","3000","0.5%","5%","0%","0%","0.05"
"WR","Freddie Swain","SEA","@IND","3000","0.5%","5%","0%","0%","0.04"
"WR","Mike Strachan","IND","SEA","3000","0.5%","5%","0%","0%","0.04"
"WR","Cameron Batson","TEN","ARI","3000","0.5%","5%","0%","0%","0.04"
"WR","Trent Sherfield","SF","@DET","3000","0.5%","5%","0%","0%","0.04"
"WR","Andre Roberts","HOU","JAX","3000","0.5%","4%","0%","0%","0.02"
"WR","Ihmir Smith-Marsette","MIN","@CIN","3000","0.5%","4%","0%","0%","0.02"
"WR","Greg Ward","PHI","@ATL","3000","0.5%","3%","0%","0%","0.01"
"WR","Amari Rodgers","GB","@NO","3000","0.5%","2%","0%","0%","0.01"
"WR","John Ross","NYG","DEN","3000","0.5%","2%","0%","0%","0.01"
"WR","Tom Kennedy","DET","SF","3000","3.0%","4%","0%","0%","0.00"
"WR","Tajae Sharpe","ATL","PHI","3000","0.5%","2%","0%","0%","0.00"
"WR","Marcus Kemp","KC","CLE","3000","0.5%","1%","0%","0%","0.00"
"WR","KJ Hill","LAC","@WAS","3000","0.5%","1%","0%","0%","0.00"
"TE","Adam Trautman","NO","GB","2900","0.5%","22%","1%","2%","3.71"
"DEF","Miami Dolphins","MIA","@NE","2900","3.0%","20%","2%","4%","1.21"
"TE","Tyler Conklin","MIN","@CIN","2900","7.5%","31%","2%","4%","0.55"
"TE","Mo Alie-Cox","IND","SEA","2900","0.5%","11%","0%","0%","0.51"
"DEF","Pittsburgh Steelers","PIT","@BUF","2800","0.5%","20%","2%","3%","6.40"
"TE","Kyle Rudolph","NYG","DEN","2800","0.5%","26%","1%","3%","5.30"
"DEF","Jacksonville Jaguars","JAX","@HOU","2700","7.5%","27%","4%","6%","0.86"
"TE","Maxx Williams","ARI","@TEN","2700","0.5%","9%","0%","0%","0.36"
"TE","Chris Manhertz","JAX","@HOU","2700","0.5%","5%","0%","0%","0.05"
"TE","Dan Arnold","CAR","NYJ","2600","0.5%","27%","1%","3%","5.34"
"DEF","Philadelphia Eagles","PHI","@ATL","2600","0.5%","18%","1%","2%","4.20"
"TE","Will Dissly","SEA","@IND","2600","0.5%","9%","0%","0%","0.33"
"TE","Tyler Kroft","NYJ","@CAR","2500","0.5%","22%","1%","2%","3.25"
"TE","James O'Shaughnessy","JAX","@HOU","2500","0.5%","18%","1%","1%","1.99"
"TE","Albert Okwuegbunam","DEN","@NYG","2500","0.5%","17%","0%","1%","1.75"
"DEF","Buffalo Bills","BUF","PIT","2500","7.5%","30%","5%","8%","1.06"
"TE","Kylen Granson","IND","SEA","2500","0.5%","14%","0%","0%","0.98"
"TE","Ian Thomas","CAR","NYJ","2500","0.5%","11%","0%","0%","0.50"
"TE","Geoff Swaim","TEN","ARI","2500","0.5%","10%","0%","0%","0.40"
"TE","Pharaoh Brown","HOU","JAX","2500","0.5%","10%","0%","0%","0.35"
"TE","Harrison Bryant","CLE","@KC","2500","0.5%","9%","0%","0%","0.29"
"TE","Darrell Daniels","ARI","@TEN","2500","0.5%","7%","0%","0%","0.17"
"TE","Ross Dwelley","SF","@DET","2500","0.5%","7%","0%","0%","0.13"
"TE","Durham Smythe","MIA","@NE","2500","0.5%","6%","0%","0%","0.12"
"TE","Pat Freiermuth","PIT","@BUF","2500","0.5%","6%","0%","0%","0.10"
"TE","Devin Asiasi","NE","MIA","2500","0.5%","5%","0%","0%","0.07"
"TE","Ryan Griffin","NYJ","@CAR","2500","0.5%","5%","0%","0%","0.06"
"TE","Kaden Smith","NYG","DEN","2500","0.5%","5%","0%","0%","0.05"
"TE","Blake Bell","KC","CLE","2500","0.5%","4%","0%","0%","0.04"
"TE","Adam Shaheen","MIA","@NE","2500","0.5%","4%","0%","0%","0.04"
"TE","Darren Fells","DET","SF","2500","0.5%","4%","0%","0%","0.03"
"TE","Noah Gray","KC","CLE","2500","0.5%","4%","0%","0%","0.02"
"TE","Sammis Reyes","WAS","LAC","2500","0.5%","4%","0%","0%","0.02"
"TE","Brandon Dillon","MIN","@CIN","2500","3.0%","4%","0%","0%","0.00"
"DEF","New York Jets","NYJ","@CAR","2400","3.0%","28%","3%","6%","1.93"
"DEF","Cleveland Browns","CLE","@KC","2400","0.5%","8%","0%","0%","0.26"
"DEF","Tennessee Titans","TEN","ARI","2300","0.5%","25%","2%","4%","7.95"
"DEF","Indianapolis Colts","IND","SEA","2300","3.0%","32%","5%","8%","2.63"
"DEF","Detroit Lions","DET","SF","2200","0.5%","18%","1%","1%","2.52"
"DEF","New Orleans Saints","NO","GB","2200","0.5%","12%","0%","0%","0.58"
"DEF","Arizona Cardinals","ARI","@TEN","2100","0.5%","23%","1%","2%","4.28"
"DEF","Houston Texans","HOU","JAX","2100","3.0%","29%","3%","5%","1.53"
"DEF","Cincinnati Bengals","CIN","MIN","2000","3.0%","27%","2%","3%","1.13"
"DEF","Atlanta Falcons","ATL","PHI","2000","17.5%","39%","7%","12%","0.66"
