"Player","Team","Opp","Time","FD Pos","FD Own","FD Sal","DK Pos","DK Own","DK Sal"
"Albert Wilson","MIA","BUF","Sun 01:00 EDT","WR","1.7%","4700","WR","2.3%","3600"
"Delanie Walker","TEN","LAC","Sun 04:05 EDT","TE","1.7%","5200","TE","3.2%","3800"
"Zay Jones","OAK","GB","Sun 01:00 EDT","WR","1.7%","4500","WR","2.4%","3100"
"Duke Johnson","HOU","IND","Sun 01:00 EDT","RB","1.6%","5400","RB","1.9%","4100"
"Chris Conley","JAC","CIN","Sun 01:00 EDT","WR","1.6%","4600","WR","2.0%","3500"
"Luke Willson","SEA","BAL","Sun 04:25 EDT","TE","1.5%","4500","TE","2.9%","3000"
"T.J. Hockenson","DET","MIN","Sun 01:00 EDT","TE","1.5%","5400","TE","2.9%","3600"
"Gardner Minshew","JAC","CIN","Sun 01:00 EDT","QB","1.4%","6900","QB","1.5%","5400"
"Rashaad Penny","SEA","BAL","Sun 04:25 EDT","RB","1.4%","5400","RB","1.7%","4000"
"Gerald Everett","LA","ATL","Sun 01:00 EDT","TE","1.4%","5900","TE","2.9%","3700"
"Eric Ebron","IND","HOU","Sun 01:00 EDT","TE","1.4%","5300","TE","2.5%","3900"
"Giovani Bernard","CIN","JAC","Sun 01:00 EDT","RB","1.3%","4900","RB","1.3%","4500"
"Jack Doyle","IND","HOU","Sun 01:00 EDT","TE","1.3%","4900","TE","2.5%","3500"
"KeeSean Johnson","ARI","NYG","Sun 01:00 EDT","WR","1.3%","4600","WR","1.4%","3900"
"A.J. Brown","TEN","LAC","Sun 04:05 EDT","WR","1.2%","5300","WR","1.7%","3800"
"Danny Amendola","DET","MIN","Sun 01:00 EDT","WR","1.2%","4700","WR","1.4%","3800"
"Dawson Knox","BUF","MIA","Sun 01:00 EDT","TE","1.2%","4800","TE","2.4%","3300"
"Wayne Gallman","NYG","ARI","Sun 01:00 EDT","RB","1.2%","5900","RB","1.1%","5500"
"Miles Boykin","BAL","SEA","Sun 04:25 EDT","WR","1.2%","4700","WR","1.6%","3500"
"Dion Lewis","TEN","LAC","Sun 04:05 EDT","RB","1.2%","4900","RB","1.4%","3900"
"Mark Walton","MIA","BUF","Sun 01:00 EDT","RB","1.2%","4900","RB","1.5%","3200"
"Tyler Eifert","CIN","JAC","Sun 01:00 EDT","TE","1.1%","4500","TE","2.4%","3000"
"Adam Humphries","TEN","LAC","Sun 04:05 EDT","WR","1.1%","5100","WR","1.7%","3400"
"Kirk Cousins","MIN","DET","Sun 01:00 EDT","QB","1.1%","7300","QB","1.1%","5800"
"Raheem Mostert","SF","WAS","Sun 01:00 EDT","RB","1.1%","5000","RB","1.1%","4600"
"Hunter Renfrow","OAK","GB","Sun 01:00 EDT","WR","1.1%","4800","WR","1.2%","4100"
"Jordan Akins","HOU","IND","Sun 01:00 EDT","TE","1.1%","4600","TE","2.1%","3200"
"Cody Latimer","NYG","ARI","Sun 01:00 EDT","WR","1.0%","4600","WR","1.2%","3500"
"Anthony Miller","CHI","NO","Sun 04:25 EDT","WR","1.0%","5100","WR","1.3%","3900"
"Jeremy Sprinkle","WAS","SF","Sun 01:00 EDT","TE","1.0%","4500","TE","2.1%","2600"
"Trey Burton","CHI","NO","Sun 04:25 EDT","TE","0.9%","4800","TE","1.9%","3200"
"Chester Rogers","IND","HOU","Sun 01:00 EDT","WR","0.9%","5100","WR","1.2%","3700"
"Kalen Ballage","MIA","BUF","Sun 01:00 EDT","RB","0.9%","4600","RB","1.0%","3600"
"Gus Edwards","BAL","SEA","Sun 04:25 EDT","RB","0.8%","4800","RB","0.8%","4200"
"Ty Johnson","DET","MIN","Sun 01:00 EDT","RB","0.8%","4500","RB","0.8%","3800"
"Alexander Mattison","MIN","DET","Sun 01:00 EDT","RB","0.8%","5200","RB","0.8%","4600"
"Seth Roberts","BAL","SEA","Sun 04:25 EDT","WR","0.7%","4600","WR","1.1%","3000"
"Paul Richardson","WAS","SF","Sun 01:00 EDT","WR","0.7%","4600","WR","0.7%","4200"
"Jalen Richard","OAK","GB","Sun 01:00 EDT","RB","0.7%","5000","RB","0.8%","3800"
"Jacob Hollister","SEA","BAL","Sun 04:25 EDT","TE","0.7%","4500","TE","1.4%","2900"
"Derek Carr","OAK","GB","Sun 01:00 EDT","QB","0.6%","6500","QB","0.6%","5000"
"Trey Quinn","WAS","SF","Sun 01:00 EDT","WR","0.6%","4900","WR","0.9%","3400"
"Philip Rivers","LAC","TEN","Sun 04:05 EDT","QB","0.6%","7600","QB","0.7%","5500"
"Darren Fells","HOU","IND","Sun 01:00 EDT","TE","0.6%","5400","TE","1.3%","3100"
"Ryan Grant","GB","OAK","Sun 01:00 EDT","WR","0.5%","4500","WR","0.0%","-"
"DeAndre Washington","OAK","GB","Sun 01:00 EDT","RB","0.5%","4500","RB","0.6%","3200"
"Isaiah McKenzie","BUF","MIA","Sun 01:00 EDT","WR","0.5%","4500","WR","0.7%","3400"
"Matthew Stafford","DET","MIN","Sun 01:00 EDT","QB","0.5%","7300","QB","0.0%","5200"
"Chris Moore","BAL","SEA","Sun 04:25 EDT","WR","0.5%","4600","WR","0.8%","3100"
"Tyler Higbee","LA","ATL","Sun 01:00 EDT","TE","0.5%","4500","TE","1.1%","2900"
"Zach Pascal","IND","HOU","Sun 01:00 EDT","WR","0.5%","5500","WR","0.7%","4000"
"Mitchell Trubisky","CHI","NO","Sun 04:25 EDT","QB","0.5%","6800","QB","0.5%","5100"
"Kenny Stills","HOU","IND","Sun 01:00 EDT","WR","0.4%","5300","WR","0.5%","4300"
"Damiere Byrd","ARI","NYG","Sun 01:00 EDT","WR","0.4%","4700","WR","0.5%","4000"
"Kyle Rudolph","MIN","DET","Sun 01:00 EDT","TE","0.4%","4500","TE","0.9%","2900"
"Adam Shaheen","CHI","NO","Sun 04:25 EDT","TE","0.4%","4300","TE","0.9%","2600"
"Andy Dalton","CIN","JAC","Sun 01:00 EDT","QB","0.4%","6900","QB","0.4%","5400"
"David Moore","SEA","BAL","Sun 04:25 EDT","WR","0.3%","4800","WR","0.4%","3400"
"Mike Gesicki","MIA","BUF","Sun 01:00 EDT","TE","0.3%","4600","TE","0.8%","2600"
"Deon Cain","IND","HOU","Sun 01:00 EDT","WR","0.3%","4500","WR","0.4%","3200"
"Trent Sherfield","ARI","NYG","Sun 01:00 EDT","WR","0.3%","4500","WR","0.5%","3000"
"Teddy Bridgewater","NO","CHI","Sun 04:25 EDT","QB","0.3%","7000","QB","0.3%","5300"
"Josh Oliver","JAC","CIN","Sun 01:00 EDT","TE","0.3%","4000","TE","0.5%","2800"
"Allen Hurns","MIA","BUF","Sun 01:00 EDT","WR","0.2%","4600","WR","0.4%","3100"
"Trevor Davis","OAK","GB","Sun 01:00 EDT","WR","0.2%","4900","WR","0.4%","3300"
"Case Keenum","WAS","SF","Sun 01:00 EDT","QB","0.2%","6600","QB","0.2%","4600"
"Tajae Sharpe","TEN","LAC","Sun 04:05 EDT","WR","0.2%","4600","WR","0.3%","3200"
"Jakeem Grant","MIA","BUF","Sun 01:00 EDT","WR","0.2%","4500","WR","0.2%","3400"
"Ryan Tannehill","TEN","LAC","Sun 04:05 EDT","QB","0.2%","6400","QB","0.2%","4800"
"C.J. Uzomah","CIN","JAC","Sun 01:00 EDT","TE","0.2%","4300","TE","0.4%","2600"
"Keelan Doss","OAK","GB","Sun 01:00 EDT","WR","0.2%","4500","WR","0.2%","3000"
"Ryan Fitzpatrick","MIA","BUF","Sun 01:00 EDT","QB","0.1%","6400","QB","0.2%","4500"
"Foster Moreau","OAK","GB","Sun 01:00 EDT","TE","0.1%","4900","TE","0.3%","2700"
"Kenjon Barner","ATL","LA","Sun 01:00 EDT","RB","0.0%","4500","RB","0.0%","3000"
"Dwayne Harris","OAK","GB","Sun 01:00 EDT","WR","0.0%","-","WR","0.0%","3000"
"Andre Roberts","BUF","MIA","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Cordarrelle Patterson","CHI","NO","Sun 04:25 EDT","WR","0.0%","4500","WR","0.0%","3400"
"Charles Clay","ARI","NYG","Sun 01:00 EDT","TE","0.0%","4500","TE","0.0%","2600"
"Luke Stocker","ATL","LA","Sun 01:00 EDT","TE","0.0%","4000","TE","0.0%","2500"
"Levine Toilolo","SF","WAS","Sun 01:00 EDT","TE","0.0%","4000","TE","0.0%","2500"
"Josh Hill","NO","CHI","Sun 04:25 EDT","TE","0.0%","4600","TE","0.0%","2600"
"Virgil Green","LAC","TEN","Sun 04:05 EDT","TE","0.0%","4000","TE","0.0%","2700"
"Marcedes Lewis","GB","OAK","Sun 01:00 EDT","TE","0.0%","4000","TE","0.0%","2700"
"Rhett Ellison","NYG","ARI","Sun 01:00 EDT","TE","0.0%","4800","TE","0.0%","3400"
"Nick O'Leary","MIA","BUF","Sun 01:00 EDT","TE","0.0%","4200","TE","0.0%","2500"
"DeAndre Carter","HOU","IND","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3200"
"Maxx Williams","ARI","NYG","Sun 01:00 EDT","TE","0.0%","4900","TE","0.0%","2700"
"Javorius Allen","NYG","ARI","Sun 01:00 EDT","RB","0.0%","5500","RB","0.0%","4100"
"Nick Boyle","BAL","SEA","Sun 04:25 EDT","TE","0.0%","4300","TE","0.0%","2900"
"Tyler Kroft","BUF","MIA","Sun 01:00 EDT","TE","0.0%","4000","TE","0.0%","3000"
"Jesse James","DET","MIN","Sun 01:00 EDT","TE","0.0%","4000","TE","0.0%","2700"
"T.J. Yeldon","BUF","MIA","Sun 01:00 EDT","RB","0.0%","4900","RB","0.0%","3900"
"Geremy Davis","LAC","TEN","Sun 04:05 EDT","WR","0.0%","4500","WR","0.0%","3300"
"Ameer Abdullah","MIN","DET","Sun 01:00 EDT","RB","0.0%","4500","RB","0.0%","3000"
"Justin Hardy","ATL","LA","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Mike Davis","CHI","NO","Sun 04:25 EDT","RB","0.0%","4500","RB","0.0%","3400"
"Darius Jennings","TEN","LAC","Sun 04:05 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Laquon Treadwell","MIN","DET","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"C.J. Prosise","SEA","BAL","Sun 04:25 EDT","RB","0.0%","4600","RB","0.0%","3700"
"Pharoh Cooper","ARI","NYG","Sun 01:00 EDT","WR","0.0%","4800","WR","0.0%","3100"
"Seth DeValve","JAC","CIN","Sun 01:00 EDT","TE","0.0%","4000","TE","0.0%","2500"
"Wendell Smallwood","WAS","SF","Sun 01:00 EDT","RB","0.0%","4500","RB","0.0%","3500"
"Cody Core","NYG","ARI","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Alex Erickson","CIN","JAC","Sun 01:00 EDT","WR","0.0%","4800","WR","0.0%","3200"
"D.J. Foster","ARI","NYG","Sun 01:00 EDT","RB","0.0%","4500","RB","0.0%","3000"
"J.D. McKissic","DET","MIN","Sun 01:00 EDT","RB","0.0%","4600","RB","0.0%","3000"
"Troymaine Pope","LAC","TEN","Sun 04:05 EDT","RB","0.0%","5000","RB","0.0%","3200"
"Marvin Hall","DET","MIN","Sun 01:00 EDT","WR","0.0%","-","WR","0.0%","3100"
"C.J. Board","JAC","CIN","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"JoJo Natson","LA","ATL","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Keelan Cole","JAC","CIN","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3300"
"Josh Reynolds","LA","ATL","Sun 01:00 EDT","WR","0.0%","4800","WR","0.0%","3400"
"Austin Carr","NO","CHI","Sun 04:25 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Kendrick Bourne","SF","WAS","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Jonnu Smith","TEN","LAC","Sun 04:05 EDT","TE","0.0%","4500","TE","0.0%","2800"
"Jordan Wilkins","IND","HOU","Sun 01:00 EDT","RB","0.0%","4900","RB","0.0%","3900"
"Russell Gage","ATL","LA","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Javon Wims","CHI","NO","Sun 04:25 EDT","WR","0.0%","4500","WR","0.0%","3500"
"Dalyn Dawkins","TEN","LAC","Sun 04:05 EDT","RB","0.0%","4500","RB","0.0%","3100"
"Malik Turner","SEA","BAL","Sun 04:25 EDT","WR","0.0%","4500","WR","0.0%","3700"
"Justice Hill","BAL","SEA","Sun 04:25 EDT","RB","0.0%","4500","RB","0.0%","3100"
"Ryquell Armstead","JAC","CIN","Sun 01:00 EDT","RB","0.0%","4500","RB","0.0%","4300"
"Trayveon Williams","CIN","JAC","Sun 01:00 EDT","RB","0.0%","4500","RB","0.0%","3000"
"Kelvin Harmon","WAS","SF","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Ashton Dulin","IND","HOU","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Devine Ozigbo","JAC","CIN","Sun 01:00 EDT","RB","0.0%","4500","RB","0.0%","3000"
"Lil'Jordan Humphrey","NO","CHI","Sun 04:25 EDT","WR","0.0%","4500","WR","0.0%","3100"
"Jason Moore","LAC","TEN","Sun 04:05 EDT","WR","0.0%","4500","WR","0.0%","3100"
"Damion Willis","CIN","JAC","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
